,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,PSD
22,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,8,session_2,0.0,0.07142857142857142,0.07142857142857142,0.0020973746075235488,4272,1
23,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,8,session_3,0.1,0.26666666666666666,0.26666666666666666,0.009513720150839724,4272,1
24,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,9,session_1,0.1607142857142857,0.21428571428571427,0.21428571428571427,0.021946611876158158,4272,1
25,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,9,session_2,0.10714285714285712,0.1607142857142857,0.1607142857142857,0.03567482655824949,4272,1
26,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,9,session_3,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.043231192286281805,4272,1
27,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,10,session_1,0.10416666666666666,0.14583333333333331,0.14583333333333331,0.03231394601593825,4272,1
28,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,10,session_2,0.0,0.016666666666666663,0.016666666666666663,0.0007099016637670726,4272,1
29,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,10,session_3,0.19999999999999998,0.35,0.35,0.022343797815641952,4272,1
30,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,11,session_1,0.0,0.04999999999999999,0.04999999999999999,0.002412283569478747,4272,1
31,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,11,session_2,0.04166666666666666,0.10416666666666666,0.10416666666666666,0.020840833333333298,4272,1
32,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,11,session_3,0.08333333333333337,0.10416666666666669,0.10416666666666669,0.05890477047530685,4272,1
33,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,12,session_1,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.02953631874725011,4272,1
34,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,12,session_2,0.5625,0.9375,0.9375,0.07035038645748969,4272,1
35,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,12,session_3,0.2954545454545454,0.3181818181818181,0.3181818181818181,0.04946255399460055,4272,1
36,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,13,session_1,0.020833333333333343,0.29166666666666674,0.29166666666666674,0.008644244127296172,4272,1
37,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,13,session_2,0.15384615384615383,0.15384615384615383,0.15384615384615383,0.038466538461541244,4272,1
38,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,13,session_3,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.019915731832826095,4272,1
39,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,14,session_1,0.04999999999999999,0.06666666666666665,0.06666666666666665,0.00954616423700682,4272,1
40,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,14,session_2,0.016666666666666663,0.1,0.1,0.006626573329733837,4272,1
41,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,14,session_3,0.35,0.6166666666666667,0.6166666666666667,0.05997470609698494,4272,1
42,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,15,session_1,0.020833333333333343,0.041666666666666685,0.041666666666666685,0.02027527027027027,4272,1
43,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,15,session_2,0.20454545454545453,0.2727272727272727,0.2727272727272727,0.05737380807374497,4272,1
44,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,15,session_3,0.07692307692307693,0.1346153846153846,0.1346153846153846,0.02446456515218174,4272,1
45,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,16,session_1,0.0,0.0,0.0,1e-05,4272,1
46,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,16,session_2,0.25,0.25,0.25,0.08824301469154505,4272,1
47,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,16,session_3,0.11666666666666664,0.2333333333333333,0.2333333333333333,0.02723368728378027,4272,1
48,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,17,session_1,0.2857142857142857,0.3035714285714286,0.3035714285714286,0.042255935949755116,4272,1
49,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,17,session_2,0.4,0.4666666666666667,0.4666666666666667,0.09373288328650609,4272,1
50,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,17,session_3,0.2833333333333333,0.44389993899939,0.449389993899939,0.07146980525088771,4272,1
51,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,18,session_1,0.07142857142857142,0.2142857142857143,0.2142857142857143,0.013360763750712407,4272,1
52,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,18,session_2,0.016666666666666663,0.21666666666666667,0.21666666666666667,0.0071190036894834725,4272,1
53,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,18,session_3,0.5166666666666666,0.6333333333333333,0.6333333333333333,0.1300717899494071,4272,1
54,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,19,session_1,0.07499999999999998,0.09999999999999998,0.09999999999999998,0.06661600478457005,4272,1
55,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,19,session_2,0.06666666666666665,0.2,0.2,0.02172128559881597,4272,1
56,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,19,session_3,0.08333333333333334,0.18333333333333332,0.18333333333333332,0.02762763248145727,4272,1
57,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,20,session_1,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.004554909051818963,4272,1
58,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,20,session_2,0.0,0.0,0.0,1e-05,4272,1
59,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,20,session_3,0.25,0.25,0.25,0.05556194445555545,4272,1
60,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,21,session_1,0.0,0.0,0.0,1e-05,4272,1
61,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,21,session_2,0.06666666666666668,0.15,0.15,0.011210931169636253,4272,1
62,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,21,session_3,0.14285714285714285,0.25,0.25,0.026301581119454468,4272,1
63,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,22,session_1,0.0,0.10416666666666666,0.10416666666666666,0.003967161657342936,4272,1
64,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,22,session_2,0.0,0.035714285714285726,0.035714285714285726,0.0014549131552106874,4272,1
65,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,22,session_3,0.04999999999999999,0.11666666666666667,0.11666666666666667,0.0348082376270542,4272,1
66,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,23,session_1,0.3055555555555556,0.4444444444444445,0.4444444444444445,0.17418606511479112,4272,1
67,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,23,session_2,0.15909090909090906,0.2727272727272727,0.2727272727272727,0.04471442387810941,4272,1
68,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,23,session_3,0.24999999999999997,0.375,0.375,0.08664938816260107,4272,1
69,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,24,session_1,0.0,0.0,0.0,1e-05,4272,1
70,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,24,session_2,0.11363636363636362,0.20454545454545453,0.20454545454545453,0.04892169898919348,4272,1
71,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,24,session_3,0.0,0.0,0.0,1e-05,4272,1
72,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,25,session_1,0.5576923076923077,0.6153846153846154,0.6153846153846154,0.10653964660160908,4272,1
73,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,25,session_2,0.4833333333333334,0.6333333333333333,0.6333333333333333,0.11064650948867157,4272,1
74,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,25,session_3,0.5062493482077678,0.7142857142857143,0.7142857142857143,0.07460119470172635,4272,1
75,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,26,session_1,0.125,0.19642857142857142,0.19642857142857142,0.047887756884810624,4272,1
76,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,26,session_2,0.016666666666666663,0.033333333333333326,0.033333333333333326,0.01737406833043371,4272,1
77,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,26,session_3,0.16666666666666669,0.2833333333333333,0.2833333333333333,0.02461913073207835,4272,1
78,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,27,session_1,0.3214285714285714,0.3214285714285714,0.3214285714285714,0.07879620879120883,4272,1
79,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,27,session_2,0.3598327649943166,0.4666666666666667,0.4666666666666667,0.07294409962380548,4272,1
80,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,27,session_3,0.3,0.35,0.35,0.0886235955056226,4272,1
81,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,28,session_1,0.5526916807629615,0.7629614757686038,0.7686038398845527,0.15883821193555703,4272,1
82,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,28,session_2,0.1,0.225,0.225,0.025007500000000658,4272,1
83,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,28,session_3,0.13636363636363638,0.22727272727272727,0.22727272727272727,0.031766934539040635,4272,1
84,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,29,session_1,0.08333333333333334,0.14583333333333337,0.14583333333333337,0.06409732429433158,4272,1
85,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,29,session_2,0.0,0.23333333333333334,0.23333333333333334,0.005001800097986282,4272,1
86,Single Session,Open Set,COG-BCI Flanker,PSD+SVM,29,session_3,0.08928571428571427,0.125,0.125,0.006224191505104336,4272,1
87,Single Session,Open Set,COG-BCI Flanker,PSD+LR,1,session_1,0.5,0.65,0.65,0.04295462326934734,4272,1
88,Single Session,Open Set,COG-BCI Flanker,PSD+LR,1,session_2,0.44999999999999996,0.675,0.675,0.06374151326380692,4272,1
89,Single Session,Open Set,COG-BCI Flanker,PSD+LR,1,session_3,0.14285714285714285,0.6071428571428572,0.6071428571428572,0.009644671570375754,4272,1
90,Single Session,Open Set,COG-BCI Flanker,PSD+LR,2,session_1,0.5714285714285714,0.7857142857142857,0.7857142857142857,0.04829371508652626,4272,1
91,Single Session,Open Set,COG-BCI Flanker,PSD+LR,2,session_2,0.3392857142857143,0.7142857142857143,0.7142857142857143,0.026486644620847752,4272,1
92,Single Session,Open Set,COG-BCI Flanker,PSD+LR,2,session_3,0.10714285714285715,0.39285714285714285,0.39285714285714285,0.013015892189638304,4272,1
93,Single Session,Open Set,COG-BCI Flanker,PSD+LR,3,session_1,0.14583333333333331,0.1875,0.1875,0.007994888176565528,4272,1
94,Single Session,Open Set,COG-BCI Flanker,PSD+LR,3,session_2,0.2833333333333333,0.7833333333333333,0.7833333333333333,0.03522564351353248,4272,1
95,Single Session,Open Set,COG-BCI Flanker,PSD+LR,3,session_3,0.0,0.01785714285714285,0.01785714285714285,0.0006899112865327507,4272,1
96,Single Session,Open Set,COG-BCI Flanker,PSD+LR,4,session_1,0.96875,0.96875,0.96875,0.09770115376727223,4272,1
97,Single Session,Open Set,COG-BCI Flanker,PSD+LR,4,session_2,0.14285714285714285,0.48214285714285715,0.48214285714285715,0.016975293861797965,4272,1
98,Single Session,Open Set,COG-BCI Flanker,PSD+LR,4,session_3,0.2692307692307692,0.40384615384615385,0.40384615384615385,0.023565823950307256,4272,1
99,Single Session,Open Set,COG-BCI Flanker,PSD+LR,5,session_1,0.020833333333333343,0.47916666666666674,0.47916666666666674,0.02314067129658257,4272,1
100,Single Session,Open Set,COG-BCI Flanker,PSD+LR,5,session_2,0.2,0.7163749137491375,0.7241374913749137,0.041207060298808745,4272,1
101,Single Session,Open Set,COG-BCI Flanker,PSD+LR,5,session_3,0.25,0.25,0.25,0.01908021127464704,4272,1
102,Single Session,Open Set,COG-BCI Flanker,PSD+LR,6,session_1,0.035714285714285726,0.2857142857142857,0.2857142857142857,0.018958888866011808,4272,1
103,Single Session,Open Set,COG-BCI Flanker,PSD+LR,6,session_2,0.3214285714285714,0.6428571428571429,0.6428571428571429,0.04608120719899668,4272,1
104,Single Session,Open Set,COG-BCI Flanker,PSD+LR,6,session_3,0.08333333333333337,0.1388888888888889,0.1388888888888889,0.07193424546036346,4272,1
105,Single Session,Open Set,COG-BCI Flanker,PSD+LR,7,session_1,0.0,0.44999999999999996,0.44999999999999996,0.006304240748300758,4272,1
106,Single Session,Open Set,COG-BCI Flanker,PSD+LR,7,session_2,0.016666666666666663,0.25,0.25,0.01667416666666664,4272,1
107,Single Session,Open Set,COG-BCI Flanker,PSD+LR,7,session_3,0.0,0.08333333333333334,0.08333333333333334,0.003434519867218589,4272,1
108,Single Session,Open Set,COG-BCI Flanker,PSD+LR,8,session_1,0.16666666666666669,0.7083333333333333,0.7083333333333333,0.022517898987337134,4272,1
109,Single Session,Open Set,COG-BCI Flanker,PSD+LR,8,session_2,0.3059819883913125,0.40916962741055984,0.4105598198839131,0.043818133725349734,4272,1
110,Single Session,Open Set,COG-BCI Flanker,PSD+LR,8,session_3,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.0733995773955019,4272,1
111,Single Session,Open Set,COG-BCI Flanker,PSD+LR,9,session_1,0.39285714285714285,0.5714285714285714,0.5714285714285714,0.04971870315859398,4272,1
112,Single Session,Open Set,COG-BCI Flanker,PSD+LR,9,session_2,0.2857142857142857,0.3571428571428571,0.3571428571428571,0.03464995979092924,4272,1
113,Single Session,Open Set,COG-BCI Flanker,PSD+LR,9,session_3,0.26785714285714285,0.6785714285714286,0.6785714285714286,0.03432312431349527,4272,1
114,Single Session,Open Set,COG-BCI Flanker,PSD+LR,10,session_1,0.5208333333333333,0.9791666666666666,0.9791666666666666,0.03355194453142659,4272,1
115,Single Session,Open Set,COG-BCI Flanker,PSD+LR,10,session_2,0.0,0.6666666666666667,0.6666666666666667,0.002142496487517562,4272,1
116,Single Session,Open Set,COG-BCI Flanker,PSD+LR,10,session_3,0.38333333333333336,0.6,0.6,0.02494485139098945,4272,1
117,Single Session,Open Set,COG-BCI Flanker,PSD+LR,11,session_1,0.275,0.5,0.5,0.029647149759225746,4272,1
118,Single Session,Open Set,COG-BCI Flanker,PSD+LR,11,session_2,0.16666666666666666,0.5,0.5,0.029150137158850096,4272,1
119,Single Session,Open Set,COG-BCI Flanker,PSD+LR,11,session_3,0.27234355676890104,0.5397343556768901,0.541473435567689,0.017566484534204063,4272,1
120,Single Session,Open Set,COG-BCI Flanker,PSD+LR,12,session_1,0.45,0.6,0.6,0.06461743415235266,4272,1
121,Single Session,Open Set,COG-BCI Flanker,PSD+LR,12,session_2,0.6041666666666667,0.8333333333333334,0.8333333333333334,0.12148788633250004,4272,1
122,Single Session,Open Set,COG-BCI Flanker,PSD+LR,12,session_3,0.5681818181818181,0.9090909090909091,0.9090909090909091,0.0838966103389661,4272,1
123,Single Session,Open Set,COG-BCI Flanker,PSD+LR,13,session_1,0.35416666666666663,0.39583333333333337,0.39583333333333337,0.0578342632310446,4272,1
124,Single Session,Open Set,COG-BCI Flanker,PSD+LR,13,session_2,0.5576923076923077,0.5576923076923077,0.5576923076923077,0.03072311644437901,4272,1
125,Single Session,Open Set,COG-BCI Flanker,PSD+LR,13,session_3,0.2692307692307692,0.36538461538461536,0.36538461538461536,0.0456553084072202,4272,1
126,Single Session,Open Set,COG-BCI Flanker,PSD+LR,14,session_1,0.0,0.25,0.25,0.0032046307985383305,4272,1
127,Single Session,Open Set,COG-BCI Flanker,PSD+LR,14,session_2,0.0,0.033333333333333326,0.033333333333333326,0.001479904293720908,4272,1
128,Single Session,Open Set,COG-BCI Flanker,PSD+LR,14,session_3,0.41666666666666663,0.6833333333333333,0.6833333333333333,0.07217139600455934,4272,1
129,Single Session,Open Set,COG-BCI Flanker,PSD+LR,15,session_1,0.18749999999999997,0.375,0.375,0.016663929079695636,4272,1
130,Single Session,Open Set,COG-BCI Flanker,PSD+LR,15,session_2,0.13636363636363635,0.43181818181818177,0.43181818181818177,0.03521852360219212,4272,1
131,Single Session,Open Set,COG-BCI Flanker,PSD+LR,15,session_3,0.25,0.40384615384615385,0.40384615384615385,0.04967658625703955,4272,1
132,Single Session,Open Set,COG-BCI Flanker,PSD+LR,16,session_1,0.1,0.3,0.3,0.008508888202501777,4272,1
133,Single Session,Open Set,COG-BCI Flanker,PSD+LR,16,session_2,0.5166666666666666,0.7833333333333333,0.7833333333333333,0.07341213258636688,4272,1
134,Single Session,Open Set,COG-BCI Flanker,PSD+LR,16,session_3,0.65,0.75,0.75,0.05154047283405072,4272,1
135,Single Session,Open Set,COG-BCI Flanker,PSD+LR,17,session_1,0.24803515892301778,0.7444463730351589,0.749444637303516,0.05720149270237726,4272,1
136,Single Session,Open Set,COG-BCI Flanker,PSD+LR,17,session_2,0.8333333333333334,1.0,1.0,0.09488811179136412,4272,1
137,Single Session,Open Set,COG-BCI Flanker,PSD+LR,17,session_3,0.6,0.9166666666666667,0.9166666666666667,0.09910921526104456,4272,1
138,Single Session,Open Set,COG-BCI Flanker,PSD+LR,18,session_1,0.25,0.3392857142857143,0.3392857142857143,0.020034896113505247,4272,1
139,Single Session,Open Set,COG-BCI Flanker,PSD+LR,18,session_2,0.48333333333333334,0.5333333333333333,0.5333333333333333,0.04934959140720767,4272,1
140,Single Session,Open Set,COG-BCI Flanker,PSD+LR,18,session_3,0.5166666666666666,0.7333333333333334,0.7333333333333334,0.06264422980782686,4272,1
141,Single Session,Open Set,COG-BCI Flanker,PSD+LR,19,session_1,0.25,0.625,0.625,0.03592151728844406,4272,1
142,Single Session,Open Set,COG-BCI Flanker,PSD+LR,19,session_2,0.2833333333333333,0.4833333333333334,0.4833333333333334,0.019507269332293478,4272,1
143,Single Session,Open Set,COG-BCI Flanker,PSD+LR,19,session_3,0.3666666666666667,0.55,0.55,0.03096282203974292,4272,1
144,Single Session,Open Set,COG-BCI Flanker,PSD+LR,20,session_1,0.41666666666666674,0.8333333333333334,0.8333333333333334,0.11900011999760006,4272,1
145,Single Session,Open Set,COG-BCI Flanker,PSD+LR,20,session_2,0.0,0.5,0.5,0.0027849689879651807,4272,1
146,Single Session,Open Set,COG-BCI Flanker,PSD+LR,20,session_3,0.375,0.75,0.75,0.020177298252017476,4272,1
147,Single Session,Open Set,COG-BCI Flanker,PSD+LR,21,session_1,0.038461538461538464,0.4615384615384615,0.4615384615384615,0.022413133897761724,4272,1
148,Single Session,Open Set,COG-BCI Flanker,PSD+LR,21,session_2,0.3,0.7,0.7,0.015773576049353092,4272,1
149,Single Session,Open Set,COG-BCI Flanker,PSD+LR,21,session_3,0.33928571428571425,0.5178571428571429,0.5178571428571429,0.042418950147226235,4272,1
150,Single Session,Open Set,COG-BCI Flanker,PSD+LR,22,session_1,0.25,0.375,0.375,0.021771294200258293,4272,1
151,Single Session,Open Set,COG-BCI Flanker,PSD+LR,22,session_2,0.1607142857142857,0.5178571428571428,0.5178571428571428,0.007756977519519367,4272,1
152,Single Session,Open Set,COG-BCI Flanker,PSD+LR,22,session_3,0.45,0.7166666666666667,0.7166666666666667,0.026984595824818842,4272,1
153,Single Session,Open Set,COG-BCI Flanker,PSD+LR,23,session_1,0.22222222222222227,0.4166666666666667,0.4166666666666667,0.06434994695234517,4272,1
154,Single Session,Open Set,COG-BCI Flanker,PSD+LR,23,session_2,0.4545454545454546,0.75,0.75,0.07221982347219948,4272,1
155,Single Session,Open Set,COG-BCI Flanker,PSD+LR,23,session_3,0.225,0.49069990699906996,0.499069990699907,0.023028040008985305,4272,1
156,Single Session,Open Set,COG-BCI Flanker,PSD+LR,24,session_1,0.0,0.25,0.25,0.0007700000000000001,4272,1
157,Single Session,Open Set,COG-BCI Flanker,PSD+LR,24,session_2,0.29545454545454547,0.5,0.5,0.04242530317423492,4272,1
158,Single Session,Open Set,COG-BCI Flanker,PSD+LR,24,session_3,0.0,0.0,0.0,1e-05,4272,1
159,Single Session,Open Set,COG-BCI Flanker,PSD+LR,25,session_1,0.826923076923077,1.0,1.0,0.16466804162760734,4272,1
160,Single Session,Open Set,COG-BCI Flanker,PSD+LR,25,session_2,0.55,0.75,0.75,0.05537124802527643,4272,1
161,Single Session,Open Set,COG-BCI Flanker,PSD+LR,25,session_3,0.8928571428571428,0.9642857142857143,0.9642857142857143,0.1143310298232536,4272,1
162,Single Session,Open Set,COG-BCI Flanker,PSD+LR,26,session_1,0.21428571428571427,0.26785714285714285,0.26785714285714285,0.025578639387593877,4272,1
163,Single Session,Open Set,COG-BCI Flanker,PSD+LR,26,session_2,0.25,0.26666666666666666,0.26666666666666666,0.0098086274921511,4272,1
164,Single Session,Open Set,COG-BCI Flanker,PSD+LR,26,session_3,0.21666666666666667,0.4,0.4,0.02970234202211689,4272,1
165,Single Session,Open Set,COG-BCI Flanker,PSD+LR,27,session_1,0.35517801606587496,0.6785714285714286,0.6785714285714286,0.07938738941454315,4272,1
166,Single Session,Open Set,COG-BCI Flanker,PSD+LR,27,session_2,0.5666666666666667,0.95,0.95,0.07979010466624557,4272,1
167,Single Session,Open Set,COG-BCI Flanker,PSD+LR,27,session_3,0.5333333333333332,0.9166666666666667,0.9166666666666667,0.06898084549062006,4272,1
168,Single Session,Open Set,COG-BCI Flanker,PSD+LR,28,session_1,0.7115384615384615,1.0,1.0,0.16001332789917716,4272,1
169,Single Session,Open Set,COG-BCI Flanker,PSD+LR,28,session_2,0.2,0.35,0.35,0.041953758785324376,4272,1
170,Single Session,Open Set,COG-BCI Flanker,PSD+LR,28,session_3,0.43181818181818177,0.7272727272727273,0.7272727272727273,0.01699853182720398,4272,1
171,Single Session,Open Set,COG-BCI Flanker,PSD+LR,29,session_1,0.7083333333333334,1.0,1.0,0.09002892710150466,4272,1
172,Single Session,Open Set,COG-BCI Flanker,PSD+LR,29,session_2,0.45,0.5166666666666666,0.5166666666666666,0.03587591218653096,4272,1
173,Single Session,Open Set,COG-BCI Flanker,PSD+LR,29,session_3,0.0,0.26785714285714285,0.26785714285714285,0.003464685809520548,4272,1
174,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,1,session_1,0.31049960499605,0.4886493864938649,0.5438649386493865,0.04214620706636403,4272,1
175,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,1,session_2,0.5624991249912499,0.7413749137491374,0.7491374913749138,0.10601602466263683,4272,1
176,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,1,session_3,0.0,0.35599855998559987,0.48559985599856004,0.0020523058219006967,4272,1
177,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,2,session_1,0.455749209625677,0.6829135800634444,0.7432913580063445,0.04442363768127273,4272,1
178,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,2,session_2,0.3214285714285714,0.5531605316053161,0.5696017674462459,0.10109484519087394,4272,1
179,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,2,session_3,0.23214285714285715,0.42687480446233034,0.44447319473194735,0.06286682763740714,4272,1
180,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,3,session_1,0.22597563694935194,0.5187640253595518,0.5393764025359552,0.027117098461949322,4272,1
181,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,3,session_2,0.6500000000000001,0.8833333333333334,0.8833333333333334,0.10280663462559131,4272,1
182,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,3,session_3,0.19642857142857142,0.5226070117844036,0.5344035583212975,0.010921320288978294,4272,1
183,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,4,session_1,0.90625,0.9638749512495125,0.9682624951249512,0.1439374243802934,4272,1
184,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,4,session_2,0.25,0.6219553266961242,0.6246955326696124,0.036687289188107604,4272,1
185,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,4,session_3,0.5512761596147431,0.7878199236537821,0.7883973769807628,0.07096469400055794,4272,1
186,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,5,session_1,0.17886292499288628,0.4313856774931386,0.49313856774931386,0.010017486589438124,4272,1
187,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,5,session_2,0.26749992499925,0.7561498114981149,0.7731149811498115,0.043339317063134465,4272,1
188,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,5,session_3,0.0,0.20412454124541246,0.24541245412454124,0.001362513550135501,4272,1
189,Single Session,Open Set,COG-BCI Flanker,PSD+LDA,6,session_1,0.0,0.27974994035654643,0.2851178511785118,0.0030448176109433437,4272,1
