,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,AR_PSD_order
26,Single Session,Open Set,erpcore n400,AR+PSD+SVM,27,session_1,0.033333333333333326,0.13333333333333333,0.13333333333333333,0.02361569450277042,2400,1
27,Single Session,Open Set,erpcore n400,AR+PSD+SVM,28,session_1,0.06666666666666665,0.13333333333333333,0.13333333333333333,0.013288733351235524,2400,1
28,Single Session,Open Set,erpcore n400,AR+PSD+SVM,29,session_1,0.11666666666666664,0.16666666666666666,0.16666666666666666,0.10166926665266861,2400,1
29,Single Session,Open Set,erpcore n400,AR+PSD+SVM,30,session_1,0.06666666666666665,0.11666666666666667,0.11666666666666667,0.033338333333333275,2400,1
30,Single Session,Open Set,erpcore n400,AR+PSD+SVM,31,session_1,0.0,0.0,0.0,1e-05,2400,1
31,Single Session,Open Set,erpcore n400,AR+PSD+SVM,32,session_1,0.2833333333333334,0.5333333333333332,0.5333333333333332,0.06416551682764411,2400,1
32,Single Session,Open Set,erpcore n400,AR+PSD+SVM,33,session_1,0.0,0.0,0.0,1e-05,2400,1
33,Single Session,Open Set,erpcore n400,AR+PSD+SVM,34,session_1,0.0,0.016666666666666663,0.016666666666666663,0.00042494155818185455,2400,1
34,Single Session,Open Set,erpcore n400,AR+PSD+SVM,35,session_1,0.3666666666666667,0.4666666666666667,0.4666666666666667,0.06634071230027797,2400,1
35,Single Session,Open Set,erpcore n400,AR+PSD+SVM,36,session_1,0.0,0.016666666666666663,0.016666666666666663,0.0004724349091127242,2400,1
36,Single Session,Open Set,erpcore n400,AR+PSD+SVM,37,session_1,0.08333333333333331,0.21666666666666667,0.21666666666666667,0.03263943047973283,2400,1
37,Single Session,Open Set,erpcore n400,AR+PSD+SVM,38,session_1,0.15,0.33333333333333337,0.33333333333333337,0.03166956661067918,2400,1
38,Single Session,Open Set,erpcore n400,AR+PSD+SVM,39,session_1,0.016666666666666663,0.13333333333333333,0.13333333333333333,0.004636886408636063,2400,1
39,Single Session,Open Set,erpcore n400,AR+PSD+SVM,40,session_1,0.033333333333333326,0.06666666666666665,0.06666666666666665,0.00792139135521027,2400,1
40,Single Session,Open Set,erpcore n400,AR+PSD+LR,1,session_1,0.26666666666666666,0.69749997499975,0.699749997499975,0.02444657747915292,2400,1
41,Single Session,Open Set,erpcore n400,AR+PSD+LR,2,session_1,0.19999999999999998,0.45,0.45,0.04333543303937447,2400,1
42,Single Session,Open Set,erpcore n400,AR+PSD+LR,3,session_1,0.6,0.95,0.95,0.04101720906138581,2400,1
43,Single Session,Open Set,erpcore n400,AR+PSD+LR,4,session_1,0.033333333333333326,0.35,0.35,0.005421800097986282,2400,1
44,Single Session,Open Set,erpcore n400,AR+PSD+LR,5,session_1,0.1,0.6000000000000001,0.6000000000000001,0.014215573757014176,2400,1
45,Single Session,Open Set,erpcore n400,AR+PSD+LR,6,session_1,0.0,0.3333333333333333,0.3333333333333333,0.0025073497176996556,2400,1
46,Single Session,Open Set,erpcore n400,AR+PSD+LR,7,session_1,0.48333333333333334,0.7666666666666666,0.7666666666666666,0.03550902873597694,2400,1
47,Single Session,Open Set,erpcore n400,AR+PSD+LR,8,session_1,0.33333333333333337,0.75,0.75,0.04500275441078269,2400,1
48,Single Session,Open Set,erpcore n400,AR+PSD+LR,9,session_1,0.0,0.4666666666666667,0.4666666666666667,0.0025547081408602793,2400,1
49,Single Session,Open Set,erpcore n400,AR+PSD+LR,10,session_1,0.7000000000000001,0.95,0.95,0.08560070346432341,2400,1
50,Single Session,Open Set,erpcore n400,AR+PSD+LR,11,session_1,0.0,0.35,0.35,0.0022298054272401864,2400,1
51,Single Session,Open Set,erpcore n400,AR+PSD+LR,12,session_1,0.45,1.0,1.0,0.04208560801487789,2400,1
52,Single Session,Open Set,erpcore n400,AR+PSD+LR,13,session_1,0.016666666666666663,0.31666666666666665,0.31666666666666665,0.0037570216844225756,2400,1
53,Single Session,Open Set,erpcore n400,AR+PSD+LR,14,session_1,0.08333333333333331,0.8,0.8,0.01639031860179128,2400,1
54,Single Session,Open Set,erpcore n400,AR+PSD+LR,15,session_1,0.6,0.9166666666666667,0.9166666666666667,0.048145876477293174,2400,1
55,Single Session,Open Set,erpcore n400,AR+PSD+LR,16,session_1,0.0,0.41666666666666663,0.41666666666666663,0.004726994818381711,2400,1
56,Single Session,Open Set,erpcore n400,AR+PSD+LR,17,session_1,0.033333333333333326,0.65,0.65,0.008983836197849092,2400,1
57,Single Session,Open Set,erpcore n400,AR+PSD+LR,18,session_1,0.31666666666666665,0.7666666666666666,0.7666666666666666,0.022176895234667145,2400,1
58,Single Session,Open Set,erpcore n400,AR+PSD+LR,19,session_1,0.5,0.6833333333333333,0.6833333333333333,0.030420741096246526,2400,1
59,Single Session,Open Set,erpcore n400,AR+PSD+LR,20,session_1,0.2833333333333333,0.7833333333333333,0.7833333333333333,0.03685413083219115,2400,1
60,Single Session,Open Set,erpcore n400,AR+PSD+LR,21,session_1,0.3666666666666667,0.9500000000000001,0.9500000000000001,0.043285440038394594,2400,1
61,Single Session,Open Set,erpcore n400,AR+PSD+LR,22,session_1,0.033333333333333326,0.8333333333333334,0.8333333333333334,0.01046859949607055,2400,1
62,Single Session,Open Set,erpcore n400,AR+PSD+LR,23,session_1,0.09999999999999998,0.7166666666666667,0.7166666666666667,0.04953806502089707,2400,1
63,Single Session,Open Set,erpcore n400,AR+PSD+LR,24,session_1,0.16666666666666666,0.8333333333333333,0.8333333333333333,0.0537489751434799,2400,1
64,Single Session,Open Set,erpcore n400,AR+PSD+LR,25,session_1,0.11666666666666667,0.7666666666666666,0.7666666666666666,0.017132916600418872,2400,1
65,Single Session,Open Set,erpcore n400,AR+PSD+LR,26,session_1,0.18333333333333332,0.4666666666666666,0.4666666666666666,0.025741396204531364,2400,1
66,Single Session,Open Set,erpcore n400,AR+PSD+LR,27,session_1,0.08333333333333334,0.8166666666666667,0.8166666666666667,0.011483522770930597,2400,1
67,Single Session,Open Set,erpcore n400,AR+PSD+LR,28,session_1,0.11666666666666667,0.65,0.65,0.018612967223384413,2400,1
68,Single Session,Open Set,erpcore n400,AR+PSD+LR,29,session_1,0.65,0.8333333333333334,0.8333333333333334,0.08347331373607694,2400,1
69,Single Session,Open Set,erpcore n400,AR+PSD+LR,30,session_1,0.23333333333333334,0.4,0.4,0.023799307392509208,2400,1
70,Single Session,Open Set,erpcore n400,AR+PSD+LR,31,session_1,0.0,0.25,0.25,0.00042500000000000003,2400,1
71,Single Session,Open Set,erpcore n400,AR+PSD+LR,32,session_1,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.08648039274501569,2400,1
72,Single Session,Open Set,erpcore n400,AR+PSD+LR,33,session_1,0.033333333333333326,0.75,0.75,0.0037548103748256357,2400,1
73,Single Session,Open Set,erpcore n400,AR+PSD+LR,34,session_1,0.35,0.9,0.9,0.03222084554832112,2400,1
74,Single Session,Open Set,erpcore n400,AR+PSD+LR,35,session_1,0.4,0.95,0.95,0.10532525446437499,2400,1
75,Single Session,Open Set,erpcore n400,AR+PSD+LR,36,session_1,0.0,0.26666666666666666,0.26666666666666666,0.0012573246745455635,2400,1
76,Single Session,Open Set,erpcore n400,AR+PSD+LR,37,session_1,0.2833333333333333,0.8,0.8,0.027222688823564673,2400,1
77,Single Session,Open Set,erpcore n400,AR+PSD+LR,38,session_1,0.9833333333333334,1.0,1.0,0.11458245845581612,2400,1
78,Single Session,Open Set,erpcore n400,AR+PSD+LR,39,session_1,0.25,0.646666633333,0.6496666633333,0.018382514998591438,2400,1
79,Single Session,Open Set,erpcore n400,AR+PSD+LR,40,session_1,0.45,1.0,1.0,0.022964350090987264,2400,1
80,Single Session,Open Set,erpcore n400,AR+PSD+LDA,1,session_1,0.3318179999981818,0.588181199993818,0.6438181199993818,0.05374922521721332,2400,1
81,Single Session,Open Set,erpcore n400,AR+PSD+LDA,2,session_1,0.16666666666666669,0.5166666666666666,0.5166666666666666,0.023796668466414702,2400,1
82,Single Session,Open Set,erpcore n400,AR+PSD+LDA,3,session_1,0.686666533332,0.9153333199998667,0.9165333319999867,0.05666656668066462,2400,1
83,Single Session,Open Set,erpcore n400,AR+PSD+LDA,4,session_1,0.033333333333333326,0.40666656666566664,0.41566665666656666,0.009171549691639915,2400,1
84,Single Session,Open Set,erpcore n400,AR+PSD+LDA,5,session_1,0.3,0.95,0.95,0.03680574712240572,2400,1
85,Single Session,Open Set,erpcore n400,AR+PSD+LDA,6,session_1,0.016666666666666663,0.6639991399913999,0.74139991399914,0.007086892886720331,2400,1
86,Single Session,Open Set,erpcore n400,AR+PSD+LDA,7,session_1,0.3833333333333333,0.8,0.8,0.03911952326674265,2400,1
87,Single Session,Open Set,erpcore n400,AR+PSD+LDA,8,session_1,0.26666666666666666,0.8233332333323333,0.8323333233332333,0.04319395284660148,2400,1
88,Single Session,Open Set,erpcore n400,AR+PSD+LDA,9,session_1,0.0,0.42366573665736657,0.5073665736657367,0.002969645637873759,2400,1
89,Single Session,Open Set,erpcore n400,AR+PSD+LDA,10,session_1,0.9333333333333333,1.0,1.0,0.1169436278920951,2400,1
90,Single Session,Open Set,erpcore n400,AR+PSD+LDA,11,session_1,0.08333333333333334,0.7149996499964999,0.74649996499965,0.006624161735425233,2400,1
91,Single Session,Open Set,erpcore n400,AR+PSD+LDA,12,session_1,0.5333333333333333,1.0,1.0,0.043334433179354835,2400,1
92,Single Session,Open Set,erpcore n400,AR+PSD+LDA,13,session_1,0.08333333333333331,0.5333333333333333,0.5333333333333333,0.028658706579357,2400,1
93,Single Session,Open Set,erpcore n400,AR+PSD+LDA,14,session_1,0.5833333333333334,0.9849998499985,0.99849998499985,0.04407226732164143,2400,1
94,Single Session,Open Set,erpcore n400,AR+PSD+LDA,15,session_1,0.43333333333333335,0.9166666666666667,0.9166666666666667,0.0641650168976343,2400,1
95,Single Session,Open Set,erpcore n400,AR+PSD+LDA,16,session_1,0.033333333333333326,0.5783332833328334,0.5828333283332834,0.00879948691065457,2400,1
96,Single Session,Open Set,erpcore n400,AR+PSD+LDA,17,session_1,0.30999959999599996,0.7459999599996,0.74959999599996,0.025233967594536763,2400,1
97,Single Session,Open Set,erpcore n400,AR+PSD+LDA,18,session_1,0.4833333333333334,0.8166666666666667,0.8166666666666667,0.04796428506008768,2400,1
98,Single Session,Open Set,erpcore n400,AR+PSD+LDA,19,session_1,0.7,0.8666666666666667,0.8666666666666667,0.0756930487861921,2400,1
99,Single Session,Open Set,erpcore n400,AR+PSD+LDA,20,session_1,0.7500000000000001,0.9833333333333334,0.9833333333333334,0.06125042494050914,2400,1
100,Single Session,Open Set,erpcore n400,AR+PSD+LDA,21,session_1,0.5333333333333333,0.7833333333333333,0.7833333333333333,0.09333393324934501,2400,1
101,Single Session,Open Set,erpcore n400,AR+PSD+LDA,22,session_1,0.21666666666666667,0.7476664766647667,0.7647666476664766,0.015927770112184294,2400,1
102,Single Session,Open Set,erpcore n400,AR+PSD+LDA,23,session_1,0.18333333333333332,0.5576665766657667,0.5657666576665766,0.03740726333313336,2400,1
103,Single Session,Open Set,erpcore n400,AR+PSD+LDA,24,session_1,0.7,1.0,1.0,0.13652588637590735,2400,1
104,Single Session,Open Set,erpcore n400,AR+PSD+LDA,25,session_1,0.15,0.6193326933269333,0.6769332693326933,0.03874857519947205,2400,1
105,Single Session,Open Set,erpcore n400,AR+PSD+LDA,26,session_1,0.6833333333333333,0.8500000000000001,0.8500000000000001,0.1069005339252504,2400,1
106,Single Session,Open Set,erpcore n400,AR+PSD+LDA,27,session_1,0.08333333333333331,0.9533330333303334,0.9803333033330334,0.017132878645267774,2400,1
107,Single Session,Open Set,erpcore n400,AR+PSD+LDA,28,session_1,0.15,0.8,0.8,0.024491571180034793,2400,1
108,Single Session,Open Set,erpcore n400,AR+PSD+LDA,29,session_1,0.65,0.8833333333333333,0.8833333333333333,0.08541701034558433,2400,1
109,Single Session,Open Set,erpcore n400,AR+PSD+LDA,30,session_1,0.08333333333333334,0.47066620666206666,0.5120666206662067,0.0071814949407083,2400,1
110,Single Session,Open Set,erpcore n400,AR+PSD+LDA,31,session_1,0.0,0.16999919999199992,0.24199991999919998,0.0008423831163637091,2400,1
111,Single Session,Open Set,erpcore n400,AR+PSD+LDA,32,session_1,0.8166666666666667,0.8833333333333334,0.8833333333333334,0.10638777229105151,2400,1
112,Single Session,Open Set,erpcore n400,AR+PSD+LDA,33,session_1,0.0,0.41999669996699973,0.7169996699967,0.0012549436856030376,2400,1
113,Single Session,Open Set,erpcore n400,AR+PSD+LDA,34,session_1,0.3833333333333333,0.8308333083330833,0.8330833308333084,0.04717749949095187,2400,1
114,Single Session,Open Set,erpcore n400,AR+PSD+LDA,35,session_1,0.75,0.95,0.95,0.15166867279939114,2400,1
115,Single Session,Open Set,erpcore n400,AR+PSD+LDA,36,session_1,0.04999999999999999,0.23166648333149997,0.24816664833315,0.003342366605335786,2400,1
116,Single Session,Open Set,erpcore n400,AR+PSD+LDA,37,session_1,0.4833333333333334,0.8833333333333334,0.8833333333333334,0.05647859299698041,2400,1
117,Single Session,Open Set,erpcore n400,AR+PSD+LDA,38,session_1,0.7227269999972727,0.9452726799995272,0.9495272679999527,0.1279650848881156,2400,1
118,Single Session,Open Set,erpcore n400,AR+PSD+LDA,39,session_1,0.1687491874918749,0.5218727187271873,0.7271872718727187,0.01125351913211811,2400,1
119,Single Session,Open Set,erpcore n400,AR+PSD+LDA,40,session_1,0.24444422221999998,0.9422772005497833,0.9942277200549783,0.03296544922244237,2400,1
120,Single Session,Open Set,erpcore n400,AR+PSD+NB,1,session_1,0.7072331427126588,0.9707233142712659,0.9970723314271266,0.15333403323531908,2400,1
121,Single Session,Open Set,erpcore n400,AR+PSD+NB,2,session_1,0.9010868564344025,0.9901086856434402,0.999010868564344,0.1476761237885486,2400,1
122,Single Session,Open Set,erpcore n400,AR+PSD+NB,3,session_1,0.7005327196129104,0.9700532719612911,0.9970053271961291,0.09816017316017317,2400,1
123,Single Session,Open Set,erpcore n400,AR+PSD+NB,4,session_1,0.8903660365274981,0.9890366036527498,0.998903660365275,0.11067309912656237,2400,1
124,Single Session,Open Set,erpcore n400,AR+PSD+NB,5,session_1,0.8021218056911957,0.9802121805691196,0.998021218056912,0.05526951942725215,2400,1
125,Single Session,Open Set,erpcore n400,AR+PSD+NB,6,session_1,0.38721812351813356,0.5887203123368132,0.7338720312336813,0.0304163726696196,2400,1
126,Single Session,Open Set,erpcore n400,AR+PSD+NB,7,session_1,0.9446430115740847,0.9944643011574085,0.9994464301157407,0.15609343675749116,2400,1
127,Single Session,Open Set,erpcore n400,AR+PSD+NB,8,session_1,0.9602226301322561,0.9960222630132256,0.9996022263013224,0.20527629349104984,2400,1
128,Single Session,Open Set,erpcore n400,AR+PSD+NB,9,session_1,0.927475125613403,0.9927475125613402,0.999274751256134,0.1271015867340821,2400,1
129,Single Session,Open Set,erpcore n400,AR+PSD+NB,10,session_1,0.9556844660700686,0.9955684466070068,0.9995568446607006,0.22121335562702796,2400,1
130,Single Session,Open Set,erpcore n400,AR+PSD+NB,11,session_1,0.9237648027142555,0.9923764802714256,0.9992376480271425,0.13060470351698727,2400,1
131,Single Session,Open Set,erpcore n400,AR+PSD+NB,12,session_1,0.8992178197986649,0.9899217819798665,0.9989921781979867,0.10409254627051198,2400,1
132,Single Session,Open Set,erpcore n400,AR+PSD+NB,13,session_1,0.5349978499784998,0.8284982849828498,0.982849828498285,0.03124520418591787,2400,1
133,Single Session,Open Set,erpcore n400,AR+PSD+NB,14,session_1,0.9199163339491072,0.9919916333949107,0.9991991633394912,0.11964441263215675,2400,1
134,Single Session,Open Set,erpcore n400,AR+PSD+NB,15,session_1,0.8972133753775688,0.9897213375377569,0.9989721337537756,0.11191383381542089,2400,1
135,Single Session,Open Set,erpcore n400,AR+PSD+NB,16,session_1,0.6563372986671043,0.9156329798592104,0.991563297985921,0.07041671186623183,2400,1
136,Single Session,Open Set,erpcore n400,AR+PSD+NB,17,session_1,0.7779619281468102,0.977796192814681,0.9977796192814681,0.05694852187635179,2400,1
137,Single Session,Open Set,erpcore n400,AR+PSD+NB,18,session_1,0.6053015833188635,0.9605299083293863,0.9960529908329386,0.04645527278017666,2400,1
138,Single Session,Open Set,erpcore n400,AR+PSD+NB,19,session_1,0.8670431615535636,0.9867043161553564,0.9986704316155356,0.07409808187088095,2400,1
139,Single Session,Open Set,erpcore n400,AR+PSD+NB,20,session_1,0.9237511923757816,0.9923751192375782,0.9992375119237579,0.1498464834448495,2400,1
140,Single Session,Open Set,erpcore n400,AR+PSD+NB,21,session_1,0.6041104192554532,0.8577431152462784,0.9857743115246278,0.06820107102028033,2400,1
141,Single Session,Open Set,erpcore n400,AR+PSD+NB,22,session_1,0.9050282228423415,0.990502822284234,0.9990502822284235,0.10911477287063184,2400,1
142,Single Session,Open Set,erpcore n400,AR+PSD+NB,23,session_1,0.8767166061179428,0.9876716606117942,0.9987671660611795,0.09916064133702299,2400,1
143,Single Session,Open Set,erpcore n400,AR+PSD+NB,24,session_1,0.7602611006065774,0.9760261100606578,0.9976026110060657,0.11815949338680294,2400,1
144,Single Session,Open Set,erpcore n400,AR+PSD+NB,25,session_1,0.2416639166391664,0.90049900499005,0.990049900499005,0.04346396516484654,2400,1
145,Single Session,Open Set,erpcore n400,AR+PSD+NB,26,session_1,0.8584218763737632,0.9858421876373763,0.9985842187637377,0.08570637231247233,2400,1
146,Single Session,Open Set,erpcore n400,AR+PSD+NB,27,session_1,0.9192125225885692,0.991921252258857,0.9991921252258856,0.16343129198721293,2400,1
147,Single Session,Open Set,erpcore n400,AR+PSD+NB,28,session_1,0.9571544251294846,0.9957154425129485,0.9995715442512948,0.19288686896361038,2400,1
148,Single Session,Open Set,erpcore n400,AR+PSD+NB,29,session_1,0.9510028868595916,0.9951002886859592,0.9995100288685959,0.20676092124889123,2400,1
149,Single Session,Open Set,erpcore n400,AR+PSD+NB,30,session_1,0.3742409999857574,0.890556481322389,0.9890556481322389,0.050834884828138985,2400,1
150,Single Session,Open Set,erpcore n400,AR+PSD+NB,31,session_1,0.8710569612620097,0.9871056961262009,0.9987105696126201,0.10267185575994284,2400,1
151,Single Session,Open Set,erpcore n400,AR+PSD+NB,32,session_1,0.5417308044499033,0.9425060637748236,0.9942506063774823,0.07172033922523521,2400,1
152,Single Session,Open Set,erpcore n400,AR+PSD+NB,33,session_1,0.37582959162924967,0.7125829591629249,0.7462582959162924,0.029710755478379355,2400,1
153,Single Session,Open Set,erpcore n400,AR+PSD+NB,34,session_1,0.6587192463436571,0.9208712246273657,0.9920871224627364,0.08829497125587145,2400,1
154,Single Session,Open Set,erpcore n400,AR+PSD+NB,35,session_1,0.8302143247224917,0.9830214324722493,0.9983021432472249,0.09209103596049198,2400,1
155,Single Session,Open Set,erpcore n400,AR+PSD+NB,36,session_1,0.8003998077401692,0.9800399807740169,0.9980039980774017,0.07206176192984667,2400,1
156,Single Session,Open Set,erpcore n400,AR+PSD+NB,37,session_1,0.861209496448706,0.9861209496448706,0.9986120949644871,0.1299247457354164,2400,1
157,Single Session,Open Set,erpcore n400,AR+PSD+NB,38,session_1,0.5868136776605861,0.9353475677613918,0.9935347567761392,0.04480815296266823,2400,1
158,Single Session,Open Set,erpcore n400,AR+PSD+NB,39,session_1,0.4816474341214001,0.9099972617373233,0.9909997261737323,0.06638981069274835,2400,1
159,Single Session,Open Set,erpcore n400,AR+PSD+NB,40,session_1,0.8143997137418444,0.9814399713741845,0.9981439971374184,0.08021738977667682,2400,1
160,Single Session,Open Set,erpcore n400,AR+PSD+KNN,1,session_1,0.3120366425886481,0.7116651166511666,0.8511665116651166,0.1096763591845166,2400,1
161,Single Session,Open Set,erpcore n400,AR+PSD+KNN,2,session_1,0.2364433588780332,0.5464429088735332,0.6846442908873533,0.044402061353280856,2400,1
162,Single Session,Open Set,erpcore n400,AR+PSD+KNN,3,session_1,0.5385702142735713,0.734856491422057,0.7934856491422057,0.08498387182389891,2400,1
163,Single Session,Open Set,erpcore n400,AR+PSD+KNN,4,session_1,0.13666536665366652,0.2813328133281333,0.3281332813328134,0.0329423602600605,2400,1
164,Single Session,Open Set,erpcore n400,AR+PSD+KNN,5,session_1,0.20692269422694226,0.3180254879471872,0.3318025487947187,0.07062222907811375,2400,1
165,Single Session,Open Set,erpcore n400,AR+PSD+KNN,6,session_1,0.0,0.0,0.0,1e-05,2400,1
166,Single Session,Open Set,erpcore n400,AR+PSD+KNN,7,session_1,0.3319026225976545,0.6755223980811238,0.8025522398081124,0.04741927039552603,2400,1
167,Single Session,Open Set,erpcore n400,AR+PSD+KNN,8,session_1,0.21311058110581108,0.6098315983159832,0.7659831598315983,0.08441721613530503,2400,1
168,Single Session,Open Set,erpcore n400,AR+PSD+KNN,9,session_1,0.0,0.19999949999499994,0.2449999499995,0.0012512810945273633,2400,1
169,Single Session,Open Set,erpcore n400,AR+PSD+KNN,10,session_1,0.41938224723156325,0.7403319033190332,0.8690331903319033,0.16577853290787967,2400,1
170,Single Session,Open Set,erpcore n400,AR+PSD+KNN,11,session_1,0.05728549378599687,0.09712616173780783,0.09971261617378074,0.05044848737912036,2400,1
171,Single Session,Open Set,erpcore n400,AR+PSD+KNN,12,session_1,0.35229317561992823,0.4998329983299833,0.5299832998329983,0.10116586523064673,2400,1
172,Single Session,Open Set,erpcore n400,AR+PSD+KNN,13,session_1,0.1278783522100955,0.34199925332586656,0.40919992533258664,0.04893032689877369,2400,1
173,Single Session,Open Set,erpcore n400,AR+PSD+KNN,14,session_1,0.19866548665486652,0.6533990339903399,0.740339903399034,0.034570401234581036,2400,1
174,Single Session,Open Set,erpcore n400,AR+PSD+KNN,15,session_1,0.437050047288597,0.6787042485809474,0.7578704248580947,0.07685464885104583,2400,1
175,Single Session,Open Set,erpcore n400,AR+PSD+KNN,16,session_1,0.041969506058696926,0.11766584332509988,0.19176658433251,0.023071493323168733,2400,1
176,Single Session,Open Set,erpcore n400,AR+PSD+KNN,17,session_1,0.13166531665316655,0.5314978149781497,0.728149781497815,0.030456806172502904,2400,1
177,Single Session,Open Set,erpcore n400,AR+PSD+KNN,18,session_1,0.4600485037588471,0.7656659899932332,0.8265665989993234,0.11104408373808142,2400,1
178,Single Session,Open Set,erpcore n400,AR+PSD+KNN,19,session_1,0.2519602418246405,0.6628311283112831,0.8612831128311284,0.04439643739688762,2400,1
179,Single Session,Open Set,erpcore n400,AR+PSD+KNN,20,session_1,0.2669427944279443,0.6379978799787998,0.8287997879978799,0.05875718215167848,2400,1
180,Single Session,Open Set,erpcore n400,AR+PSD+KNN,21,session_1,0.3003524701913686,0.5043323766571,0.59043323766571,0.11411405544242005,2400,1
181,Single Session,Open Set,erpcore n400,AR+PSD+KNN,22,session_1,0.07533245332453323,0.48099730997309975,0.72309973099731,0.023084734777150027,2400,1
182,Single Session,Open Set,erpcore n400,AR+PSD+KNN,23,session_1,0.13310316723856894,0.1633331333313333,0.18133331333313332,0.056989082623851786,2400,1
183,Single Session,Open Set,erpcore n400,AR+PSD+KNN,24,session_1,0.5733736588739514,0.6825712542839715,0.6982571254283971,0.13980422427042266,2400,1
184,Single Session,Open Set,erpcore n400,AR+PSD+KNN,25,session_1,0.11222160554938879,0.4726652266522665,0.6022665226652267,0.06449674966209855,2400,1
185,Single Session,Open Set,erpcore n400,AR+PSD+KNN,26,session_1,0.7853276888032038,0.9876665433320999,0.99876665433321,0.1843933145466364,2400,1
186,Single Session,Open Set,erpcore n400,AR+PSD+KNN,27,session_1,0.1355894866640974,0.2709997099971,0.29709997099971,0.04070932253861513,2400,1
187,Single Session,Open Set,erpcore n400,AR+PSD+KNN,28,session_1,0.13018513518468516,0.5388323883238832,0.6238832388323884,0.07525149054617766,2400,1
