,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,AR_order
17,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,18,session_1,0.0,0.0,0.0,1e-05,11913,1
18,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,19,session_1,0.0,0.0,0.0,1e-05,11913,1
19,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,20,session_1,0.0,0.0,0.0,1e-05,11913,1
20,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,21,session_1,0.0,0.014150943396226412,0.014150943396226412,0.001101930895934114,11913,1
21,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,22,session_1,0.0,0.0,0.0,1e-05,11913,1
22,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,23,session_1,0.0,0.008771929824561403,0.008771929824561403,0.0018639603821859758,11913,1
23,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,24,session_1,0.4212962962962963,0.5787037037037037,0.7175925925925926,0.08034408430192605,11913,1
24,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,25,session_1,0.0,0.0,0.0,1e-05,11913,1
25,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,26,session_1,0.0,0.0,0.0,1e-05,11913,1
26,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,27,session_1,0.0,0.0,0.0,1e-05,11913,1
27,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,28,session_1,0.71,0.9633333333333334,0.99,0.06916381877410716,11913,1
28,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,29,session_1,0.0,0.0,0.0,1e-05,11913,1
29,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,30,session_1,0.0,0.0,0.0,1e-05,11913,1
30,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,31,session_1,0.0,0.0,0.0,1e-05,11913,1
31,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,32,session_1,0.0,0.0,0.0,1e-05,11913,1
32,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,33,session_1,0.0,0.0,0.0,1e-05,11913,1
33,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,34,session_1,0.0,0.0,0.0,1e-05,11913,1
34,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,35,session_1,0.0,0.0,0.0,1e-05,11913,1
35,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,36,session_1,0.0,0.0,0.0,1e-05,11913,1
36,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,37,session_1,0.0,0.0,0.0,1e-05,11913,1
37,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,38,session_1,0.0,0.03125000000000003,0.13392857142857145,0.0015395230082150232,11913,1
38,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,39,session_1,0.0,0.0,0.0,1e-05,11913,1
39,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,40,session_1,0.0,0.0,0.0,1e-05,11913,1
40,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,41,session_1,0.0,0.0,0.0,1e-05,11913,1
41,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,42,session_1,0.0,0.0,0.0,1e-05,11913,1
42,Single Session,Open Set,Brain Invaders 2015a,AR+SVM,43,session_1,0.0,0.0,0.0,1e-05,11913,1
43,Single Session,Open Set,Brain Invaders 2015a,AR+LR,1,session_1,0.0,0.0,0.0,1e-05,11913,1
44,Single Session,Open Set,Brain Invaders 2015a,AR+LR,2,session_1,0.2777777777777778,0.3412698412698413,0.48015873015873023,0.021329456613870708,11913,1
45,Single Session,Open Set,Brain Invaders 2015a,AR+LR,3,session_1,0.0,0.0,0.0,1e-05,11913,1
46,Single Session,Open Set,Brain Invaders 2015a,AR+LR,4,session_1,0.0,0.0,0.0,1e-05,11913,1
47,Single Session,Open Set,Brain Invaders 2015a,AR+LR,5,session_1,0.0,0.0,0.0,1e-05,11913,1
48,Single Session,Open Set,Brain Invaders 2015a,AR+LR,6,session_1,0.0037878787878787845,0.02651515151515152,0.05303030303030304,0.0037953787878994586,11913,1
49,Single Session,Open Set,Brain Invaders 2015a,AR+LR,7,session_1,0.0,0.0,0.0,1e-05,11913,1
50,Single Session,Open Set,Brain Invaders 2015a,AR+LR,8,session_1,1.0,1.0,1.0,0.20354196128111773,11913,1
51,Single Session,Open Set,Brain Invaders 2015a,AR+LR,9,session_1,0.0,0.0,0.0,1e-05,11913,1
52,Single Session,Open Set,Brain Invaders 2015a,AR+LR,10,session_1,0.0,0.0,0.0,1e-05,11913,1
53,Single Session,Open Set,Brain Invaders 2015a,AR+LR,11,session_1,0.0,0.0,0.0,1e-05,11913,1
54,Single Session,Open Set,Brain Invaders 2015a,AR+LR,12,session_1,0.0,0.0,0.0,1e-05,11913,1
55,Single Session,Open Set,Brain Invaders 2015a,AR+LR,13,session_1,0.0,0.0,0.0,1e-05,11913,1
56,Single Session,Open Set,Brain Invaders 2015a,AR+LR,14,session_1,0.0,0.0,0.0,1e-05,11913,1
57,Single Session,Open Set,Brain Invaders 2015a,AR+LR,15,session_1,0.5377358490566038,0.6556603773584906,0.7075471698113207,0.049741391974184854,11913,1
58,Single Session,Open Set,Brain Invaders 2015a,AR+LR,16,session_1,1.0,1.0,1.0,0.3227134176689812,11913,1
59,Single Session,Open Set,Brain Invaders 2015a,AR+LR,17,session_1,1.0,1.0,1.0,0.15166922722267995,11913,1
60,Single Session,Open Set,Brain Invaders 2015a,AR+LR,18,session_1,0.0,0.0,0.0,1e-05,11913,1
61,Single Session,Open Set,Brain Invaders 2015a,AR+LR,19,session_1,0.003333333333333327,0.003333333333333327,0.003333333333333327,0.0033408333333333267,11913,1
62,Single Session,Open Set,Brain Invaders 2015a,AR+LR,20,session_1,0.30514705882352944,0.3897058823529412,0.4154411764705882,0.022603094570814372,11913,1
63,Single Session,Open Set,Brain Invaders 2015a,AR+LR,21,session_1,0.2641509433962264,0.7924528301886793,0.8867924528301887,0.04796915981051947,11913,1
64,Single Session,Open Set,Brain Invaders 2015a,AR+LR,22,session_1,0.0,0.0,0.0,1e-05,11913,1
65,Single Session,Open Set,Brain Invaders 2015a,AR+LR,23,session_1,0.6271929824561404,0.6622807017543859,0.7280701754385965,0.06320552595809506,11913,1
66,Single Session,Open Set,Brain Invaders 2015a,AR+LR,24,session_1,0.9444444444444444,0.962962962962963,0.9814814814814815,0.24393446473370156,11913,1
67,Single Session,Open Set,Brain Invaders 2015a,AR+LR,25,session_1,0.0,0.0,0.0,1e-05,11913,1
68,Single Session,Open Set,Brain Invaders 2015a,AR+LR,26,session_1,0.0,0.0,0.0,1e-05,11913,1
69,Single Session,Open Set,Brain Invaders 2015a,AR+LR,27,session_1,0.0,0.0,0.0,1e-05,11913,1
70,Single Session,Open Set,Brain Invaders 2015a,AR+LR,28,session_1,1.0,1.0,1.0,0.3843969462597677,11913,1
71,Single Session,Open Set,Brain Invaders 2015a,AR+LR,29,session_1,0.035714285714285726,0.21753246753246752,0.21753246753246752,0.009747759740259751,11913,1
72,Single Session,Open Set,Brain Invaders 2015a,AR+LR,30,session_1,0.0060975609756097615,0.0060975609756097615,0.0060975609756097615,0.0035285915633746505,11913,1
73,Single Session,Open Set,Brain Invaders 2015a,AR+LR,31,session_1,0.0,0.0,0.0,1e-05,11913,1
74,Single Session,Open Set,Brain Invaders 2015a,AR+LR,32,session_1,0.0,0.0,0.0,1e-05,11913,1
75,Single Session,Open Set,Brain Invaders 2015a,AR+LR,33,session_1,0.04365079365079366,0.15873015873015875,0.21825396825396826,0.020183559171880045,11913,1
76,Single Session,Open Set,Brain Invaders 2015a,AR+LR,34,session_1,0.0,0.0,0.0,1e-05,11913,1
77,Single Session,Open Set,Brain Invaders 2015a,AR+LR,35,session_1,0.014423076923076927,0.019230769230769218,0.04567307692307693,0.004904955620710668,11913,1
78,Single Session,Open Set,Brain Invaders 2015a,AR+LR,36,session_1,0.0,0.008333333333333331,0.0625,0.0006021491569973715,11913,1
79,Single Session,Open Set,Brain Invaders 2015a,AR+LR,37,session_1,0.0,0.0,0.0,1e-05,11913,1
80,Single Session,Open Set,Brain Invaders 2015a,AR+LR,38,session_1,0.9776785714285714,1.0,1.0,0.1650035252452594,11913,1
81,Single Session,Open Set,Brain Invaders 2015a,AR+LR,39,session_1,0.0,0.0,0.0,1e-05,11913,1
82,Single Session,Open Set,Brain Invaders 2015a,AR+LR,40,session_1,0.0,0.0,0.0,1e-05,11913,1
83,Single Session,Open Set,Brain Invaders 2015a,AR+LR,41,session_1,0.011029411764705871,0.011029411764705871,0.011029411764705871,0.011034411764706067,11913,1
84,Single Session,Open Set,Brain Invaders 2015a,AR+LR,42,session_1,0.0,0.0,0.0,1e-05,11913,1
85,Single Session,Open Set,Brain Invaders 2015a,AR+LR,43,session_1,0.29545454545454547,0.3920454545454546,0.4318181818181818,0.03680335344561589,11913,1
86,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,1,session_1,0.0,0.0,0.18264932649326493,0.00010220591600325944,11913,1
87,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,2,session_1,0.23015873015873017,0.3650793650793651,0.38095238095238093,0.054755695875699936,11913,1
88,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,3,session_1,0.23101004027943092,0.2481010040279431,0.2498101004027943,0.029091106069622136,11913,1
89,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,4,session_1,0.17207816815010255,0.24220781681501025,0.24922078168150102,0.007779096858638742,11913,1
90,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,5,session_1,0.20986446350949997,0.24598644635095,0.249598644635095,0.014666770998415216,11913,1
91,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,6,session_1,0.22179214598651406,0.3602422429562077,0.48602422429562075,0.021083926689672988,11913,1
92,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,7,session_1,0.0,0.21771706847503258,0.24677170684750327,0.001928649348479786,11913,1
93,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,8,session_1,0.7619047619047619,0.7817460317460317,0.7817460317460317,0.16702164238450173,11913,1
94,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,9,session_1,0.0,0.12674876748767488,0.2376748767487675,0.0005137792175058574,11913,1
95,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,10,session_1,0.08736080268604102,0.2534169313324339,0.26949062930345613,0.02174228693205965,11913,1
96,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,11,session_1,0.06493564935649354,0.23149356493564935,0.24814935649356493,0.003339722592469176,11913,1
97,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,12,session_1,0.0,0.0,0.0,1e-05,11913,1
98,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,13,session_1,0.0,0.0,0.0,1e-05,11913,1
99,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,14,session_1,0.0,0.0,0.17589925899258993,9.246200135675946e-05,11913,1
100,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,15,session_1,1.0,1.0,1.0,0.2265228036126174,11913,1
101,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,16,session_1,1.0,1.0,1.0,0.3876488128428142,11913,1
102,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,17,session_1,1.0,1.0,1.0,0.29920467992327493,11913,1
103,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,18,session_1,0.011029411764705871,0.07161545880164685,0.4313814829324764,0.009551102436367632,11913,1
104,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,19,session_1,0.46779040773099867,0.5031123741064332,0.5063112374106433,0.06527994051578673,11913,1
105,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,20,session_1,0.2917129389894853,0.5542888686041074,0.6205024162721754,0.04021092632642075,11913,1
106,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,21,session_1,1.0,1.0,1.0,0.1765625850520845,11913,1
107,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,22,session_1,0.37058841462586284,0.48705884146258627,0.5100695205098951,0.02106152929223471,11913,1
108,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,23,session_1,0.8991228070175439,0.9780701754385965,0.9824561403508771,0.15712950687631422,11913,1
109,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,24,session_1,0.9444444444444444,0.962962962962963,0.9768518518518519,0.2583334999117134,11913,1
110,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,25,session_1,0.0,0.0,0.0,1e-05,11913,1
111,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,26,session_1,0.0,0.0,0.17574925749257492,9.245813601352095e-05,11913,1
112,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,27,session_1,0.23793737937379372,0.24879373793737938,0.24987937379373792,0.04292595493562232,11913,1
113,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,28,session_1,1.0,1.0,1.0,0.41634368248892106,11913,1
114,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,29,session_1,0.22415763631320523,0.38702615324171014,0.6620792387007943,0.02500725219149138,11913,1
115,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,30,session_1,0.0060975609756097615,0.1106326916927706,0.2476486350229356,0.006609857057181479,11913,1
116,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,31,session_1,0.0,0.0,0.0,1e-05,11913,1
117,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,32,session_1,0.0,0.0,0.0,1e-05,11913,1
118,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,33,session_1,0.07539682539682543,0.3147107264723441,0.5465670926550535,0.026045280497519332,11913,1
119,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,34,session_1,0.21427500506889127,0.6817444580321812,0.7431744458032181,0.020359843645569854,11913,1
120,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,35,session_1,0.40834627680996144,0.49083462768099617,0.4990834627680996,0.03672218130325764,11913,1
121,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,36,session_1,0.25181252456854464,0.4605979191235211,0.4914764585790188,0.03321358283433135,11913,1
122,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,37,session_1,0.0,0.0,0.0,1e-05,11913,1
123,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,38,session_1,0.7946428571428572,0.8616071428571428,0.875,0.1518864624456549,11913,1
124,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,39,session_1,0.44432819647817035,0.49443281964781705,0.4994432819647817,0.06123642383857486,11913,1
125,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,40,session_1,0.07192129613603826,0.23219212961360383,0.24821921296136037,0.0034686288604898817,11913,1
126,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,41,session_1,0.19165940332841774,0.26144535209754766,0.2676886528568136,0.019717527900421587,11913,1
127,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,42,session_1,0.0,0.0,0.0,1e-05,11913,1
128,Single Session,Open Set,Brain Invaders 2015a,AR+LDA,43,session_1,0.7432100457368211,0.8334119136645912,0.8407275550028228,0.11962855971932068,11913,1
129,Single Session,Open Set,Brain Invaders 2015a,AR+NB,1,session_1,0.0,0.0,0.0,1e-05,11913,1
130,Single Session,Open Set,Brain Invaders 2015a,AR+NB,2,session_1,0.06746031746031747,0.30883032375297303,0.6515216078086707,0.036654060196961234,11913,1
131,Single Session,Open Set,Brain Invaders 2015a,AR+NB,3,session_1,0.0,0.0,0.0,1e-05,11913,1
132,Single Session,Open Set,Brain Invaders 2015a,AR+NB,4,session_1,0.0,0.0,0.0,1e-05,11913,1
133,Single Session,Open Set,Brain Invaders 2015a,AR+NB,5,session_1,0.0,0.0,0.0,1e-05,11913,1
134,Single Session,Open Set,Brain Invaders 2015a,AR+NB,6,session_1,0.007549334619742526,0.007575757575757569,0.007575757575757569,0.007535450637715012,11913,1
135,Single Session,Open Set,Brain Invaders 2015a,AR+NB,7,session_1,0.0,0.0,0.0,1e-05,11913,1
136,Single Session,Open Set,Brain Invaders 2015a,AR+NB,8,session_1,0.4571464891740275,0.8868361196559196,0.988683611965592,0.05641288115659009,11913,1
137,Single Session,Open Set,Brain Invaders 2015a,AR+NB,9,session_1,0.0,0.0,0.0,1e-05,11913,1
138,Single Session,Open Set,Brain Invaders 2015a,AR+NB,10,session_1,0.0,0.0,0.0,1e-05,11913,1
139,Single Session,Open Set,Brain Invaders 2015a,AR+NB,11,session_1,0.0,0.0,0.0,1e-05,11913,1
140,Single Session,Open Set,Brain Invaders 2015a,AR+NB,12,session_1,0.0,0.0,0.0,1e-05,11913,1
141,Single Session,Open Set,Brain Invaders 2015a,AR+NB,13,session_1,0.0,0.0,0.0,1e-05,11913,1
142,Single Session,Open Set,Brain Invaders 2015a,AR+NB,14,session_1,0.0,0.0,0.0,1e-05,11913,1
143,Single Session,Open Set,Brain Invaders 2015a,AR+NB,15,session_1,0.14976314857488196,0.45577185414356625,0.49982246843322453,0.013388303007334052,11913,1
144,Single Session,Open Set,Brain Invaders 2015a,AR+NB,16,session_1,0.33995552057017,0.5132408350758849,0.6597696490953199,0.06597512689627809,11913,1
145,Single Session,Open Set,Brain Invaders 2015a,AR+NB,17,session_1,0.3244920383695816,0.88866006395594,0.988866006395594,0.06146815457173809,11913,1
146,Single Session,Open Set,Brain Invaders 2015a,AR+NB,18,session_1,0.0,0.0,0.0,1e-05,11913,1
147,Single Session,Open Set,Brain Invaders 2015a,AR+NB,19,session_1,0.006666666666666654,0.006666666666666654,0.2169989699896999,0.006671666666668276,11913,1
148,Single Session,Open Set,Brain Invaders 2015a,AR+NB,20,session_1,0.02205882352941177,0.02205882352941177,0.02573529411764705,0.014795825441092054,11913,1
149,Single Session,Open Set,Brain Invaders 2015a,AR+NB,21,session_1,0.17064521439653324,0.25527206860946466,0.44130011930705204,0.018191342388747894,11913,1
150,Single Session,Open Set,Brain Invaders 2015a,AR+NB,22,session_1,0.0,0.0,0.0,1e-05,11913,1
151,Single Session,Open Set,Brain Invaders 2015a,AR+NB,23,session_1,0.07017543859649128,0.09649122807017546,0.09649122807017546,0.04402876494427074,11913,1
152,Single Session,Open Set,Brain Invaders 2015a,AR+NB,24,session_1,0.5408227279802572,0.7290822727980257,0.7479082272798026,0.07093230958516313,11913,1
153,Single Session,Open Set,Brain Invaders 2015a,AR+NB,25,session_1,0.0,0.0,0.0,1e-05,11913,1
154,Single Session,Open Set,Brain Invaders 2015a,AR+NB,26,session_1,0.0,0.0,0.0,1e-05,11913,1
155,Single Session,Open Set,Brain Invaders 2015a,AR+NB,27,session_1,0.0,0.0,0.0,1e-05,11913,1
156,Single Session,Open Set,Brain Invaders 2015a,AR+NB,28,session_1,0.39177818563899924,0.7654147017660652,0.869496099722902,0.08331194915746132,11913,1
157,Single Session,Open Set,Brain Invaders 2015a,AR+NB,29,session_1,0.0,0.0,0.0,1e-05,11913,1
158,Single Session,Open Set,Brain Invaders 2015a,AR+NB,30,session_1,0.0,0.0,0.0,1e-05,11913,1
159,Single Session,Open Set,Brain Invaders 2015a,AR+NB,31,session_1,0.0,0.0,0.0,1e-05,11913,1
160,Single Session,Open Set,Brain Invaders 2015a,AR+NB,32,session_1,0.0,0.0,0.0,1e-05,11913,1
161,Single Session,Open Set,Brain Invaders 2015a,AR+NB,33,session_1,0.07142857142857145,0.09920634920634921,0.11111111111111113,0.03333540347841406,11913,1
162,Single Session,Open Set,Brain Invaders 2015a,AR+NB,34,session_1,0.0,0.0,0.0,1e-05,11913,1
163,Single Session,Open Set,Brain Invaders 2015a,AR+NB,35,session_1,0.019230769230769218,0.02163461538461539,0.02163461538461539,0.014430576923076921,11913,1
164,Single Session,Open Set,Brain Invaders 2015a,AR+NB,36,session_1,0.0,0.0,0.0,1e-05,11913,1
165,Single Session,Open Set,Brain Invaders 2015a,AR+NB,37,session_1,0.004761904761904773,0.004761904761904773,0.004761904761904773,0.004760538024308859,11913,1
166,Single Session,Open Set,Brain Invaders 2015a,AR+NB,38,session_1,0.29744136727081555,0.5448329483294833,0.7380393000358575,0.06382958123032356,11913,1
167,Single Session,Open Set,Brain Invaders 2015a,AR+NB,39,session_1,0.003344594256753375,0.0033749999662158747,0.003378040537162119,0.0033408333333333315,11913,1
168,Single Session,Open Set,Brain Invaders 2015a,AR+NB,40,session_1,0.0,0.0030864197530864335,0.0030864197530864335,0.001199046762589928,11913,1
169,Single Session,Open Set,Brain Invaders 2015a,AR+NB,41,session_1,0.0,0.0,0.0,1e-05,11913,1
170,Single Session,Open Set,Brain Invaders 2015a,AR+NB,42,session_1,0.0029069767441860517,0.005813953488372103,0.005813953488372103,0.003339113677813456,11913,1
171,Single Session,Open Set,Brain Invaders 2015a,AR+NB,43,session_1,0.0,0.0,0.0,1e-05,11913,1
172,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,1,session_1,0.0,0.0,0.0,1e-05,11913,1
173,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,2,session_1,0.04507006710278741,0.23680772522010934,0.4330502828837812,0.007149678441988135,11913,1
174,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,3,session_1,0.0,0.14392751070367846,0.23939275107036784,0.0005954912457065565,11913,1
175,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,4,session_1,0.18390558905589055,0.24339055890558906,0.42553831788317886,0.0092015852670156,11913,1
176,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,5,session_1,0.0,0.0,0.0,1e-05,11913,1
177,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,6,session_1,0.19591033956152015,0.244591033956152,0.2494591033956152,0.011052025962937195,11913,1
178,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,7,session_1,0.0,0.0,0.0,1e-05,11913,1
179,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,8,session_1,0.2152530656635497,0.4578672184215146,0.506185123445215,0.023620314337415637,11913,1
180,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,9,session_1,0.0,0.0,0.0,1e-05,11913,1
181,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,10,session_1,0.22367951207601963,0.24736795120760197,0.2497367951207602,0.021693659844054577,11913,1
182,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,11,session_1,0.0,0.0,0.0,1e-05,11913,1
183,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,12,session_1,0.0,0.006747567475674787,0.22567475674756748,0.00026466105967425725,11913,1
184,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,13,session_1,0.0,0.0,0.0,1e-05,11913,1
185,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,14,session_1,0.0,0.0,0.21294962949629498,0.00017726090440791094,11913,1
186,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,15,session_1,0.21611473234703865,0.4445731792668586,0.4987026009455538,0.0230038580832697,11913,1
187,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,16,session_1,0.4273970842870194,0.7246572042818672,0.7847694661071529,0.07649826451273692,11913,1
188,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,17,session_1,0.24232615405609717,0.496567960082586,0.9496567960082586,0.035991830163130664,11913,1
189,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,18,session_1,0.0,0.0,0.0,1e-05,11913,1
190,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,19,session_1,0.237427555936459,0.2487427555936459,0.2498742755593646,0.04147424625220964,11913,1
191,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,20,session_1,0.6695314148490729,0.9669531414849073,0.9966953141484908,0.06745776751976826,11913,1
192,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,21,session_1,0.002820701791923591,0.21427387229847142,0.47474341095612216,0.0029404706604385347,11913,1
193,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,22,session_1,0.0,0.0,0.0,1e-05,11913,1
194,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,23,session_1,0.4424972468677768,0.6711089932794636,0.9671108993279464,0.04266315783326684,11913,1
195,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,24,session_1,0.5087582983809555,0.6954832550238994,0.9695483255023899,0.08101300534969726,11913,1
196,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,25,session_1,0.0,0.0,0.0,1e-05,11913,1
197,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,26,session_1,0.0,0.0,0.0,1e-05,11913,1
198,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,27,session_1,0.0,0.20232394631638626,0.6839320316280086,0.0015515960674732125,11913,1
199,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,28,session_1,0.803792424280986,0.9803792424280986,0.9980379242428099,0.13587400491407714,11913,1
200,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,29,session_1,0.2120357028312551,0.2462035702831255,0.24962035702831256,0.015453359872611467,11913,1
201,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,30,session_1,0.0,0.0,0.0,1e-05,11913,1
202,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,31,session_1,0.0,0.0,0.17724927249272493,9.491832701345882e-05,11913,1
203,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,32,session_1,0.0,0.0,0.0,1e-05,11913,1
204,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,33,session_1,0.007936507936507964,0.008341214364524618,0.36636842558901783,0.008359184103875535,11913,1
205,Single Session,Open Set,Brain Invaders 2015a,AR+KNN,34,session_1,0.0,0.0,0.0,1e-05,11913,1
