,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,PSD
14,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,2,session_1,0.4266666666666667,0.47111111111111115,0.6733333333333333,0.10594300053719242,12000,1
15,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,3,session_1,0.25,0.2511111111111111,0.2588888888888889,0.15750630423514164,12000,1
16,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,4,session_1,0.25,0.25,0.5,0.01454264846743295,12000,1
17,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,5,session_1,0.6655555555555556,0.7255555555555555,0.8033333333333333,0.2706482382551141,12000,1
18,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,6,session_1,0.25333333333333335,0.3655555555555556,0.6022222222222222,0.06388886767376556,12000,1
19,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,7,session_1,0.9244444444444444,0.9944444444444445,0.9988888888888889,0.37360951307134005,12000,1
20,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,8,session_1,0.38407407037033336,0.4610740737037,0.4788851851481478,0.1078723791695696,12000,1
21,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,9,session_1,0.25,0.25,0.5011111111111111,0.05360793843389875,12000,1
22,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,10,session_1,0.25,0.25,0.25,0.08296888540604316,12000,1
23,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,11,session_1,0.48703222505372035,0.498703222505372,0.5087592111394261,0.11822811864176379,12000,1
24,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,12,session_1,0.29437215456491916,0.5099927710120474,0.5866659437678714,0.08807843585609657,12000,1
25,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LR,13,session_1,0.0,0.0,0.0,1e-05,12000,1
26,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,1,session_1,0.0,0.11859868598685988,0.236859868598686,0.0005645877550612547,12000,1
27,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,2,session_1,0.4664501764471569,0.6931444826393657,0.7443144482639366,0.0783600672674658,12000,1
28,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,3,session_1,0.3088076460109689,0.3653234590280412,0.5387878984583296,0.08422543606397224,12000,1
29,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,4,session_1,0.23333316666499998,0.2483333166665,0.466082994163275,0.03279932250847628,12000,1
30,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,5,session_1,0.7479153340640209,0.7519026445175132,0.7555235977850847,0.2826857818592726,12000,1
31,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,6,session_1,0.35683981746022364,0.5865728706349111,0.7498794192848133,0.09892435418264002,12000,1
32,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,7,session_1,0.9933333333333334,0.9988888888888889,1.0,0.3803695698025101,12000,1
33,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,8,session_1,0.701797436241081,0.7474019658463303,0.7717401965846331,0.14933883968613185,12000,1
34,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,9,session_1,0.1713916189794809,0.2421391618979481,0.2492139161897948,0.007878342243406547,12000,1
35,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,10,session_1,0.0,0.0,0.18249932499324995,0.0001015509405094051,12000,1
36,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,11,session_1,0.25957780026039323,0.30840222447048377,0.3632846668914928,0.09423391709836293,12000,1
37,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,12,session_1,0.3746547108797127,0.6071319577528379,0.7048243068863949,0.10974243937825838,12000,1
38,Single Session,Open Set,Spot Pilot P300 dataset,PSD+LDA,13,session_1,0.0,0.0,0.0,1e-05,12000,1
39,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,1,session_1,0.0024999999999999745,0.08458164581645816,0.4187991629916299,0.0029637167413829866,12000,1
40,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,2,session_1,0.515430658075793,0.7407652880298015,0.9658706567442596,0.11363242172061941,12000,1
41,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,3,session_1,0.936895129877446,0.9936895129877447,0.9993689512987745,0.1679723277623258,12000,1
42,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,4,session_1,0.8275840625572025,0.9827584062557202,0.9982758406255721,0.09742504058836779,12000,1
43,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,5,session_1,0.9248334482347078,0.9924833448234708,0.9992483344823471,0.12407203714229625,12000,1
44,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,6,session_1,0.2229856631899652,0.2699652329856632,0.44928477618109514,0.027660303475280115,12000,1
45,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,7,session_1,0.948902894683248,0.9948902894683248,0.9994890289468326,0.1737531431161408,12000,1
46,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,8,session_1,0.9751362799142311,0.9975136279914232,0.9997513627991423,0.28832634496031606,12000,1
47,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,9,session_1,0.49053515478431775,0.6701637565808428,0.7531274867691955,0.12921906932471056,12000,1
48,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,10,session_1,0.24576599308593983,0.252576599308594,0.4360569879241394,0.06551056499445516,12000,1
49,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,11,session_1,0.6780280644663195,0.9307466314404375,0.9930746631440437,0.08948654289709837,12000,1
50,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,12,session_1,0.5878905542683361,0.9183161806980864,0.9918316180698086,0.04621288314176246,12000,1
51,Single Session,Open Set,Spot Pilot P300 dataset,PSD+NB,13,session_1,0.6776065661334362,0.7427606566133436,0.9317753906545843,0.07204821306325537,12000,1
52,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,1,session_1,0.01974864491223305,0.3792879428794288,0.7173121231212312,0.01165106760407512,12000,1
53,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,2,session_1,0.019920627250904654,0.03066731649147378,0.03506851364809943,0.016460291342393574,12000,1
54,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,3,session_1,0.25393382390089647,0.3932955988235681,0.7098208639620642,0.06630411206573779,12000,1
55,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,4,session_1,0.01090288902355907,0.1014692213416089,0.6349682163488302,0.012695789911303814,12000,1
56,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,5,session_1,0.4998818746500049,0.9451427313318677,0.9945142731331869,0.0789321520521726,12000,1
57,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,6,session_1,0.2407998177271549,0.5037900283620703,0.8991965721230111,0.023253828234756687,12000,1
58,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,7,session_1,0.8422319682664304,0.984223196826643,0.9984223196826644,0.14029632706720613,12000,1
59,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,8,session_1,0.6274286502143711,0.7546069570407357,0.9673909400065166,0.14406140970794998,12000,1
60,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,9,session_1,0.22224167447478166,0.8373048182696279,0.9837304818269628,0.02953692610985425,12000,1
61,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,10,session_1,0.24191608682553892,0.24919160868255388,0.24991916086825539,0.05905983380480905,12000,1
62,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,11,session_1,0.006995028570975337,0.18515203318699855,0.25928462617959513,0.007844599844599886,12000,1
63,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,12,session_1,0.6035225894572432,0.9367306090928622,0.9936730609092862,0.07542050031590931,12000,1
64,Single Session,Open Set,Spot Pilot P300 dataset,PSD+KNN,13,session_1,0.0016666499998333195,0.21283296166294996,0.2472277389440561,0.002149927536231875,12000,1
65,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,1,session_1,0.0,0.0,0.0,1e-05,12000,1
66,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,2,session_1,0.0,0.0,0.0,1e-05,12000,1
67,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,3,session_1,0.006666666666666682,0.006666666666666682,0.006666666666666682,0.006433571428571439,12000,1
68,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,4,session_1,0.0,0.0,0.0,1e-05,12000,1
69,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,5,session_1,0.010000000000000009,0.011481470370259261,0.016366663666636694,0.009762675296655891,12000,1
70,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,6,session_1,0.0011111111111111183,0.0011111111111111183,0.003333333333333355,0.0014554914529914594,12000,1
71,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,7,session_1,0.023333333333333317,0.03922217555508889,0.06192221922219221,0.01875111564452382,12000,1
72,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,8,session_1,0.0,0.0,0.0022222222222222088,0.00010239419297483305,12000,1
73,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,9,session_1,0.0011111111111111183,0.0011111111111111183,0.0011111111111111183,0.001118611111111116,12000,1
74,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,10,session_1,0.0,0.0,0.0022222222222222088,0.00010239419297483305,12000,1
75,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,11,session_1,0.0022222222222222088,0.004444444444444445,0.0074777747777477754,0.0025065964240564053,12000,1
76,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,12,session_1,0.003333333333333327,0.0044444444444444176,0.006666666666666654,0.0033383333333333607,12000,1
77,Single Session,Open Set,Spot Pilot P300 dataset,PSD+RF,13,session_1,0.0,0.0,0.0,1e-05,12000,1
