,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,epochs_duration
18,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,19,session_1,0.03665429238474058,0.036666666666666625,0.036666666666666625,0.027070443759231507,11913,1.0
19,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,20,session_1,0.0,0.0,0.0,1e-05,11913,1.0
20,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,21,session_1,0.0,0.0,0.004716981132075471,0.0001774116459441091,11913,1.0
21,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,22,session_1,0.0,0.0,0.0,1e-05,11913,1.0
22,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,23,session_1,0.004385964912280715,0.004385964912280715,0.004385964912280715,0.004393464912280716,11913,1.0
23,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,24,session_1,0.04166666666666666,0.1759259259259259,0.2361111111111111,0.02778027777784761,11913,1.0
24,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,25,session_1,0.0,0.0,0.0,1e-05,11913,1.0
25,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,26,session_1,0.0,0.0,0.0,1e-05,11913,1.0
26,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,27,session_1,0.0,0.0,0.0,1e-05,11913,1.0
27,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,28,session_1,0.2866666666666666,0.6799999999999999,0.8966666666666667,0.054060395307472475,11913,1.0
28,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,29,session_1,0.0,0.0,0.0,1e-05,11913,1.0
29,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,30,session_1,0.023444066630775945,0.02432278470939575,0.024383497983134717,0.021062515161067673,11913,1.0
30,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,31,session_1,0.004424778761061954,0.004424778761061954,0.004424778761061954,0.004432278761069382,11913,1.0
31,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,32,session_1,0.0,0.0,0.0,1e-05,11913,1.0
32,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,33,session_1,0.003968253968253982,0.003968253968253982,0.003968253968253982,0.003975753968251947,11913,1.0
33,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,34,session_1,0.009433962264150941,0.009433962264150941,0.009433962264150941,0.009438962264150953,11913,1.0
34,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,35,session_1,0.0,0.0,0.0,1e-05,11913,1.0
35,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,36,session_1,0.00416666666666668,0.00416666666666668,0.00416666666666668,0.004174166666678131,11913,1.0
36,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,37,session_1,0.0,0.0,0.0,1e-05,11913,1.0
37,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,38,session_1,0.01339285714285715,0.07589285714285715,0.13392857142857142,0.008285468161087137,11913,1.0
38,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,39,session_1,0.0,0.0,0.0,1e-05,11913,1.0
39,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,40,session_1,0.0,0.0,0.0,1e-05,11913,1.0
40,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,41,session_1,0.011029411764705871,0.011029411764705871,0.011029411764705871,0.011034411764754275,11913,1.0
41,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,42,session_1,0.0,0.0,0.0,1e-05,11913,1.0
42,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+SVM,43,session_1,0.0,0.0,0.0,1e-05,11913,1.0
43,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,1,session_1,0.24982546186689855,0.5022483501931861,0.7525716845747706,0.04003990227422208,11913,1.0
44,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,2,session_1,0.25396825396825395,0.8373015873015873,1.0,0.029035027565367928,11913,1.0
45,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,3,session_1,0.0,0.0,0.47159090909090906,0.000344999392858437,11913,1.0
46,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,4,session_1,0.25,0.75,0.75,0.0843468014281287,11913,1.0
47,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,5,session_1,0.31,0.497029970299703,0.4997029970299703,0.03286476198138431,11913,1.0
48,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,6,session_1,0.0,0.24242424242424243,0.4962121212121212,0.0017044833653230968,11913,1.0
49,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,7,session_1,0.12745098039215685,0.25,0.25,0.0050587624407020275,11913,1.0
50,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,8,session_1,0.7896825396825397,0.9166666666666667,0.9444444444444444,0.19002269862353788,11913,1.0
51,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,9,session_1,0.5,0.5,0.5,0.07079988681849049,11913,1.0
52,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,10,session_1,0.5,0.5,0.5,0.03149551436339284,11913,1.0
53,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,11,session_1,0.325,0.5,0.75,0.03525666666666666,11913,1.0
54,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,12,session_1,0.25,0.25,0.25,0.03587,11913,1.0
55,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,13,session_1,0.4166666666666667,0.5,0.75,0.038638724929512695,11913,1.0
56,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,14,session_1,0.0,0.0,0.0,1e-05,11913,1.0
57,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,15,session_1,0.660377358490566,0.9386792452830188,1.0,0.029639021670995462,11913,1.0
58,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,16,session_1,0.8349056603773585,0.9575471698113207,1.0,0.09147536722641302,11913,1.0
59,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,17,session_1,0.7463235294117647,0.9338235294117647,1.0,0.06134534544049482,11913,1.0
60,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,18,session_1,0.0,0.24844798868156748,0.24984479886815675,0.0007699840571515323,11913,1.0
61,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,19,session_1,0.9998848223776355,0.9999884822377636,0.9999988482237764,0.2370309506076672,11913,1.0
62,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,20,session_1,0.75,0.75,1.0,0.02382615921344169,11913,1.0
63,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,21,session_1,0.25,0.3443396226415094,0.589622641509434,0.023554288747238538,11913,1.0
64,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,22,session_1,0.5,0.6666666666666667,0.75,0.023821139812875865,11913,1.0
65,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,23,session_1,0.25,0.3464912280701754,0.9605263157894737,0.009045080008062898,11913,1.0
66,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,24,session_1,0.6296296296296297,1.0,1.0,0.11374429885494534,11913,1.0
67,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,25,session_1,0.25,0.25,0.25,0.0032595609717688107,11913,1.0
68,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,26,session_1,0.2497418622496613,0.24997418622496612,0.2499974186224966,0.05160695305879618,11913,1.0
69,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,27,session_1,0.25,0.40336134453781514,0.5,0.025309652505440337,11913,1.0
70,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,28,session_1,0.7833333333333333,0.9933333333333334,0.9966666666666667,0.11259023048469316,11913,1.0
71,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,29,session_1,0.577922077922078,0.75,0.75,0.07754640468132963,11913,1.0
72,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,30,session_1,0.49763855731683704,0.4997638557316837,0.7499763855731684,0.09081696309818132,11913,1.0
73,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,31,session_1,0.8274336283185841,0.9137168141592921,1.0,0.06814276997134056,11913,1.0
74,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,32,session_1,0.5,0.75,0.75,0.07502937649898792,11913,1.0
75,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,33,session_1,0.25,0.75,1.0,0.03386000997920964,11913,1.0
76,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,34,session_1,0.5,0.5,0.5,0.01965123488012436,11913,1.0
77,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,35,session_1,0.25,0.25,0.75,0.011694728905577385,11913,1.0
78,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,36,session_1,0.5,0.6166666666666667,0.75,0.016249727251389887,11913,1.0
79,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,37,session_1,1.0,1.0,1.0,0.17680673556291632,11913,1.0
80,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,38,session_1,0.9910714285714286,1.0,1.0,0.08871019656114923,11913,1.0
81,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,39,session_1,0.25,0.25,0.498009439553855,0.03331690240702615,11913,1.0
82,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,40,session_1,0.25,0.5,0.75,0.011489828757964093,11913,1.0
83,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,41,session_1,0.0,0.25,0.6901507250366621,0.002468464778763859,11913,1.0
84,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,42,session_1,0.25290697674418605,0.6511627906976745,1.0,0.03479999271694406,11913,1.0
85,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LR,43,session_1,0.75,1.0,1.0,0.06046201328435562,11913,1.0
86,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,1,session_1,0.4092304945432601,0.49092304945432597,0.4990923049454326,0.03870787599435975,11913,1.0
87,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,2,session_1,0.7438913661040267,0.9989923112135772,0.9998992311213577,0.1646785096913987,11913,1.0
88,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,3,session_1,0.7021016577960546,0.9582229538022226,0.9958222953802223,0.11147960031363943,11913,1.0
89,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,4,session_1,0.3676174445028908,0.5516973938067826,0.9060689983732682,0.08547284256945292,11913,1.0
90,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,5,session_1,0.4823653111423263,0.7046478599334032,0.7454647859933403,0.1296090938798833,11913,1.0
91,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,6,session_1,0.5850367374747172,0.7335036737474717,0.9244746286173597,0.058918022661535806,11913,1.0
92,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,7,session_1,0.4572772695656986,0.6838521082003823,0.7433852108200383,0.06799200390973743,11913,1.0
93,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,8,session_1,1.0,1.0,1.0,0.2013563464459096,11913,1.0
94,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,9,session_1,0.9291408320835933,0.9929140832083594,0.999291408320836,0.13221888465438011,11913,1.0
95,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,10,session_1,0.6752836603562691,0.7425283660356269,0.7492528366035627,0.09452353521616237,11913,1.0
96,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,11,session_1,0.4638422045747204,0.6846961035763033,0.7434696103576304,0.06768338807283437,11913,1.0
97,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,12,session_1,0.4590506109142724,0.49590506109142724,0.6766147763518452,0.05547149983769894,11913,1.0
98,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,13,session_1,0.7811168336419383,0.9781116833641939,0.9978111683364194,0.10860831244462654,11913,1.0
99,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,14,session_1,0.6728264559298189,0.7422826455929818,0.9253525258019106,0.07190040664072245,11913,1.0
100,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,15,session_1,1.0,1.0,1.0,0.2970358514710145,11913,1.0
101,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,16,session_1,1.0,1.0,1.0,0.31229648516837555,11913,1.0
102,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,17,session_1,0.7570002113313723,0.7757000211331372,0.8088200021133137,0.15967291017238777,11913,1.0
103,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,18,session_1,0.22489770816075508,0.35018829780134536,0.6980809604014407,0.02323959090900295,11913,1.0
104,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,19,session_1,0.9557084436991863,0.9955708443699186,0.9995570844369919,0.20539972478051266,11913,1.0
105,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,20,session_1,0.6299751055112301,0.7379975105511231,0.9292696439893358,0.09475850192145399,11913,1.0
106,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,21,session_1,1.0,1.0,1.0,0.35743571362891297,11913,1.0
107,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,22,session_1,0.8600239538325256,0.9860023953832525,0.9986002395383252,0.10227726133267948,11913,1.0
108,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,23,session_1,0.9697025003838318,0.9969702500383832,0.9996970250038384,0.16298124757028015,11913,1.0
109,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,24,session_1,1.0,1.0,1.0,0.28246209388258714,11913,1.0
110,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,25,session_1,0.6781153531473199,0.742811535314732,0.7492811535314732,0.07207253419616114,11913,1.0
111,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,26,session_1,0.7032861636204022,0.7453286163620403,0.749532861636204,0.11709689574769125,11913,1.0
112,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,27,session_1,0.5229656258650508,0.7272965625865051,0.7477296562586505,0.03755208871763443,11913,1.0
113,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,28,session_1,0.9233333333333333,1.0,1.0,0.3333333333332517,11913,1.0
114,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,29,session_1,0.6490456150322672,0.7399045615032267,0.9262962227144818,0.13667010790648482,11913,1.0
115,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,30,session_1,0.692375517523701,0.74423755175237,0.7494237551752371,0.09944007559191129,11913,1.0
116,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,31,session_1,0.7833504153570712,0.9783350415357072,0.9978335041535707,0.08971116197298167,11913,1.0
117,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,32,session_1,0.28284474474700694,0.4782844744747007,0.49782844744747007,0.04963007195961405,11913,1.0
118,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,33,session_1,0.9851632783022906,0.998516327830229,0.9998516327830229,0.11920962596100668,11913,1.0
119,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,34,session_1,0.9377032759895404,0.9937703275989541,0.9993770327598954,0.16468979249618015,11913,1.0
120,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,35,session_1,0.9397736065253609,0.9939773606525361,0.9993977360652536,0.15211175070370447,11913,1.0
121,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,36,session_1,0.8517393149285009,0.98517393149285,0.998517393149285,0.13531899082656718,11913,1.0
122,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,37,session_1,0.8953935685601916,0.9895393568560191,0.998953935685602,0.14901846584987818,11913,1.0
123,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,38,session_1,0.9801136838346206,0.9980113683834622,0.9998011368383463,0.14180947651599363,11913,1.0
124,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,39,session_1,0.0,0.21068460684606852,0.6474177241772417,0.0010205764315808078,11913,1.0
125,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,40,session_1,0.4423182087608352,0.7172725295440399,0.9717272529544041,0.04321043115908473,11913,1.0
126,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,41,session_1,0.9055416111466394,0.990554161114664,0.9990554161114663,0.10175733204298093,11913,1.0
127,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,42,session_1,0.4445934817699261,0.7094947128163533,0.9593491052779752,0.046236010977171005,11913,1.0
128,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+LDA,43,session_1,0.7653255904080376,0.9947370763132493,0.9994737076313248,0.14418966135518724,11913,1.0
129,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,1,session_1,0.23193530322399997,0.3298168465555623,0.48298168465555624,0.03076850374391578,11913,1.0
130,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,2,session_1,0.9284080430316441,0.9928408043031645,0.9992840804303165,0.13321155855137332,11913,1.0
131,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,3,session_1,0.0,0.0,0.35119851198511987,0.00017490566052013364,11913,1.0
132,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,4,session_1,0.004124999583329181,0.004162499958332927,0.0041662499958333155,0.0041058606557520015,11913,1.0
133,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,5,session_1,0.2232792004726131,0.2473279200472613,0.24973279200472612,0.021396569616135327,11913,1.0
134,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,6,session_1,0.0,0.0,0.0,1e-05,11913,1.0
135,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,7,session_1,0.0,0.1262487624876249,0.2376248762487625,0.0005115322580645161,11913,1.0
136,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,8,session_1,0.6877162585323984,0.9663824630727231,0.9966382463072723,0.09176165989235936,11913,1.0
137,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,9,session_1,0.004419642410709829,0.004459821383928142,0.004463839281249965,0.004393464912289637,11913,1.0
138,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,10,session_1,0.026347544968758102,0.026579787074466482,0.026594148920212585,0.02563550067093331,11913,1.0
139,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,11,session_1,0.44317883625486376,0.49431788362548634,0.49943178836254865,0.04186950350124147,11913,1.0
140,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,12,session_1,0.0,0.0,0.0,1e-05,11913,1.0
141,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,13,session_1,0.0,0.004385964912280715,0.004385964912280715,0.0012742905972655313,11913,1.0
142,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,14,session_1,0.0,0.0,0.21504965049650498,0.00018725920999102173,11913,1.0
143,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,15,session_1,0.31875773046660427,0.4908419667367242,0.5122917438434837,0.04766509240366257,11913,1.0
144,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,16,session_1,0.8921904617935276,0.9892190461793527,0.9989219046179352,0.1252726659609907,11913,1.0
145,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,17,session_1,0.9155657714713972,0.9915565771471397,0.999155657714714,0.11526402505606177,11913,1.0
146,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,18,session_1,0.0036397055147021906,0.14813602442747117,0.4193216879647788,0.004301579254800042,11913,1.0
147,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,19,session_1,0.6500275536469136,0.8994443497806356,0.9899444349780636,0.1087792602197948,11913,1.0
148,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,20,session_1,0.0036397055147021906,0.003672794080881975,0.17987536493011988,0.003713156360837873,11913,1.0
149,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,21,session_1,0.22125995850122435,0.42317525634272735,0.4923175256342727,0.02085387758701319,11913,1.0
150,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,22,session_1,0.0,0.0,0.0,1e-05,11913,1.0
151,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,23,session_1,0.9361082755410666,0.9936108275541067,0.9993610827554106,0.15830856971538068,11913,1.0
152,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,24,session_1,0.7104904514805266,0.7460490451480526,0.7496049045148053,0.12160352549642425,11913,1.0
153,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,25,session_1,0.0,0.0,0.0,1e-05,11913,1.0
154,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,26,session_1,0.010531913829776585,0.010627659468084028,0.010637234031914772,0.010211581632653045,11913,1.0
155,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,27,session_1,0.06835822259783222,0.24549128444465718,0.4747998200270118,0.014248106151139065,11913,1.0
156,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,28,session_1,0.9365915825433556,0.9936591582543356,0.9993659158254335,0.1550678003371907,11913,1.0
157,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,29,session_1,0.0,0.003246753246753248,0.003246753246753248,0.00026230634717614614,11913,1.0
158,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,30,session_1,0.5406460555110223,0.731062125526302,0.9731062125526303,0.07018358171643349,11913,1.0
159,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,31,session_1,0.21918507873528928,0.24691850787352893,0.2496918507873529,0.01876803603964105,11913,1.0
160,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,32,session_1,0.0,0.0,0.0,1e-05,11913,1.0
161,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,33,session_1,0.909410284874919,0.9909410284874919,0.9990941028487492,0.1089631625915508,11913,1.0
162,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,34,session_1,0.17271222327876667,0.2550070713844804,0.2632365561950518,0.020386414831107213,11913,1.0
163,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,35,session_1,0.0,0.1779487987187564,0.24279487987187565,0.00086675864079999,11913,1.0
164,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,36,session_1,0.22708051614677638,0.24770805161467763,0.42987010615447774,0.024682619197820325,11913,1.0
165,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,37,session_1,0.8599129009762309,0.9859912900976231,0.9985991290097623,0.10890522655028873,11913,1.0
166,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,38,session_1,0.9317849800404074,0.9931784980040407,0.999317849800404,0.15184722938654271,11913,1.0
167,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,39,session_1,0.0,0.0,0.0,1e-05,11913,1.0
168,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,40,session_1,0.0,0.22465491896298273,0.24746549189629827,0.0024493996295048837,11913,1.0
169,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,41,session_1,0.6323581227664332,0.7382358122766434,0.9250228432202842,0.0513211139326343,11913,1.0
170,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,42,session_1,0.06192119613503827,0.23119211961350383,0.425769651256441,0.0033719620178378575,11913,1.0
171,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+NB,43,session_1,0.8830749048725537,0.9883074904872553,0.9988307490487256,0.10508356992229748,11913,1.0
172,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+KNN,1,session_1,0.2595180290013712,0.48008815400829685,0.5023567200019854,0.03563789460737371,11913,1.0
173,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+KNN,2,session_1,0.4085501245216321,0.5020509660266058,0.8899940468731157,0.02992856998825153,11913,1.0
174,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+KNN,3,session_1,0.17184132367639465,0.24218413236763947,0.4619430404830364,0.007922127707047356,11913,1.0
175,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+KNN,4,session_1,0.3941945661412856,0.652043582855391,0.7402043582855391,0.024783136948364752,11913,1.0
176,Single Session,Open Set,Brain Invaders 2015a,AR+PSD+KNN,5,session_1,0.355646237913992,0.4855646237913992,0.4985564623791399,0.025546627707168815,11913,1.0
