,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,epochs_duration
44,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,15,session_3,0.09615384615384615,0.17307692307692307,0.17307692307692307,0.03329100567931848,4272,1.0
45,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,16,session_1,0.0,0.0,0.0,1e-05,4272,1.0
46,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,16,session_2,0.26666666666666666,0.35000000000000003,0.35000000000000003,0.11197832338472694,4272,1.0
47,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,16,session_3,0.2,0.31666666666666665,0.31666666666666665,0.016045695185024803,4272,1.0
48,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,17,session_1,0.28374944463730356,0.3392857142857143,0.3392857142857143,0.09361481776131617,4272,1.0
49,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,17,session_2,0.36666666666666664,0.47756660899942327,0.4827566608999423,0.10214767439483678,4272,1.0
50,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,17,session_3,0.35,0.5833333333333334,0.5833333333333334,0.08758228966054986,4272,1.0
51,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,18,session_1,0.01785714285714285,0.08928571428571427,0.08928571428571427,0.01191845092637957,4272,1.0
52,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,18,session_2,0.04999999999999999,0.08333333333333334,0.08333333333333334,0.029677345871577953,4272,1.0
53,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,18,session_3,0.23333333333333336,0.3833333333333333,0.3833333333333333,0.06539784465174867,4272,1.0
54,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,19,session_1,0.04999999999999999,0.1,0.1,0.03400943960043597,4272,1.0
55,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,19,session_2,0.1,0.13333333333333333,0.13333333333333333,0.01282869383856748,4272,1.0
56,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,19,session_3,0.033333333333333326,0.06666666666666665,0.06666666666666665,0.02691278393191036,4272,1.0
57,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,20,session_1,0.08333333333333334,0.16666666666666669,0.16666666666666669,0.0053248936021279576,4272,1.0
58,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,20,session_2,0.0,0.0,0.0,1e-05,4272,1.0
59,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,20,session_3,0.25,0.5,0.5,0.02084479835201648,4272,1.0
60,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,21,session_1,0.0,0.0,0.0,1e-05,4272,1.0
61,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,21,session_2,0.08333333333333334,0.2,0.2,0.01828354364469534,4272,1.0
62,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,21,session_3,0.26785714285714285,0.30357142857142855,0.30357142857142855,0.04231774600175639,4272,1.0
63,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,22,session_1,0.125,0.16666666666666666,0.16666666666666666,0.01873044020157783,4272,1.0
64,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,22,session_2,0.0357142857142857,0.05357142857142855,0.05357142857142855,0.018330117409736734,4272,1.0
65,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,22,session_3,0.033333333333333326,0.06666666666666665,0.06666666666666665,0.01664517037614734,4272,1.0
66,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,23,session_1,0.38888888888888895,0.41666666666666674,0.41666666666666674,0.13888888888888998,4272,1.0
67,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,23,session_2,0.38636363636363635,0.5454545454545454,0.5454545454545454,0.13907381989073134,4272,1.0
68,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,23,session_3,0.125,0.175,0.175,0.03244713224599901,4272,1.0
69,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,24,session_1,0.0,0.0,0.0,1e-05,4272,1.0
70,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,24,session_2,0.022727272727272735,0.13636363636363638,0.13636363636363638,0.024612539246075392,4272,1.0
71,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,24,session_3,0.0,0.0,0.0,1e-05,4272,1.0
72,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,25,session_1,0.42307692307692313,0.5706537834609116,0.5762961475768604,0.09988157615776373,4272,1.0
73,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,25,session_2,0.33333333333333337,0.5833333333333334,0.5833333333333334,0.06866438698582196,4272,1.0
74,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,25,session_3,0.5178571428571428,0.8571428571428571,0.8571428571428571,0.07050226327704084,4272,1.0
75,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,26,session_1,0.16071428571428573,0.2857142857142857,0.2857142857142857,0.05628411163689132,4272,1.0
76,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,26,session_2,0.04999999999999999,0.08333333333333334,0.08333333333333334,0.018773872357869884,4272,1.0
77,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,26,session_3,0.18333333333333332,0.31666666666666665,0.31666666666666665,0.06750354950307422,4272,1.0
78,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,27,session_1,0.2857142857142857,0.3214285714285714,0.3214285714285714,0.06180796803632717,4272,1.0
79,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,27,session_2,0.31666666666666665,0.3833333333333333,0.3833333333333333,0.06170669462738709,4272,1.0
80,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,27,session_3,0.3598327649943166,0.5,0.5,0.1183226290021644,4272,1.0
81,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,28,session_1,0.3846153846153846,0.4615384615384615,0.4615384615384615,0.09404853321390858,4272,1.0
82,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,28,session_2,0.07499999999999998,0.30000000000000004,0.30000000000000004,0.028577178503935305,4272,1.0
83,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,28,session_3,0.38636363636363635,0.47727272727272724,0.47727272727272724,0.0739796474897965,4272,1.0
84,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,29,session_1,0.08333333333333334,0.14583333333333334,0.14583333333333334,0.05057078305910077,4272,1.0
85,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,29,session_2,0.09999999999999998,0.15,0.15,0.03899254139420476,4272,1.0
86,Single Session,Open Set,COG-BCI Flanker,AR+PSD+SVM,29,session_3,0.01785714285714285,0.035714285714285726,0.035714285714285726,0.008838851924249849,4272,1.0
87,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,1,session_1,0.45,0.65,0.65,0.043853553180213785,4272,1.0
88,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,1,session_2,0.525,0.65,0.65,0.06318449223855381,4272,1.0
89,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,1,session_3,0.0,0.5892857142857143,0.5892857142857143,0.004877231815736492,4272,1.0
90,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,2,session_1,0.5178571428571428,0.6964285714285714,0.6964285714285714,0.04190158165964617,4272,1.0
91,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,2,session_2,0.26785714285714285,0.625,0.625,0.024181925431895637,4272,1.0
92,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,2,session_3,0.0,0.3035714285714286,0.3035714285714286,0.0013724749759175497,4272,1.0
93,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,3,session_1,0.0,0.08333333333333334,0.08333333333333334,0.0016049201289935503,4272,1.0
94,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,3,session_2,0.2833333333333333,0.3833333333333333,0.3833333333333333,0.030247720388485114,4272,1.0
95,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,3,session_3,0.0,0.01785714285714285,0.01785714285714285,0.0006899112865327507,4272,1.0
96,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,4,session_1,0.78125,0.96875,0.96875,0.07204995650304478,4272,1.0
97,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,4,session_2,0.10714285714285715,0.5178571428571428,0.5178571428571428,0.014703225867281993,4272,1.0
98,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,4,session_3,0.2692307692307692,0.28846153846153844,0.28846153846153844,0.01884523887133544,4272,1.0
99,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,5,session_1,0.0,0.0,0.0,1e-05,4272,1.0
100,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,5,session_2,0.275,0.75,0.75,0.04182943178827457,4272,1.0
101,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,5,session_3,0.25,0.25,0.25,0.017719025866077362,4272,1.0
102,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,6,session_1,0.10714285714285715,0.2857142857142857,0.2857142857142857,0.026080998988905105,4272,1.0
103,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,6,session_2,0.2142857142857143,0.7142857142857143,0.7142857142857143,0.012434345650555683,4272,1.0
104,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,6,session_3,0.08333333333333337,0.3055555555555556,0.3055555555555556,0.06698214142868567,4272,1.0
105,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,7,session_1,0.033333333333333326,0.38333333333333336,0.38333333333333336,0.012855902171811984,4272,1.0
106,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,7,session_2,0.04999999999999999,0.15,0.15,0.03333833333333329,4272,1.0
107,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,7,session_3,0.016666666666666663,0.04999999999999999,0.04999999999999999,0.01872887830703782,4272,1.0
108,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,8,session_1,0.14583333333333334,0.7291666666666667,0.7291666666666667,0.024639914405671485,4272,1.0
109,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,8,session_2,0.5357142857142857,0.6428571428571428,0.6428571428571428,0.08410907771306111,4272,1.0
110,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,8,session_3,0.65,0.7666666666666666,0.7666666666666666,0.06396029433884136,4272,1.0
111,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,9,session_1,0.23214285714285715,0.42857142857142855,0.42857142857142855,0.03234429212029373,4272,1.0
112,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,9,session_2,0.01785714285714285,0.08928571428571427,0.08928571428571427,0.008648875971123753,4272,1.0
113,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,9,session_3,0.10714285714285715,0.8392857142857143,0.8392857142857143,0.012641191574999456,4272,1.0
114,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,10,session_1,0.39583333333333337,0.9583333333333334,0.9583333333333334,0.02791108710593957,4272,1.0
115,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,10,session_2,0.0,0.43333333333333335,0.43333333333333335,0.0014424974545547105,4272,1.0
116,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,10,session_3,0.26666666666666666,0.6333333333333333,0.6333333333333333,0.02639061471394002,4272,1.0
117,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,11,session_1,0.25,0.25,0.25,0.018436762829486822,4272,1.0
118,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,11,session_2,0.0625,0.3333333333333333,0.3333333333333333,0.02367813707642966,4272,1.0
119,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,11,session_3,0.27083333333333337,0.5416666666666666,0.5416666666666666,0.01485599619359761,4272,1.0
120,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,12,session_1,0.6499999999999999,0.6499999999999999,0.6499999999999999,0.16919773209079406,4272,1.0
121,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,12,session_2,0.75,0.875,0.875,0.08368659012905312,4272,1.0
122,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,12,session_3,0.43181818181818177,0.7954545454545454,0.7954545454545454,0.06558113039097822,4272,1.0
123,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,13,session_1,0.27083333333333337,0.27083333333333337,0.27083333333333337,0.05773427450483403,4272,1.0
124,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,13,session_2,0.019230769230769218,0.038461538461538464,0.038461538461538464,0.019238269230850185,4272,1.0
125,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,13,session_3,0.25,0.3076923076923077,0.3076923076923077,0.025886894172699276,4272,1.0
126,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,14,session_1,0.033333333333333326,0.4166666666666667,0.4166666666666667,0.005526835617470182,4272,1.0
127,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,14,session_2,0.0,0.0,0.0,1e-05,4272,1.0
128,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,14,session_3,0.25,0.6166666666666667,0.6166666666666667,0.061527886095946546,4272,1.0
129,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,15,session_1,0.14583333333333334,0.22916666666666669,0.22916666666666669,0.07133840277569466,4272,1.0
130,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,15,session_2,0.06818181818181818,0.43181818181818177,0.43181818181818177,0.007704305603518115,4272,1.0
131,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,15,session_3,0.1923076923076923,0.46153846153846156,0.46153846153846156,0.03874035145782506,4272,1.0
132,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,16,session_1,0.11666666666666667,0.26666666666666666,0.26666666666666666,0.0077364176015357845,4272,1.0
133,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,16,session_2,0.4666666666666667,0.8333333333333333,0.8333333333333333,0.07161507538944549,4272,1.0
134,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,16,session_3,0.5,0.5833333333333333,0.5833333333333333,0.05126811883388534,4272,1.0
135,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,17,session_1,0.3214285714285714,0.4944463730351589,0.4994446373035159,0.06187448004451729,4272,1.0
136,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,17,session_2,0.6589994233275667,0.7833333333333333,0.7833333333333333,0.061893220068105104,4272,1.0
137,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,17,session_3,0.4,0.6833333333333333,0.6833333333333333,0.06426568155399955,4272,1.0
138,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,18,session_1,0.5,0.5,0.5,0.024198735968963447,4272,1.0
139,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,18,session_2,0.46666666666666673,0.5833333333333334,0.5833333333333334,0.04596006594076826,4272,1.0
140,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,18,session_3,0.4666666666666667,0.7,0.7,0.05362249285100086,4272,1.0
141,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,19,session_1,0.375,0.7,0.7,0.051007659535641806,4272,1.0
142,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,19,session_2,0.23333333333333334,0.45000000000000007,0.45000000000000007,0.013053910945494443,4272,1.0
143,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,19,session_3,0.35,0.4166666666666667,0.4166666666666667,0.032188421502081996,4272,1.0
144,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,20,session_1,0.41666666666666674,0.6666666666666667,0.6666666666666667,0.079603419706547,4272,1.0
145,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,20,session_2,0.0,0.45,0.45,0.0020949908167278886,4272,1.0
146,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,20,session_3,0.25,0.75,0.75,0.1273362468375316,4272,1.0
147,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,21,session_1,0.019230769230769218,0.28846153846153844,0.28846153846153844,0.017557893352797664,4272,1.0
148,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,21,session_2,0.31666666666666665,0.75,0.75,0.012926573329733838,4272,1.0
149,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,21,session_3,0.28571428571428575,0.375,0.375,0.03569128390266648,4272,1.0
150,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,22,session_1,0.25,0.5416666666666667,0.5416666666666667,0.023877373763885972,4272,1.0
151,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,22,session_2,0.2142857142857143,0.5714285714285714,0.5714285714285714,0.007756739482567674,4272,1.0
152,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,22,session_3,0.2833333333333333,0.5833333333333334,0.5833333333333334,0.023110867668248852,4272,1.0
153,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,23,session_1,0.05555555555555555,0.25,0.25,0.030132676796451163,4272,1.0
154,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,23,session_2,0.6363636363636364,0.6818181818181818,0.6818181818181818,0.10119692576197614,4272,1.0
155,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,23,session_3,0.175,0.51569990699907,0.524069990699907,0.02104669858165324,4272,1.0
156,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,24,session_1,0.0,0.3181818181818182,0.3181818181818182,0.0023923375162483752,4272,1.0
157,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,24,session_2,0.022727272727272735,0.15909090909090912,0.15909090909090912,0.008636636586341366,4272,1.0
158,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,24,session_3,0.0,0.0,0.0,1e-05,4272,1.0
159,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,25,session_1,0.7307692307692308,0.8653846153846154,0.8653846153846154,0.1555679889348031,4272,1.0
160,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,25,session_2,0.5333333333333333,0.75,0.75,0.08022176895234663,4272,1.0
161,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,25,session_3,0.8035714285714286,0.875,0.875,0.09585181404518726,4272,1.0
162,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,26,session_1,0.2142857142857143,0.3035714285714286,0.3035714285714286,0.027063446687632664,4272,1.0
163,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,26,session_2,0.26666666666666666,0.3,0.3,0.024331593576899235,4272,1.0
164,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,26,session_3,0.3333333333333333,0.5833333333333333,0.5833333333333333,0.0542884302153039,4272,1.0
165,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,27,session_1,0.375,0.875,0.875,0.061211844351599994,4272,1.0
166,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,27,session_2,0.5833333333333334,0.7443166098327649,0.7494316609832765,0.0797391851786817,4272,1.0
167,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,27,session_3,0.5666666666666667,0.9333333333333333,0.9333333333333333,0.07826854232267562,4272,1.0
168,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,28,session_1,0.7884615384615384,1.0,1.0,0.13341312260348928,4272,1.0
169,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,28,session_2,0.25,0.30000000000000004,0.30000000000000004,0.03316701519363257,4272,1.0
170,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,28,session_3,0.2727272727272727,0.7954545454545455,0.7954545454545455,0.031139804554022862,4272,1.0
171,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,29,session_1,0.5833333333333334,0.9791666666666666,0.9791666666666666,0.06612619712214268,4272,1.0
172,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,29,session_2,0.5166666666666667,0.6833333333333333,0.6833333333333333,0.036605370813397105,4272,1.0
173,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LR,29,session_3,0.10714285714285712,0.46428571428571425,0.46428571428571425,0.008369329229090578,4272,1.0
174,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LDA,1,session_1,0.22366640333069998,0.5149660663273299,0.568996606632733,0.023675420438391548,4272,1.0
175,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LDA,1,session_2,0.65,0.782749827498275,0.7982749827498276,0.09708376246137848,4272,1.0
176,Single Session,Open Set,COG-BCI Flanker,AR+PSD+LDA,1,session_3,0.01785714285714285,0.3887310301674446,0.48887310301674447,0.004099563076077953,4272,1.0
