,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,auc,eer,tpr,n_samples
34,Single Session,Open Set,mantegna 2019,AR+PSD+LR,4,session_1,0.14130434782608697,0.8260869565217391,0.8260869565217391,0.9846609335658575,0.05220884014205392,[0.         0.17391304 0.17391304 ... 1.         1.         1.        ],2789
35,Single Session,Open Set,mantegna 2019,AR+PSD+LR,5,session_1,0.5,0.8152173913043479,0.8152173913043479,0.9708860132079581,0.051312929998878834,[0.         0.18478261 0.18478261 ... 1.         1.         1.        ],2789
36,Single Session,Open Set,mantegna 2019,AR+PSD+LR,6,session_1,0.3804347826086957,0.6847826086956522,0.6847826086956522,0.9865195391084346,0.033043090982193137,[0.         0.31521739 0.31521739 ... 1.         1.         1.        ],2789
37,Single Session,Open Set,mantegna 2019,AR+PSD+LR,7,session_1,0.4782608695652174,0.9130434782608696,0.9130434782608696,0.9650680202454198,0.09368862763234985,[0.         0.08695652 0.08695652 ... 1.         1.         1.        ],2789
38,Single Session,Open Set,mantegna 2019,AR+PSD+LR,8,session_1,0.08695652173913043,0.5543478260869565,0.5543478260869565,0.9963573548778967,0.014784316015969625,[0.         0.44565217 0.44565217 ... 1.         1.         1.        ],2789
39,Single Session,Open Set,mantegna 2019,AR+PSD+LR,9,session_1,0.34782608695652173,0.7717391304347826,0.7717391304347826,0.9868670425834692,0.04197272252278417,[0.         0.22826087 0.22826087 ... 1.         1.         1.        ],2789
40,Single Session,Open Set,mantegna 2019,AR+PSD+LR,10,session_1,0.42391304347826086,0.786630366303663,0.792793471412975,0.966591745818692,0.059802165337605705,[0.         0.20659022 0.2066587  ... 1.         1.         1.        ],2789
41,Single Session,Open Set,mantegna 2019,AR+PSD+LR,11,session_1,0.1630434782608696,0.7608695652173914,0.7608695652173914,0.9909040394751774,0.0249187508721912,[0.         0.23913043 0.23913043 ... 1.         1.         1.        ],2789
42,Single Session,Open Set,mantegna 2019,AR+PSD+LR,12,session_1,0.75,0.9456521739130435,0.9456521739130435,0.9423899673779347,0.0892037447413743,[0.         0.05434783 0.05434783 ... 1.         1.         1.        ],2789
43,Single Session,Open Set,mantegna 2019,AR+PSD+LR,13,session_1,0.010869565217391297,0.10869565217391308,0.10869565217391308,0.9995918437445244,0.0057113509956514315,[0.         0.89130435 0.89130435 ... 1.         1.         1.        ],2789
44,Single Session,Open Set,mantegna 2019,AR+PSD+LR,14,session_1,0.1847826086956522,0.5108695652173914,0.5108695652173914,0.9897042448685357,0.040031193137509746,[0.         0.48913043 0.48913043 ... 1.         1.         1.        ],2789
45,Single Session,Open Set,mantegna 2019,AR+PSD+LR,15,session_1,0.25,0.782608695652174,0.782608695652174,0.9913354568328292,0.037061491284212184,[0.        0.2173913 0.2173913 ... 1.        1.        1.       ],2789
46,Single Session,Open Set,mantegna 2019,AR+PSD+LR,16,session_1,0.2717391304347826,0.5543478260869565,0.5543478260869565,0.9948098394027419,0.0183085496690728,[0.         0.44565217 0.44565217 ... 1.         1.         1.        ],2789
47,Single Session,Open Set,mantegna 2019,AR+PSD+LR,17,session_1,0.13043478260869565,0.6304347826086956,0.6304347826086956,0.9959062634104602,0.009038226060228492,[0.         0.36956522 0.36956522 ... 1.         1.         1.        ],2789
48,Single Session,Open Set,mantegna 2019,AR+PSD+LR,18,session_1,0.6195652173913044,0.9456521739130435,0.9456521739130435,0.9635363744941797,0.09339193297747217,[0.         0.05434783 0.05434783 ... 1.         1.         1.        ],2789
49,Single Session,Open Set,mantegna 2019,AR+PSD+LR,19,session_1,0.021739130434782622,0.6086956521739131,0.6086956521739131,0.9982519390411295,0.006108807418672082,[0.         0.39130435 0.39130435 ... 1.         1.         1.        ],2789
50,Single Session,Open Set,mantegna 2019,AR+PSD+LR,20,session_1,0.47826086956521735,0.7608695652173912,0.7608695652173912,0.9887946705554013,0.03712183319669672,[0.         0.23913043 0.23913043 ... 1.         1.         1.        ],2789
51,Single Session,Open Set,mantegna 2019,AR+PSD+LR,21,session_1,0.19565217391304346,0.9347826086956521,0.9347826086956521,0.993339933399334,0.014837574857923195,[0.         0.06521739 0.06521739 ... 1.         1.         1.        ],2789
52,Single Session,Open Set,mantegna 2019,AR+PSD+LR,22,session_1,0.18478260869565216,0.44565217391304346,0.44565217391304346,0.9740121314256623,0.02800595520227181,[0.         0.55434783 0.55434783 ... 1.         1.         1.        ],2789
53,Single Session,Open Set,mantegna 2019,AR+PSD+LR,23,session_1,0.08695652173913043,0.7065217391304348,0.7065217391304348,0.9951850605462577,0.02441908432318775,[0.         0.29347826 0.29347826 ... 1.         1.         1.        ],2789
54,Single Session,Open Set,mantegna 2019,AR+PSD+LR,24,session_1,0.13043478260869562,0.5434782608695653,0.5434782608695653,0.9953174531745318,0.02352078385191802,[0.         0.45652174 0.45652174 ... 1.         1.         1.        ],2789
55,Single Session,Open Set,mantegna 2019,AR+PSD+LR,25,session_1,0.25,0.5217391304347826,0.5217391304347826,0.9787656572217897,0.0356722440717056,[0.         0.47826087 0.47826087 ... 1.         1.         1.        ],2789
56,Single Session,Open Set,mantegna 2019,AR+PSD+LR,26,session_1,0.21739130434782608,0.532608695652174,0.532608695652174,0.9924850335459876,0.011623323076559104,[0.        0.4673913 0.4673913 ... 1.        1.        1.       ],2789
57,Single Session,Open Set,mantegna 2019,AR+PSD+LR,27,session_1,0.043478260869565216,0.5434782608695652,0.5434782608695652,0.9972763858073364,0.010470287952051932,[0.         0.45652174 0.45652174 ... 1.         1.         1.        ],2789
58,Single Session,Open Set,mantegna 2019,AR+PSD+LR,28,session_1,0.25,0.5978260869565217,0.5978260869565217,0.9827141749678366,0.024787352461836484,[0.         0.40217391 0.40217391 ... 1.         1.         1.        ],2789
59,Single Session,Open Set,mantegna 2019,AR+PSD+LR,29,session_1,0.30434782608695654,0.6739130434782609,0.6739130434782609,0.9916001333926383,0.034196389837714,[0.         0.32608696 0.32608696 ... 1.         1.         1.        ],2789
60,Single Session,Open Set,mantegna 2019,AR+PSD+LR,30,session_1,0.4347826086956521,0.9782608695652174,0.9782608695652174,0.9772783597401191,0.07126432184919318,[0.         0.02173913 0.02173913 ... 1.         1.         1.        ],2789
61,Single Session,Open Set,mantegna 2019,AR+PSD+LR,31,session_1,0.25,0.782608695652174,0.782608695652174,0.9847033252941225,0.0399881591267313,[0.        0.2173913 0.2173913 ... 1.        1.        1.       ],2789
62,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,1,session_1,0.4075851248505583,0.575541121180708,0.5858149816832883,0.9864339852237629,0.025058179375416798,[0.         0.41315763 0.41327179 ... 1.         1.         1.        ],2789
63,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,2,session_1,0.0,0.0,0.0,0.9999949999499995,1e-05,[0. 1. 1. ... 1. 1. 1.],2789
64,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,3,session_1,0.08695652173913043,0.5543478260869565,0.5543478260869565,0.9964158337235546,0.025303889666012328,[0.         0.44565217 0.44565217 ... 1.         1.         1.        ],2789
65,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,4,session_1,0.5434782608695652,1.0,1.0,0.9763687854269847,0.05894344548547123,[0. 0. 0. ... 1. 1. 1.],2789
66,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,5,session_1,0.43563198477834575,0.874215352825465,0.8798128396303726,0.9809653599308412,0.04348684593737206,[0.         0.11962741 0.11968961 ... 1.         1.         1.        ],2789
67,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,6,session_1,0.3154976816247826,0.5438974025083869,0.5630853924247518,0.9816115862735714,0.04108541827972452,[0.         0.43499581 0.43520901 ... 1.         1.         1.        ],2789
68,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,7,session_1,0.6413043478260869,0.7934782608695652,0.7934782608695652,0.9579489273153601,0.10745277343332296,[0.         0.20652174 0.20652174 ... 1.         1.         1.        ],2789
69,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,8,session_1,0.25,0.6170647576040977,0.6584456061951924,0.9951788827053102,0.01131251179740457,[0.         0.33741631 0.3378761  ... 1.         1.         1.        ],2789
70,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,9,session_1,0.20043396086134777,0.6444441618329226,0.778574850965901,0.9951849738510455,0.01087108033732519,[0.         0.20801208 0.20950242 ... 1.         1.         1.        ],2789
71,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,10,session_1,0.7173913043478262,0.8913043478260869,0.8913043478260869,0.9563010847499779,0.0792416640162123,[0.         0.10869565 0.10869565 ... 1.         1.         1.        ],2789
72,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,11,session_1,0.29843711480593066,0.7352784940892887,0.7387452407132767,0.9819428675219278,0.049632450976002676,[0.         0.26090808 0.2609466  ... 1.         1.         1.        ],2789
73,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,12,session_1,0.9021739130434783,0.9565217391304348,0.9565217391304348,0.9086497386712997,0.13237957214630167,[0.         0.04347826 0.04347826 ... 1.         1.         1.        ],2789
74,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,13,session_1,0.07608695652173914,0.5184050753551015,0.7464057249268146,0.9959857632966457,0.02619923616804303,[0.         0.23079421 0.23332755 ... 1.         1.         1.        ],2789
75,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,14,session_1,0.21739130434782608,0.6630434782608696,0.6630434782608696,0.9836872281766296,0.058013106681747514,[0.         0.33695652 0.33695652 ... 1.         1.         1.        ],2789
76,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,15,session_1,0.3913043478260869,0.8462630278476698,0.8476697810456366,0.9881056199864152,0.036583908061965556,[0.         0.15218954 0.15220517 ... 1.         1.         1.        ],2789
77,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,16,session_1,0.2810275434770158,0.7596244934781364,0.7607450580434658,0.9851198496448248,0.03780363972100023,[0.         0.23914289 0.23915534 ... 1.         1.         1.        ],2789
78,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,17,session_1,0.32608695652173914,0.9891304347826086,0.9891304347826086,0.9874200915922203,0.029193577412969147,[0.         0.01086957 0.01086957 ... 1.         1.         1.        ],2789
79,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,18,session_1,0.8478260869565217,0.9891304347826086,0.9891304347826086,0.9326534569693522,0.11903392123303613,[0.         0.01086957 0.01086957 ... 1.         1.         1.        ],2789
80,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,19,session_1,0.03260869565217392,0.28701047880044017,0.32217930874960926,0.9986677238165661,0.010030333284981681,[0.         0.67430381 0.67469457 ... 1.         1.         1.        ],2789
81,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,20,session_1,0.673913043478261,0.8260869565217391,0.8260869565217391,0.9794747947479475,0.04288236281357667,[0.         0.17391304 0.17391304 ... 1.         1.         1.        ],2789
82,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,21,session_1,0.8152173913043479,0.9891304347826086,0.9891304347826086,0.9461044610446104,0.07968000766249664,[0.         0.01086957 0.01086957 ... 1.         1.         1.        ],2789
83,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,22,session_1,0.2479340010791412,0.7813142261857401,0.8705227269664001,0.9925595912947439,0.029436600164634993,[0.         0.12055642 0.12154763 ... 1.         1.         1.        ],2789
84,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,23,session_1,0.10869565217391305,0.6505133891918631,0.7498339476148386,0.9941021827138093,0.03007229713810798,[0.         0.240234   0.24133756 ... 1.         1.         1.        ],2789
85,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,24,session_1,0.34782608695652173,0.6855430510826848,0.7239890877169641,0.9866096529574416,0.05260733942881066,[0.         0.27216631 0.27259349 ... 1.         1.         1.        ],2789
86,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,25,session_1,0.2607824991293391,0.5111214155619817,0.5402425763388069,0.9729879514343386,0.0491666838795465,[0.         0.45684531 0.45716888 ... 1.         1.         1.        ],2789
87,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,26,session_1,0.16304347826086957,0.4933011752477774,0.49933011752477774,0.9958352089198123,0.01340968754184287,[0.         0.50006699 0.50013398 ... 1.         1.         1.        ],2789
88,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,27,session_1,0.07608695652173911,0.6521739130434783,0.6521739130434783,0.9952327784147407,0.021730219351742616,[0.         0.34782609 0.34782609 ... 1.         1.         1.        ],2789
89,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,28,session_1,0.23763490278851085,0.48680696853972066,0.48889808815831987,0.9863077998783127,0.03247420483327505,[0.         0.5108928  0.51091603 ... 1.         1.         1.        ],2789
90,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,29,session_1,0.7391304347826086,0.9565217391304348,0.9565217391304348,0.9785951120380769,0.04957409369938613,[0.         0.04347826 0.04347826 ... 1.         1.         1.        ],2789
91,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,30,session_1,0.47826086956521746,0.8727390534774913,0.8796652096955753,0.9694450614195013,0.07659260614838653,[0.         0.11964217 0.11971913 ... 1.         1.         1.        ],2789
92,Single Session,Open Set,mantegna 2019,AR+PSD+LDA,31,session_1,0.31521739130434784,0.9130434782608696,0.9130434782608696,0.9832211365591917,0.056815870073800984,[0.         0.08695652 0.08695652 ... 1.         1.         1.        ],2789
93,Single Session,Open Set,mantegna 2019,AR+PSD+NB,1,session_1,0.9674740476509895,0.9967474047650989,0.9996747404765098,0.8121994725818588,0.24664040003848298,"[0.00000000e+00 3.25259523e-05 6.50519047e-05 ... 9.99998618e-01
 9.99999309e-01 1.00000000e+00]",2789
94,Single Session,Open Set,mantegna 2019,AR+PSD+NB,2,session_1,0.6635727325595879,0.9041824993343065,0.9904182499334307,0.9569955885333429,0.07715688434352491,"[0.00000000e+00 9.58175007e-04 1.91635001e-03 ... 9.99999776e-01
 9.99999888e-01 1.00000000e+00]",2789
95,Single Session,Open Set,mantegna 2019,AR+PSD+NB,3,session_1,0.26162771421161507,0.37877100590651647,0.5172249266776081,0.9624527735760088,0.05972876603976801,[0.         0.46892968 0.47046806 ... 0.99999886 0.99999943 1.        ],2789
96,Single Session,Open Set,mantegna 2019,AR+PSD+NB,4,session_1,0.9313384969065176,0.9931338496906518,0.9993133849690652,0.8614965278790754,0.18708409126161352,"[0.00000000e+00 6.86615031e-05 1.37323006e-04 ... 9.99998565e-01
 9.99999283e-01 1.00000000e+00]",2789
97,Single Session,Open Set,mantegna 2019,AR+PSD+NB,5,session_1,0.9709260586445088,0.9970926058644507,0.999709260586445,0.7828525883531327,0.2652418741614195,"[0.00000000e+00 2.90739414e-05 5.81478827e-05 ... 9.99995284e-01
 9.99997642e-01 1.00000000e+00]",2789
98,Single Session,Open Set,mantegna 2019,AR+PSD+NB,6,session_1,0.847066135392653,0.9847066135392653,0.9984706613539266,0.9514217567971687,0.09246845581523279,"[0.00000000e+00 1.52933865e-04 3.05867729e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
99,Single Session,Open Set,mantegna 2019,AR+PSD+NB,7,session_1,0.9770482414750086,0.9977048241475008,0.9997704824147501,0.7455856064994463,0.3146034728665039,"[0.00000000e+00 2.29517585e-05 4.59035170e-05 ... 9.99997839e-01
 9.99998920e-01 1.00000000e+00]",2789
100,Single Session,Open Set,mantegna 2019,AR+PSD+NB,8,session_1,0.9500663837741339,0.9950066383774134,0.9995006638377413,0.8804825110337409,0.18307126204880464,"[0.00000000e+00 4.99336162e-05 9.98672325e-05 ... 9.99999495e-01
 9.99999747e-01 1.00000000e+00]",2789
101,Single Session,Open Set,mantegna 2019,AR+PSD+NB,9,session_1,0.4932633540329791,0.9418801305064664,0.9941880130506465,0.9467827972628046,0.08960224113079814,"[0.00000000e+00 5.81198695e-04 1.16239739e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
102,Single Session,Open Set,mantegna 2019,AR+PSD+NB,10,session_1,0.9709695717017114,0.9970969571701712,0.9997096957170172,0.7523621587009149,0.2905809951252543,"[0.00000000e+00 2.90304283e-05 5.80608566e-05 ... 9.99997547e-01
 9.99998774e-01 1.00000000e+00]",2789
103,Single Session,Open Set,mantegna 2019,AR+PSD+NB,11,session_1,0.9780366996808072,0.9978036699680807,0.999780366996808,0.7391150963097604,0.32958848871083624,"[0.00000000e+00 2.19633003e-05 4.39266006e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
104,Single Session,Open Set,mantegna 2019,AR+PSD+NB,12,session_1,0.9746859444432374,0.9974685944443238,0.9997468594444323,0.7883849444206815,0.28888060841639723,"[0.00000000e+00 2.53140556e-05 5.06281111e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
105,Single Session,Open Set,mantegna 2019,AR+PSD+NB,13,session_1,0.9611925754605087,0.9961192575460509,0.9996119257546051,0.8557674243990472,0.21451965404421405,"[0.00000000e+00 3.88074245e-05 7.76148491e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
106,Single Session,Open Set,mantegna 2019,AR+PSD+NB,14,session_1,0.9272962971310797,0.9927296297131081,0.9992729629713107,0.8849551180332231,0.13140741056069494,"[0.00000000e+00 7.27037029e-05 1.45407406e-04 ... 9.99997857e-01
 9.99998928e-01 1.00000000e+00]",2789
107,Single Session,Open Set,mantegna 2019,AR+PSD+NB,15,session_1,0.9665034927820241,0.9966503492782024,0.9996650349278203,0.7806004079584654,0.264886347865056,"[0.00000000e+00 3.34965072e-05 6.69930144e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
108,Single Session,Open Set,mantegna 2019,AR+PSD+NB,16,session_1,0.9418986640340601,0.994189866403406,0.9994189866403407,0.8768987668044228,0.18945516114874889,"[0.00000000e+00 5.81013360e-05 1.16202672e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
109,Single Session,Open Set,mantegna 2019,AR+PSD+NB,17,session_1,0.9528081570168414,0.9952808157016841,0.9995280815701685,0.7511504960300314,0.2900173072910306,"[0.00000000e+00 4.71918430e-05 9.43836860e-05 ... 9.99999036e-01
 9.99999518e-01 1.00000000e+00]",2789
110,Single Session,Open Set,mantegna 2019,AR+PSD+NB,18,session_1,0.9696499830584354,0.9969649983058435,0.9996964998305844,0.7748754292864155,0.2921739550152867,"[0.00000000e+00 3.03500169e-05 6.07000339e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
111,Single Session,Open Set,mantegna 2019,AR+PSD+NB,19,session_1,0.9349093182019537,0.9934909318201953,0.9993490931820195,0.8600698597203615,0.19018579558976875,"[0.00000000e+00 6.50906818e-05 1.30181364e-04 ... 9.99998466e-01
 9.99999233e-01 1.00000000e+00]",2789
112,Single Session,Open Set,mantegna 2019,AR+PSD+NB,20,session_1,0.9714565144800847,0.9971456514480085,0.9997145651448008,0.76678010426636,0.2895499270731717,"[0.00000000e+00 2.85434855e-05 5.70869710e-05 ... 9.99999252e-01
 9.99999626e-01 1.00000000e+00]",2789
113,Single Session,Open Set,mantegna 2019,AR+PSD+NB,21,session_1,0.9652315134092565,0.9965231513409256,0.9996523151340926,0.8453115234716676,0.23347870523054398,"[0.00000000e+00 3.47684866e-05 6.95369732e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
114,Single Session,Open Set,mantegna 2019,AR+PSD+NB,22,session_1,0.6928177672620986,0.9692817767262099,0.9969281776726209,0.9702782744671135,0.049785194363736185,"[0.00000000e+00 3.07182233e-04 6.14364465e-04 ... 9.99999500e-01
 9.99999750e-01 1.00000000e+00]",2789
115,Single Session,Open Set,mantegna 2019,AR+PSD+NB,23,session_1,0.6471511350958483,0.9599720733255599,0.9959972073325559,0.9611393362412355,0.06337741667731057,"[0.00000000e+00 4.00279267e-04 8.00558533e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",2789
