,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,auc,eer,tpr,n_samples
21,Single Session,Open Set,erpcore p300,AR+PSD+SVM,22,session_1,0.0,0.2142857142857143,0.2142857142857143,0.999125348396341,0.0030573168609883405,[0.         0.78571429 0.78571429 ... 1.         1.         1.        ],1346
22,Single Session,Open Set,erpcore p300,AR+PSD+SVM,23,session_1,0.04999999999999999,0.07499999999999998,0.07499999999999998,0.9981389813898139,0.018568329075383215,[0.    0.925 0.925 ... 1.    1.    1.   ],1346
23,Single Session,Open Set,erpcore p300,AR+PSD+SVM,24,session_1,0.1666666666666667,0.33333333333333337,0.33333333333333337,0.9922354779103346,0.043124050075993944,[0.         0.66666667 0.66666667 ... 1.         1.         1.        ],1346
24,Single Session,Open Set,erpcore p300,AR+PSD+SVM,25,session_1,0.125,0.35,0.35,0.9848250982509825,0.059369272510844874,[0.   0.65 0.65 ... 1.   1.   1.  ],1346
25,Single Session,Open Set,erpcore p300,AR+PSD+SVM,26,session_1,0.475,0.875,0.875,0.9696466964669647,0.0792005275612958,[0.    0.125 0.125 ... 1.    1.    1.   ],1346
26,Single Session,Open Set,erpcore p300,AR+PSD+SVM,27,session_1,0.14285714285714288,0.2142857142857143,0.2142857142857143,0.9949492352066378,0.027943323550586964,[0.         0.78571429 0.78571429 ... 1.         1.         1.        ],1346
27,Single Session,Open Set,erpcore p300,AR+PSD+SVM,28,session_1,0.25,0.375,0.375,0.9780241336948715,0.08627948433840073,[0.    0.625 0.625 ... 1.    1.    1.   ],1346
28,Single Session,Open Set,erpcore p300,AR+PSD+SVM,29,session_1,0.15,0.275,0.275,0.9664081181807228,0.05470457681308749,[0.    0.725 0.725 ... 1.    1.    1.   ],1346
29,Single Session,Open Set,erpcore p300,AR+PSD+SVM,30,session_1,0.05555555555555558,0.05555555555555558,0.05555555555555558,0.9985449854498545,0.013058955683545318,[0.         0.94444444 0.94444444 ... 1.         1.         1.        ],1346
30,Single Session,Open Set,erpcore p300,AR+PSD+SVM,31,session_1,0.0,0.024999999999999994,0.024999999999999994,0.9999177491774918,0.0007824302562769351,[0.    0.975 0.975 ... 1.    1.    1.   ],1346
31,Single Session,Open Set,erpcore p300,AR+PSD+SVM,32,session_1,0.3055555555555556,0.4166666666666667,0.4166666666666667,0.9790939576062427,0.05102591792656617,[0.         0.58333333 0.58333333 ... 1.         1.         1.        ],1346
32,Single Session,Open Set,erpcore p300,AR+PSD+SVM,33,session_1,0.175,0.24999999999999997,0.24999999999999997,0.9919156691566916,0.04476847083762461,[0.   0.75 0.75 ... 1.   1.   1.  ],1346
33,Single Session,Open Set,erpcore p300,AR+PSD+SVM,34,session_1,0.11111111111111113,0.19444444444444445,0.19444444444444445,0.9963946861690839,0.01701613910887129,[0.         0.80555556 0.80555556 ... 1.         1.         1.        ],1346
34,Single Session,Open Set,erpcore p300,AR+PSD+SVM,35,session_1,0.20833333333333331,0.29166666666666663,0.29166666666666663,0.9320930709307094,0.10391480438478073,[0.         0.70833333 0.70833333 ... 1.         1.         1.        ],1346
35,Single Session,Open Set,erpcore p300,AR+PSD+SVM,36,session_1,0.0,0.0,0.0,0.9999949999499995,1e-05,[0. 1. 1. ... 1. 1. 1.],1346
36,Single Session,Open Set,erpcore p300,AR+PSD+SVM,37,session_1,0.15,0.375,0.375,0.9918651686516865,0.0439036098744993,[0.    0.625 0.625 ... 1.    1.    1.   ],1346
37,Single Session,Open Set,erpcore p300,AR+PSD+SVM,38,session_1,0.1388888888888889,0.22222222222222224,0.22222222222222224,0.9824476022538003,0.07158427325813942,[0.         0.77777778 0.77777778 ... 1.         1.         1.        ],1346
38,Single Session,Open Set,erpcore p300,AR+PSD+SVM,39,session_1,0.275,0.42500000000000004,0.42500000000000004,0.9819678196781968,0.06314131728144534,[0.    0.575 0.575 ... 1.    1.    1.   ],1346
39,Single Session,Open Set,erpcore p300,AR+PSD+SVM,40,session_1,0.0,0.04999999999999999,0.04999999999999999,0.9998432484324843,0.00152736298733114,[0.   0.95 0.95 ... 1.   1.   1.  ],1346
40,Single Session,Open Set,erpcore p300,AR+PSD+LR,1,session_1,0.1111111111111111,0.16666666666666669,0.16666666666666669,0.9967188560774497,0.008119351051915847,[0.         0.83333333 0.83333333 ... 1.         1.         1.        ],1346
41,Single Session,Open Set,erpcore p300,AR+PSD+LR,2,session_1,0.35,0.525,0.525,0.9921251712517125,0.01612640684003126,[0.    0.475 0.475 ... 1.    1.    1.   ],1346
42,Single Session,Open Set,erpcore p300,AR+PSD+LR,3,session_1,0.11111111111111113,0.3888888888888889,0.3888888888888889,0.9973841405080718,0.009916839260724867,[0.         0.61111111 0.61111111 ... 1.         1.         1.        ],1346
43,Single Session,Open Set,erpcore p300,AR+PSD+LR,4,session_1,0.21875,0.3125,0.3125,0.9968930939309393,0.004642388293229352,[0.     0.6875 0.6875 ... 1.     1.     1.    ],1346
44,Single Session,Open Set,erpcore p300,AR+PSD+LR,5,session_1,0.35,0.7,0.7,0.9860341103411033,0.02995247043767158,[0.  0.3 0.3 ... 1.  1.  1. ],1346
45,Single Session,Open Set,erpcore p300,AR+PSD+LR,6,session_1,0.0,0.25,0.25,0.9992374923749238,0.0007675000000000001,[0.   0.75 0.75 ... 1.   1.   1.  ],1346
46,Single Session,Open Set,erpcore p300,AR+PSD+LR,7,session_1,0.16666666666666669,0.2777777777777778,0.2777777777777778,0.9965263541524304,0.005462344656802568,[0.         0.72222222 0.72222222 ... 1.         1.         1.        ],1346
47,Single Session,Open Set,erpcore p300,AR+PSD+LR,8,session_1,0.13888888888888892,0.4722222222222222,0.4722222222222222,0.9888854444099996,0.036049616030717574,[0.         0.52777778 0.52777778 ... 1.         1.         1.        ],1346
48,Single Session,Open Set,erpcore p300,AR+PSD+LR,9,session_1,0.0,0.5,0.5,0.9977040395403954,0.0030698900289771553,[0.  0.5 0.5 ... 1.  1.  1. ],1346
49,Single Session,Open Set,erpcore p300,AR+PSD+LR,10,session_1,0.75,0.875,0.875,0.9590683406834069,0.06701682983170168,[0.    0.125 0.125 ... 1.    1.    1.   ],1346
50,Single Session,Open Set,erpcore p300,AR+PSD+LR,11,session_1,0.0,0.25,0.25,0.9985174851748517,0.0014874999999999999,[0.   0.75 0.75 ... 1.   1.   1.  ],1346
51,Single Session,Open Set,erpcore p300,AR+PSD+LR,12,session_1,0.25,0.5,0.5,0.9877839403394034,0.017848804308698393,[0.  0.5 0.5 ... 1.  1.  1. ],1346
52,Single Session,Open Set,erpcore p300,AR+PSD+LR,13,session_1,0.0625,0.125,0.125,0.9948349483494835,0.03638714075014749,[0.    0.875 0.875 ... 1.    1.    1.   ],1346
53,Single Session,Open Set,erpcore p300,AR+PSD+LR,14,session_1,0.28125,0.375,0.375,0.9924483619836199,0.01231444875426948,[0.    0.625 0.625 ... 1.    1.    1.   ],1346
54,Single Session,Open Set,erpcore p300,AR+PSD+LR,15,session_1,0.09999999999999998,0.425,0.425,0.9958769587695877,0.02185053345198932,[0.    0.575 0.575 ... 1.    1.    1.   ],1346
55,Single Session,Open Set,erpcore p300,AR+PSD+LR,16,session_1,0.475,0.675,0.675,0.9844723447234472,0.02765278578609347,[0.    0.325 0.325 ... 1.    1.    1.   ],1346
56,Single Session,Open Set,erpcore p300,AR+PSD+LR,17,session_1,0.0,0.275,0.275,0.9991519915199152,0.00154746814846312,[0.    0.725 0.725 ... 1.    1.    1.   ],1346
57,Single Session,Open Set,erpcore p300,AR+PSD+LR,18,session_1,0.1388888888888889,0.75,0.75,0.991201300901898,0.04094178365730741,[0.   0.25 0.25 ... 1.   1.   1.  ],1346
58,Single Session,Open Set,erpcore p300,AR+PSD+LR,19,session_1,0.875,1.0,1.0,0.9522382723827238,0.06372926436620704,[0. 0. 0. ... 1. 1. 1.],1346
59,Single Session,Open Set,erpcore p300,AR+PSD+LR,20,session_1,0.475,0.65,0.65,0.9747272472724727,0.049835515028647415,[0.   0.35 0.35 ... 1.   1.   1.  ],1346
60,Single Session,Open Set,erpcore p300,AR+PSD+LR,21,session_1,0.19444444444444445,0.3055555555555556,0.3055555555555556,0.9956266229328959,0.02152327813774898,[0.         0.69444444 0.69444444 ... 1.         1.         1.        ],1346
61,Single Session,Open Set,erpcore p300,AR+PSD+LR,22,session_1,0.14285714285714288,0.3571428571428571,0.3571428571428571,0.99362815056722,0.026028438443693378,[0.         0.64285714 0.64285714 ... 1.         1.         1.        ],1346
62,Single Session,Open Set,erpcore p300,AR+PSD+LR,23,session_1,0.1,0.25,0.25,0.9966267162671627,0.01254637150156486,[0.   0.75 0.75 ... 1.   1.   1.  ],1346
63,Single Session,Open Set,erpcore p300,AR+PSD+LR,24,session_1,0.47222222222222227,0.8333333333333334,0.8333333333333334,0.9835620578428007,0.05670796336293097,[0.         0.16666667 0.16666667 ... 1.         1.         1.        ],1346
64,Single Session,Open Set,erpcore p300,AR+PSD+LR,25,session_1,0.12499999999999997,0.65,0.65,0.993009430094301,0.03948144666979972,[0.   0.35 0.35 ... 1.   1.   1.  ],1346
65,Single Session,Open Set,erpcore p300,AR+PSD+LR,26,session_1,0.6,0.925,0.925,0.9595098450984509,0.09935330820226246,[0.    0.075 0.075 ... 1.    1.    1.   ],1346
66,Single Session,Open Set,erpcore p300,AR+PSD+LR,27,session_1,0.6785714285714286,0.7142857142857143,0.7142857142857143,0.9574874320171773,0.07596687055919503,[0.         0.28571429 0.28571429 ... 1.         1.         1.        ],1346
67,Single Session,Open Set,erpcore p300,AR+PSD+LR,28,session_1,0.5750000000000001,0.9,0.9,0.9097615976159761,0.13151316381525663,[0.  0.1 0.1 ... 1.  1.  1. ],1346
68,Single Session,Open Set,erpcore p300,AR+PSD+LR,29,session_1,0.75,0.975,0.975,0.9547302973029731,0.07204656867177625,[0.    0.025 0.025 ... 1.    1.    1.   ],1346
69,Single Session,Open Set,erpcore p300,AR+PSD+LR,30,session_1,0.25,0.5,0.5,0.9939879954355099,0.007406970442364611,[0.  0.5 0.5 ... 1.  1.  1. ],1346
70,Single Session,Open Set,erpcore p300,AR+PSD+LR,31,session_1,0.0,0.0,0.0,0.9999949999499995,1e-05,[0. 1. 1. ... 1. 1. 1.],1346
71,Single Session,Open Set,erpcore p300,AR+PSD+LR,32,session_1,0.3888888888888889,0.6944444444444444,0.6944444444444444,0.9709322093220932,0.05352821774258059,[0.         0.30555556 0.30555556 ... 1.         1.         1.        ],1346
72,Single Session,Open Set,erpcore p300,AR+PSD+LR,33,session_1,0.8500000000000001,1.0,1.0,0.9521675216752168,0.08184488396044422,[0. 0. 0. ... 1. 1. 1.],1346
73,Single Session,Open Set,erpcore p300,AR+PSD+LR,34,session_1,0.2777777777777778,0.4444444444444444,0.4444444444444444,0.985221796662411,0.036170602141982984,[0.         0.55555556 0.55555556 ... 1.         1.         1.        ],1346
74,Single Session,Open Set,erpcore p300,AR+PSD+LR,35,session_1,0.5833333333333333,0.7916666666666666,0.7916666666666666,0.971993053263866,0.04941502924853757,[0.         0.20833333 0.20833333 ... 1.         1.         1.        ],1346
75,Single Session,Open Set,erpcore p300,AR+PSD+LR,36,session_1,0.175,0.5,0.5,0.9943886938869388,0.015991061254487095,[0.  0.5 0.5 ... 1.  1.  1. ],1346
76,Single Session,Open Set,erpcore p300,AR+PSD+LR,37,session_1,0.4,0.575,0.575,0.9903851538515386,0.02539021510564049,[0.    0.425 0.425 ... 1.    1.    1.   ],1346
77,Single Session,Open Set,erpcore p300,AR+PSD+LR,38,session_1,0.5833333333333334,0.6388888888888888,0.6388888888888888,0.9574729080624139,0.08075104011679066,[0.         0.36111111 0.36111111 ... 1.         1.         1.        ],1346
78,Single Session,Open Set,erpcore p300,AR+PSD+LR,39,session_1,0.22499999999999998,0.625,0.625,0.9916411664116641,0.028015083140079115,[0.    0.375 0.375 ... 1.    1.    1.   ],1346
79,Single Session,Open Set,erpcore p300,AR+PSD+LR,40,session_1,0.65,1.0,1.0,0.9760587605876059,0.031863380448902474,[0. 0. 0. ... 1. 1. 1.],1346
80,Single Session,Open Set,erpcore p300,AR+PSD+LDA,1,session_1,0.1111111111111111,0.23430539860954164,0.24843053986095417,0.9976614023366139,0.0051695870330373565,[0.         0.75015695 0.75031389 ... 1.         1.         1.        ],1346
81,Single Session,Open Set,erpcore p300,AR+PSD+LDA,2,session_1,0.43369983699836995,0.798369983699837,0.7998369983699836,0.9785004441140323,0.04612703726909768,[0.        0.2000163 0.2000326 ... 1.        1.        1.       ],1346
82,Single Session,Open Set,erpcore p300,AR+PSD+LDA,3,session_1,0.1111111111111111,0.6988192104143264,0.7198819210414328,0.9951234777700431,0.01209670382018991,[0.         0.27801181 0.27824584 ... 1.         1.         1.        ],1346
83,Single Session,Open Set,erpcore p300,AR+PSD+LDA,4,session_1,0.09375,0.3286560990609906,0.34224060990609906,0.9953908733179272,0.013181608261497722,[0.         0.65640094 0.65655188 ... 1.         1.         1.        ],1346
84,Single Session,Open Set,erpcore p300,AR+PSD+LDA,5,session_1,0.4148748987489875,0.7239874898748987,0.7248987489874898,0.9754098790875407,0.03907648334149926,[0.         0.27501013 0.27502025 ... 1.         1.         1.        ],1346
85,Single Session,Open Set,erpcore p300,AR+PSD+LDA,6,session_1,0.0,0.3719987199871999,0.48719987199872,0.9988796929189704,0.002229414900983243,[0.         0.50128001 0.50256003 ... 1.         1.         1.        ],1346
86,Single Session,Open Set,erpcore p300,AR+PSD+LDA,7,session_1,0.0,0.2522216888835555,0.3002221688883555,0.9987912398499179,0.003087427289341387,[0.         0.69497778 0.69551112 ... 1.         1.         1.        ],1346
87,Single Session,Open Set,erpcore p300,AR+PSD+LDA,8,session_1,0.25,0.6022221333324445,0.6102222133332446,0.989828579164267,0.043666506679465644,[0.         0.38897778 0.38906667 ... 1.         1.         1.        ],1346
88,Single Session,Open Set,erpcore p300,AR+PSD+LDA,9,session_1,0.0,0.5831233312333124,0.7333123331233312,0.9981007535152603,0.0037776976549658827,[0.         0.25166877 0.25333753 ... 1.         1.         1.        ],1346
89,Single Session,Open Set,erpcore p300,AR+PSD+LDA,10,session_1,0.875,1.0,1.0,0.8966239662396623,0.13744862551374484,[0. 0. 0. ... 1. 1. 1.],1346
90,Single Session,Open Set,erpcore p300,AR+PSD+LDA,11,session_1,0.05987309873098731,0.23098730987309873,0.24809873098730986,0.9982950100853721,0.003707167029967303,[0.         0.75019013 0.75038025 ... 1.         1.         1.        ],1346
91,Single Session,Open Set,erpcore p300,AR+PSD+LDA,12,session_1,0.25,0.34375,0.34375,0.9878689411894118,0.018626196516243865,[0.      0.65625 0.65625 ... 1.      1.      1.     ],1346
92,Single Session,Open Set,erpcore p300,AR+PSD+LDA,13,session_1,0.21875,0.6875,0.6875,0.9896158336583366,0.04382943193976422,[0.     0.3125 0.3125 ... 1.     1.     1.    ],1346
93,Single Session,Open Set,erpcore p300,AR+PSD+LDA,14,session_1,0.1996869968699687,0.43246869968699686,0.4369968699686997,0.9928981369696995,0.016983811308208425,[0.         0.56255031 0.56260063 ... 1.         1.         1.        ],1346
94,Single Session,Open Set,erpcore p300,AR+PSD+LDA,15,session_1,0.7749999999999999,0.8,0.8,0.9698751987519875,0.05929114023832091,[0.  0.2 0.2 ... 1.  1.  1. ],1346
95,Single Session,Open Set,erpcore p300,AR+PSD+LDA,16,session_1,0.2830047744921893,0.6283004774492189,0.6478300477449219,0.9919665527155382,0.014323764051911119,[0.         0.350217   0.35043399 ... 1.         1.         1.        ],1346
96,Single Session,Open Set,erpcore p300,AR+PSD+LDA,17,session_1,0.3,0.5,0.5,0.9933616836168362,0.013156507881620962,[0.  0.5 0.5 ... 1.  1.  1. ],1346
97,Single Session,Open Set,erpcore p300,AR+PSD+LDA,18,session_1,0.38888888888888895,0.8333333333333334,0.8333333333333334,0.9798045202674249,0.043197421838178,[0.         0.16666667 0.16666667 ... 1.         1.         1.        ],1346
98,Single Session,Open Set,erpcore p300,AR+PSD+LDA,19,session_1,0.9,1.0,1.0,0.9380688806888069,0.08187538282045466,[0. 0. 0. ... 1. 1. 1.],1346
99,Single Session,Open Set,erpcore p300,AR+PSD+LDA,20,session_1,0.65,0.95,0.95,0.9216844668446684,0.12079162875341219,[0.   0.05 0.05 ... 1.   1.   1.  ],1346
100,Single Session,Open Set,erpcore p300,AR+PSD+LDA,21,session_1,0.4444444444444444,0.6388888888888888,0.6388888888888888,0.9570234591234802,0.12570994320454354,[0.         0.36111111 0.36111111 ... 1.         1.         1.        ],1346
101,Single Session,Open Set,erpcore p300,AR+PSD+LDA,22,session_1,0.34341787295423976,0.6021989301525669,0.6066484644438281,0.9535937353732257,0.1258099515529068,[0.         0.39290658 0.39295602 ... 1.         1.         1.        ],1346
102,Single Session,Open Set,erpcore p300,AR+PSD+LDA,23,session_1,0.07500000000000001,0.25904984049840496,0.2734049840498405,0.9977266079448862,0.006252251240073565,[0.        0.7251595 0.725319  ... 1.        1.        1.       ],1346
103,Single Session,Open Set,erpcore p300,AR+PSD+LDA,24,session_1,0.7222222222222223,0.9722222222222222,0.9722222222222222,0.9520300758563142,0.09887708983281336,[0.         0.02777778 0.02777778 ... 1.         1.         1.        ],1346
104,Single Session,Open Set,erpcore p300,AR+PSD+LDA,25,session_1,0.25,0.5,0.5,0.9913929139291393,0.0351319557442782,[0.  0.5 0.5 ... 1.  1.  1. ],1346
105,Single Session,Open Set,erpcore p300,AR+PSD+LDA,26,session_1,0.975,1.0,1.0,0.8855833558335583,0.17986006259444481,[0. 0. 0. ... 1. 1. 1.],1346
106,Single Session,Open Set,erpcore p300,AR+PSD+LDA,27,session_1,0.9285714285714286,1.0,1.0,0.9070647849335636,0.1452680696301104,[0. 0. 0. ... 1. 1. 1.],1346
107,Single Session,Open Set,erpcore p300,AR+PSD+LDA,28,session_1,0.475,0.7721749717497175,0.7747174971749717,0.9610923675537418,0.10314546690797893,[0.         0.22502825 0.2250565  ... 1.         1.         1.        ],1346
108,Single Session,Open Set,erpcore p300,AR+PSD+LDA,29,session_1,0.75,0.975,0.975,0.9320890708907089,0.1079377896112745,[0.    0.025 0.025 ... 1.    1.    1.   ],1346
109,Single Session,Open Set,erpcore p300,AR+PSD+LDA,30,session_1,0.0,0.33499834998349987,0.48349983499835,0.9992392264846058,0.0015169540292889706,[0.         0.50165002 0.50330003 ... 1.         1.         1.        ],1346
110,Single Session,Open Set,erpcore p300,AR+PSD+LDA,31,session_1,0.0,0.0,0.0,0.9999949999499995,1e-05,[0. 1. 1. ... 1. 1. 1.],1346
111,Single Session,Open Set,erpcore p300,AR+PSD+LDA,32,session_1,0.33333333333333337,0.5833333333333334,0.5833333333333334,0.9593498712764905,0.08544080243305141,[0.         0.41666667 0.41666667 ... 1.         1.         1.        ],1346
112,Single Session,Open Set,erpcore p300,AR+PSD+LDA,33,session_1,0.9249999999999999,0.95,0.95,0.8983357333573336,0.1355448009679374,[0.   0.05 0.05 ... 1.   1.   1.  ],1346
113,Single Session,Open Set,erpcore p300,AR+PSD+LDA,34,session_1,0.6310415881936597,0.749215269930477,0.7499215269930477,0.9631561888316277,0.0629803208252088,[0.         0.25000785 0.25001569 ... 1.         1.         1.        ],1346
114,Single Session,Open Set,erpcore p300,AR+PSD+LDA,35,session_1,0.6666666666666667,0.9380414637479708,0.9563041463747971,0.9650877038950691,0.07499638780285742,[0.         0.04186959 0.0420725  ... 1.         1.         1.        ],1346
115,Single Session,Open Set,erpcore p300,AR+PSD+LDA,36,session_1,0.21492214922149222,0.4714922149221492,0.49714922149221497,0.992890290252766,0.025932668702454535,[0.         0.50028508 0.50057016 ... 1.         1.         1.        ],1346
116,Single Session,Open Set,erpcore p300,AR+PSD+LDA,37,session_1,0.675,0.9,0.9,0.9757937579375794,0.054234934411386354,[0.  0.1 0.1 ... 1.  1.  1. ],1346
117,Single Session,Open Set,erpcore p300,AR+PSD+LDA,38,session_1,0.6111111111111112,0.8611111111111112,0.8611111111111112,0.9351182400712896,0.08824316119269167,[0.         0.13888889 0.13888889 ... 1.         1.         1.        ],1346
118,Single Session,Open Set,erpcore p300,AR+PSD+LDA,39,session_1,0.1940614406144061,0.5655056550565506,0.6190505655056551,0.9936355460553076,0.02559769620734134,[0.         0.37559494 0.37618989 ... 1.         1.         1.        ],1346
119,Single Session,Open Set,erpcore p300,AR+PSD+LDA,40,session_1,0.5228330616639499,0.997283306166395,0.9997283306166395,0.9704598916824544,0.04511572677092916,"[0.00000000e+00 2.71669383e-05 5.43338767e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",1346
120,Single Session,Open Set,erpcore p300,AR+PSD+NB,1,session_1,0.3255234933301714,0.9047182932146782,0.9904718293214678,0.9799581826746854,0.05641274381940026,"[0.00000000e+00 9.52817068e-04 1.90563414e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",1346
121,Single Session,Open Set,erpcore p300,AR+PSD+NB,2,session_1,0.125,0.6227737277372773,0.7372773727737277,0.9595345188074932,0.08734888882506034,[0.         0.25127226 0.25254453 ... 0.99999908 0.99999954 1.        ],1346
122,Single Session,Open Set,erpcore p300,AR+PSD+NB,3,session_1,0.21444353332422214,0.7199623848090333,0.7719962384809033,0.9671761017614288,0.058647475384632074,[0.         0.22280038 0.22337853 ... 1.         1.         1.        ],1346
123,Single Session,Open Set,erpcore p300,AR+PSD+NB,4,session_1,0.5945395709368348,0.9039531520856334,0.9903953152085634,0.9800611324007458,0.037829096140466596,"[0.00000000e+00 9.60468479e-04 1.92093696e-03 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",1346
124,Single Session,Open Set,erpcore p300,AR+PSD+NB,5,session_1,0.46892201614323836,0.6965915236075437,0.7671591523607544,0.9588717397525618,0.0942942171132755,[0.         0.22578408 0.22656817 ... 1.         1.         1.        ],1346
125,Single Session,Open Set,erpcore p300,AR+PSD+NB,6,session_1,0.49499994999950003,0.49949999499995,0.49994999949999497,0.7499974999749996,0.33333333333333337,[0.       0.500005 0.50001  ... 0.99999  0.999995 1.      ],1346
126,Single Session,Open Set,erpcore p300,AR+PSD+NB,7,session_1,0.9057377670550899,0.990573776705509,0.9990573776705509,0.8944132298285363,0.14316239316240803,"[0.00000000e+00 9.42622329e-05 1.88524466e-04 ... 9.99995943e-01
 9.99997971e-01 1.00000000e+00]",1346
127,Single Session,Open Set,erpcore p300,AR+PSD+NB,8,session_1,0.559764956411311,0.9539762534164866,0.9953976253416487,0.9410116496469719,0.07808988512776113,"[0.00000000e+00 4.60237466e-04 9.20474932e-04 ... 9.99996158e-01
 9.99998079e-01 1.00000000e+00]",1346
128,Single Session,Open Set,erpcore p300,AR+PSD+NB,9,session_1,0.19999949999499994,0.4543745437454375,0.49543745437454373,0.987509738449143,0.032784051987767585,[0.         0.50045625 0.50091251 ... 1.         1.         1.        ],1346
129,Single Session,Open Set,erpcore p300,AR+PSD+NB,10,session_1,0.9042347497118381,0.9904234749711838,0.9990423474971184,0.7953350878388293,0.33991535084649155,"[0.00000000e+00 9.57652503e-05 1.91530501e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]",1346
130,Single Session,Open Set,erpcore p300,AR+PSD+NB,11,session_1,0.6081836467715327,0.7358183646771532,0.7485818364677153,0.9664798169389116,0.07213872291021672,[0.         0.25014182 0.25028363 ... 1.         1.         1.        ],1346
