,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,epochs_duration
19,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,7,session_1,0.3373015873015873,0.5,0.5049603174603174,0.02596234079959302,13102,1.0
20,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,8,session_1,0.0,0.25,0.45337301587301587,0.0010802182082642435,13102,1.0
21,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,9,session_1,0.011904761904761918,0.22123015873015875,0.5952380952380951,0.0076092370419286685,13102,1.0
22,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,10,session_1,0.0,0.25,0.5009920634920635,0.0008347806843367347,13102,1.0
23,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,11,session_1,0.007936507936507936,0.01785714285714285,0.02182539682539683,0.005050104644384022,13102,1.0
24,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,12,session_1,0.0,0.0,0.2678571428571429,0.0004218669526341193,13102,1.0
25,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,13,session_1,0.001984126984126977,0.25297619047619047,0.5089285714285714,0.002978698550755331,13102,1.0
26,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,1,session_1,0.0,0.12404040707073738,0.4496036627032937,0.0006671370175933992,13102,1.0
27,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,2,session_1,0.0,0.0049603174603174705,0.054563492063492064,0.0005862374048516747,13102,1.0
28,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,3,session_1,0.0029761904761904656,0.1912947948923934,0.45279169805586944,0.0038082191650422683,13102,1.0
29,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,4,session_1,0.20634920634920637,0.4562046278832197,0.7340591596752908,0.033074417057487475,13102,1.0
30,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,5,session_1,0.09325396825396823,0.17658730158730157,0.3742862230209604,0.03903113920816354,13102,1.0
31,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,6,session_1,0.0,0.1558740587405874,0.678049131681793,0.0012438093678334354,13102,1.0
32,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,7,session_1,0.41551567301387293,0.5391666416664166,0.9759404736904512,0.04472643003040116,13102,1.0
33,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,8,session_1,0.0,0.1815447699931545,0.4181537269918154,0.0009984183116665602,13102,1.0
34,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,9,session_1,0.007936507936507936,0.4690387975308324,0.7421419749911785,0.007854837928228206,13102,1.0
35,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,10,session_1,0.0,0.42834090105606937,0.717834090105607,0.002308648377779437,13102,1.0
36,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,11,session_1,0.24261681405588298,0.2492616814055883,0.42492541813305873,0.06332910537781315,13102,1.0
37,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,12,session_1,0.17073604946575782,0.2420736049465758,0.6548295317957357,0.0079814381169607,13102,1.0
38,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,13,session_1,0.001984126984126977,0.24245671028138852,0.48360954839707126,0.0036349833346870867,13102,1.0
39,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,1,session_1,0.00694444444444442,0.2232139285678571,0.46478848717058596,0.009012646115392797,13102,1.0
40,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,2,session_1,0.6303634590448081,0.738929203047338,0.7567302218920353,0.058734174818206954,13102,1.0
41,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,3,session_1,0.3265936911848684,0.6685808877252073,0.9584704691820392,0.05059523809535906,13102,1.0
42,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,4,session_1,0.4815785094682894,0.5772591955317034,0.9102363196571714,0.10460760809247037,13102,1.0
43,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,5,session_1,0.7216504485308788,0.9564067116745181,0.9956406711674518,0.16942066572673295,13102,1.0
44,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,6,session_1,0.0969269514123712,0.24372047291901489,0.2602847457045999,0.012733191946035775,13102,1.0
45,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,7,session_1,0.014880952380952384,0.22599645639313534,0.26218297897264686,0.013641296061180936,13102,1.0
46,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,8,session_1,0.02281746031746032,0.17375504112183981,0.2557683612550411,0.019841269841198682,13102,1.0
47,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,9,session_1,0.2659140620755571,0.623484983278247,0.9178814484985962,0.047123193464980825,13102,1.0
48,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,10,session_1,0.05759853744521096,0.25308128231594973,0.2736216202950871,0.0346380584732322,13102,1.0
49,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,11,session_1,0.49423746518832623,0.5211499369950231,0.6951984066764892,0.1021719106327605,13102,1.0
50,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,12,session_1,0.47494079492097246,0.5206091588571766,0.5283505984254002,0.06936062353911891,13102,1.0
51,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,13,session_1,0.9127892229075079,0.9904992571873366,0.9990499257187337,0.042833207037174234,13102,1.0
52,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,1,session_1,0.0020259974425141103,0.005950213722916431,0.23055212694984092,0.003646559306752433,13102,1.0
53,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,2,session_1,0.03527559363974567,0.6172514039955215,0.9158512501130303,0.018735429215181024,13102,1.0
54,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,3,session_1,0.2469990228161054,0.3568243641429476,0.7017174300975649,0.05988409369420674,13102,1.0
55,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,4,session_1,0.4287053012765663,0.6976632460678547,0.7517948926603231,0.04044280188107125,13102,1.0
56,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,5,session_1,0.4760772986037074,0.7609049836696582,0.9760904983669658,0.07455269373813306,13102,1.0
57,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,6,session_1,0.02366727946836117,0.40066882811685267,0.7204240256688281,0.020222500260272273,13102,1.0
58,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,7,session_1,0.5785622995698585,0.900554377397014,0.9900554377397014,0.039801604540364875,13102,1.0
59,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,8,session_1,0.0029721508364213833,0.003745146578449904,0.22946006245776746,0.002981190476197995,13102,1.0
60,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,9,session_1,0.5639295589521655,0.9563929558952164,0.9956392955895217,0.037770075760881566,13102,1.0
61,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,10,session_1,0.36218237487629346,0.5558865513481873,0.7368386551348187,0.027515137664708256,13102,1.0
62,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,11,session_1,0.38055289017877303,0.5524824700928239,0.7320339612949966,0.06460821052245494,13102,1.0
63,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,12,session_1,0.0669527048868297,0.6324997032035352,0.7444999703203535,0.017407384416234885,13102,1.0
64,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,13,session_1,0.19230658644149218,0.6570960298887162,0.7505310315603002,0.021488124962032305,13102,1.0
65,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,1,session_1,0.0,0.0,0.0,1e-05,13102,1.0
66,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,2,session_1,0.004550164549264546,0.014858104930255661,0.030846121953283012,0.004867857429872745,13102,1.0
67,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,3,session_1,0.0009920634920634885,0.0009920634920634885,0.0029761904761904656,0.0010819573747101877,13102,1.0
68,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,4,session_1,0.001984126984126977,0.006606140796857701,0.014880952380952384,0.002589194894039402,13102,1.0
69,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,5,session_1,0.003968253968253954,0.005952380952380959,0.013981141795544966,0.004129799039575497,13102,1.0
70,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,6,session_1,0.0,0.0,0.0,1e-05,13102,1.0
71,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,7,session_1,0.008928571428571425,0.011893338179413515,0.012896825396825407,0.006120480084352752,13102,1.0
72,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,8,session_1,0.0,0.0,0.0,1e-05,13102,1.0
73,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,9,session_1,0.005952380952380959,0.019829846115921507,0.061600189414592554,0.007835977956149482,13102,1.0
74,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,10,session_1,0.0,0.0,0.0,1e-05,13102,1.0
75,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,11,session_1,0.003968253968253954,0.004960317460317443,0.00852856742853142,0.003970753968253865,13102,1.0
76,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,12,session_1,0.0,0.0,0.0,1e-05,13102,1.0
77,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,13,session_1,0.005952380952380959,0.006920604920334916,0.015273208287638451,0.0063593007991322465,13102,1.0
0,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,1,session_1,0.005952380952380931,0.009920634920634913,0.010912698412698402,0.006944889755356598,13102,1.2
1,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,2,session_1,0.005952380952380931,0.014880952380952384,0.03273809523809526,0.006364738791347799,13102,1.2
2,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,3,session_1,0.001984126984126977,0.0029761904761904656,0.00694444444444442,0.0026474620132125233,13102,1.2
3,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,4,session_1,0.01190476190476189,0.020833333333333343,0.031746031746031744,0.010912698412698481,13102,1.2
4,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,5,session_1,0.010912698412698402,0.025793650793650785,0.04464285714285712,0.009180545938842745,13102,1.2
5,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,6,session_1,0.001984126984126977,0.009920634920634913,0.01686507936507939,0.004545198694143387,13102,1.2
6,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,7,session_1,0.008928571428571425,0.012896825396825407,0.018849206349206338,0.009013358612740704,13102,1.2
7,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,8,session_1,0.0,0.0009920634920634885,0.0009920634920634885,0.0009995634920720098,13102,1.2
8,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,9,session_1,0.009920634920634913,0.02281746031746032,0.030753968253968256,0.00992108023147537,13102,1.2
9,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,10,session_1,0.0,0.0029761904761904656,0.003968253968253954,0.0028972939137046592,13102,1.2
10,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,11,session_1,0.018849206349206366,0.025793650793650785,0.035714285714285726,0.017198706247319284,13102,1.2
11,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,12,session_1,0.005952380952380931,0.007936507936507908,0.012896825396825379,0.00686393224435246,13102,1.2
12,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,13,session_1,0.008928571428571397,0.008928571428571397,0.016865079365079333,0.00892857142857149,13102,1.2
13,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,1,session_1,0.0009920634920634885,0.25297619047619047,0.2619047619047619,0.0014942552331925153,13102,1.2
14,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,2,session_1,0.02281746031746032,0.11309523809523811,0.20436507936507936,0.0063722956768554094,13102,1.2
15,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,3,session_1,0.019841269841269826,0.2688492063492064,0.4275793650793651,0.009675274906413478,13102,1.2
16,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,4,session_1,0.2400793650793651,0.43253968253968256,0.7628968253968254,0.032004222971769435,13102,1.2
17,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,5,session_1,0.004960317460317443,0.04067460317460317,0.2926587301587301,0.005953277833423308,13102,1.2
18,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,6,session_1,0.0,0.12996031746031744,0.498015873015873,0.001659014073080735,13102,1.2
19,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,7,session_1,0.38591269841269843,0.5009920634920635,0.503968253968254,0.024640212912027917,13102,1.2
20,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,8,session_1,0.0,0.25,0.5,0.001164371530479541,13102,1.2
21,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,9,session_1,0.185515873015873,0.38095238095238093,0.875,0.014882466437821033,13102,1.2
22,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,10,session_1,0.0,0.25,0.49404761904761907,0.0007524395146374577,13102,1.2
23,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,11,session_1,0.005952380952380959,0.010912698412698402,0.2916666666666667,0.00628967183876937,13102,1.2
24,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,12,session_1,0.001984126984126977,0.003968253968253982,0.011904761904761918,0.0023207882393763033,13102,1.2
25,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,13,session_1,0.013888888888888895,0.2513843193987495,0.5475590668605099,0.00761271258427069,13102,1.2
26,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,1,session_1,0.003968253968253982,0.20673857532226117,0.47801512737349594,0.005046720013953381,13102,1.2
27,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,2,session_1,0.019841269841269854,0.09911495940356227,0.24988576274651636,0.0060403383723942475,13102,1.2
28,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,3,session_1,0.005952380952380959,0.22100879017448183,0.27468024409681324,0.006037665247525266,13102,1.2
29,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,4,session_1,0.18032708104858824,0.3106896346741245,0.5505106489556959,0.03646605947642824,13102,1.2
30,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,5,session_1,0.04067460317460317,0.09424603174603172,0.34648629224387484,0.017287450168335904,13102,1.2
31,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,6,session_1,0.005952380952380959,0.1914333429048576,0.6581851830423066,0.007937815937533314,13102,1.2
32,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,7,session_1,0.3749113177944966,0.5039990349537194,0.9148817457344293,0.044145831242874134,13102,1.2
33,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,8,session_1,0.0,0.18181749999318175,0.41758099399175813,0.0009986912830666766,13102,1.2
34,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,9,session_1,0.16666666666666663,0.60423353708327,0.9031812902162635,0.02703713678666547,13102,1.2
35,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,10,session_1,0.0,0.1854968549685497,0.6933577669110025,0.0010790511879471985,13102,1.2
36,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,11,session_1,0.0828076285443359,0.23506647714014786,0.47204440094869,0.01910680130527127,13102,1.2
37,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,12,session_1,0.003968253968253982,0.010912698412698402,0.4057036998941418,0.004716376181498355,13102,1.2
38,Single Session,Open Set,Visual Speller LLP,AR+PSD+LDA,13,session_1,0.015873015873015872,0.24810918744108074,0.5363893222265557,0.01074784433928135,13102,1.2
39,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,1,session_1,0.19902763368576248,0.5403736703291986,0.7344937162392691,0.028324782395154888,13102,1.2
40,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,2,session_1,0.6262993164887529,0.7462608840298277,0.7662904703245798,0.06729233537700567,13102,1.2
41,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,3,session_1,0.618253389071771,0.7676785135103517,0.9677945294749593,0.09626690182245257,13102,1.2
42,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,4,session_1,0.9039304722034214,0.9903930472203422,0.9990393047220343,0.16204505511082706,13102,1.2
43,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,5,session_1,0.907553094317274,0.9907553094317274,0.9990755309431727,0.1667607214181194,13102,1.2
44,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,6,session_1,0.23419653272496443,0.7052671499882044,0.9705267149988204,0.041666666666669155,13102,1.2
45,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,7,session_1,0.2578686490515037,0.7893043311283936,0.9789304331128394,0.02918709752806492,13102,1.2
46,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,8,session_1,0.22335904133153509,0.5459746772272337,0.7385260391512948,0.029485610676537242,13102,1.2
47,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,9,session_1,0.4613650415591415,0.8874505393200753,0.9887450539320075,0.05969151358660793,13102,1.2
48,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,10,session_1,0.2869221838917587,0.5160825030063078,0.9514286592190057,0.068709991947668,13102,1.2
49,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,11,session_1,0.7224211449318891,0.9099555451989245,0.9909955545198924,0.13288860899204163,13102,1.2
50,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,12,session_1,0.5111795333624363,0.8923643464549368,0.9892364346454936,0.12899827376562908,13102,1.2
51,Single Session,Open Set,Visual Speller LLP,AR+PSD+NB,13,session_1,0.9252719411436183,0.9915602687232636,0.9991560268723263,0.07085429856773787,13102,1.2
52,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,1,session_1,0.011393350540648245,0.2946147304879642,0.48749535953845496,0.008349507792145511,13102,1.2
53,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,2,session_1,0.07672601149669844,0.6291468637590016,0.7450551203042894,0.01932358650047187,13102,1.2
54,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,3,session_1,0.24451970873711876,0.3809289609336003,0.707537942726366,0.042362191294856064,13102,1.2
55,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,4,session_1,0.47380212460803156,0.7884905301563008,0.9788490530156301,0.06810850228232532,13102,1.2
56,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,5,session_1,0.24026166526842463,0.3287624775377064,0.6973266911102449,0.04339011492338388,13102,1.2
57,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,6,session_1,0.028458792377610953,0.4077133552720809,0.7265059393018173,0.02080457561139324,13102,1.2
58,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,7,session_1,0.5759138542547576,0.8367271883067036,0.9836727188306704,0.040094402676593255,13102,1.2
59,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,8,session_1,0.0069042227539054535,0.012211935165719723,0.40823574241033417,0.006908428406390128,13102,1.2
60,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,9,session_1,0.5387785959721483,0.9357296508058699,0.9935729650805869,0.03466863928889114,13102,1.2
61,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,10,session_1,0.3901514999791368,0.6399277443773137,0.7461356315805885,0.02849136156187263,13102,1.2
62,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,11,session_1,0.44324742655233146,0.7121123714874172,0.9223373323382651,0.055788237859568206,13102,1.2
63,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,12,session_1,0.3946223011176568,0.7005342206260431,0.7584462792054615,0.03486953729955267,13102,1.2
64,Single Session,Open Set,Visual Speller LLP,AR+PSD+KNN,13,session_1,0.1090587637538413,0.6745924498420304,0.920272032040645,0.019493012356432932,13102,1.2
65,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,1,session_1,0.0009920634920634885,0.0009920634920634885,0.0009920634920634885,0.000999563492063496,13102,1.2
66,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,2,session_1,0.001984126984126977,0.01090077865064365,0.01755723906445414,0.004912813792857505,13102,1.2
67,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,3,session_1,0.005952380952380959,0.008928571428571425,0.012596921604136668,0.006850913306804448,13102,1.2
68,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,4,session_1,0.0288927761726597,0.040651755723906446,0.05357142857142855,0.02174034345653711,13102,1.2
69,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,5,session_1,0.004424553174103146,0.012896825396825407,0.03298030004109567,0.005753497084817599,13102,1.2
70,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,6,session_1,0.0,0.0,0.0,1e-05,13102,1.2
71,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,7,session_1,0.014809156028068204,0.02281746031746032,0.02946200096921603,0.01423143387184964,13102,1.2
72,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,8,session_1,0.0,0.0,0.0,1e-05,13102,1.2
73,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,9,session_1,0.013888888888888895,0.05253267810455883,0.09939065660497876,0.011851653696914568,13102,1.2
74,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,10,session_1,0.0,0.00048460802068336917,0.0009920634920634885,0.00029102707683583513,13102,1.2
75,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,11,session_1,0.004960317460317443,0.011904761904761918,0.015573112080327162,0.005721454248367794,13102,1.2
76,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,12,session_1,0.0035813304561616854,0.005952380952380931,0.005952380952380931,0.003970753968262278,13102,1.2
77,Single Session,Open Set,Visual Speller LLP,AR+PSD+RF,13,session_1,0.008928571428571425,0.02279461286676357,0.037398409698382734,0.009569843813946521,13102,1.2
0,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,1,session_1,0.0,0.0029761904761904656,0.005952380952380931,0.0011628112314495112,13102,1.4
1,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,2,session_1,0.003968253968253954,0.014880952380952384,0.030753968253968256,0.007189779199963087,13102,1.4
2,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,3,session_1,0.005952380952380931,0.005952380952380931,0.005952380952380931,0.005952380952380475,13102,1.4
3,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,4,session_1,0.004960317460317443,0.0069444444444444475,0.009920634920634913,0.005045995266167704,13102,1.4
4,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,5,session_1,0.0069444444444444475,0.011904761904761918,0.015873015873015872,0.007031731628612769,13102,1.4
5,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,6,session_1,0.001984126984126977,0.007936507936507908,0.009920634920634913,0.005125349658079505,13102,1.4
6,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,7,session_1,0.007936507936507908,0.007936507936507908,0.011904761904761918,0.007936507936509716,13102,1.4
7,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,8,session_1,0.0,0.0,0.0,1e-05,13102,1.4
8,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,9,session_1,0.009920634920634913,0.01686507936507936,0.02182539682539683,0.010499182765560605,13102,1.4
9,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,10,session_1,0.0,0.0,0.0,1e-05,13102,1.4
10,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,11,session_1,0.009920634920634913,0.013888888888888867,0.013888888888888867,0.01066376965245805,13102,1.4
11,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,12,session_1,0.001984126984126977,0.0029761904761904656,0.003968253968253954,0.0028145551594068187,13102,1.4
12,Single Session,Open Set,Visual Speller LLP,AR+PSD+SVM,13,session_1,0.009920634920634913,0.010912698412698402,0.012896825396825379,0.010912698412707315,13102,1.4
13,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,1,session_1,0.0,0.08333333333333334,0.25,0.000750634731823124,13102,1.4
14,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,2,session_1,0.0,0.0,0.27380952380952384,0.00042181546659315623,13102,1.4
15,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,3,session_1,0.03869047619047619,0.1359126984126984,0.3849206349206349,0.016867765174137805,13102,1.4
16,Single Session,Open Set,Visual Speller LLP,AR+PSD+LR,4,session_1,0.2767857142857143,0.566468253968254,0.7589285714285714,0.03952676995017754,13102,1.4
