,evaluation,eval Type,dataset,pipeline,subject,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples
124,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,17,0.12,0.79,0.97879978799788,0.030000000000000363,10800
125,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,18,0.92,0.99,1.0,0.17,10800
126,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,19,1.0,1.0,1.0,0.22999999999999318,10800
127,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,20,0.5700000000000001,0.99,1.0,0.2505719337855523,10800
128,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,21,0.33999999999999997,0.97,0.997349973499735,0.06000000000000661,10800
129,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,22,0.6799999999999999,1.0,1.0,0.08999999999999782,10800
130,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,23,1.0,1.0,1.0,0.20000000000000012,10800
131,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,24,1.0,1.0,1.0,0.3000000000000003,10800
132,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,25,0.75,1.0,1.0,0.13565570085615242,10800
133,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,26,1.0,1.0,1.0,0.24962287335537817,10800
134,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,27,0.64,1.0,1.0,0.08999999999999998,10800
135,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,28,0.43000000000000005,1.0,1.0,0.057543032397926054,10800
136,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,29,0.9,1.0,1.0,0.10339763634002339,10800
137,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,30,1.0,1.0,1.0,0.12000000000030107,10800
138,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,31,0.99,1.0,1.0,0.21735481872945783,10800
139,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,32,1.0,1.0,1.0,0.05999999999995099,10800
140,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,33,0.48,0.77,0.99469994699947,0.11999999999999969,10800
141,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,34,0.5900000000000001,0.9293326266595999,0.99293326266596,0.14490654252290233,10800
142,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,35,0.020000000000000018,0.37061870618706194,0.9370618706187062,0.02000000000001001,10800
143,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,36,0.96,1.0,1.0,0.21867784785455127,10800
144,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,37,0.24,0.77,1.0,0.04000000000000086,10800
145,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,38,0.47,0.97349973499735,0.997349973499735,0.046034425918340845,10800
146,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,39,0.9299999999999999,0.99,1.0,0.07000000000000013,10800
147,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,40,0.21999999999999997,0.94,1.0,0.0571634082258564,10800
148,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,41,0.87,1.0,1.0,0.06038022357865713,10800
149,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,42,1.0,1.0,1.0,0.22924766864236523,10800
150,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,43,0.45999999999999996,0.98,1.0,0.05490564341302111,10800
151,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,44,0.43999999999999995,1.0,1.0,0.05000000000000001,10800
152,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,45,0.56,0.91,0.98,0.09999999999996637,10800
153,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,46,0.43000000000000005,0.9271242712427125,0.9927124271242712,0.05000000000000008,10800
154,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,47,0.45999999999999996,0.92,1.0,0.060000000000000095,10800
155,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,48,0.64,0.85,0.99,0.18999999999999978,10800
156,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,49,1.0,1.0,1.0,0.11132045297804076,10800
157,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,50,0.5900000000000001,0.99,0.998939989399894,0.10377726051209303,10800
158,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,51,0.9299999999999999,1.0,1.0,0.07038032347975504,10800
159,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,52,0.42000000000000004,0.92,1.0,0.06811256855712844,10800
160,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,53,0.84,1.0,1.0,0.09999999999999992,10800
161,Multi Session,Close Set,Lee2019_ERP,AR+PSD+LDA,54,0.8,0.98,0.99,0.12471653063467167,10800
162,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,1,0.9810787477172669,0.9981078747717267,0.9998107874771727,0.3457687560005486,10800
163,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,2,0.9770276340534303,0.997702763405343,0.9997702763405343,0.3032863849765258,10800
164,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,3,0.8008650606737281,0.9800865060673728,0.9980086506067373,0.2500000000003885,10800
165,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,4,0.9464473811404781,0.9946447381140479,0.9994644738114048,0.15735125389280447,10800
166,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,5,0.9921973047429493,0.9992197304742949,0.9999219730474295,0.5639616779388406,10800
167,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,6,0.9841631882454283,0.9984163188245428,0.9998416318824542,0.38999999999999835,10800
168,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,7,0.9775821444768321,0.9977582144476832,0.9997758214447683,0.30847411069907976,10800
169,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,8,0.8584232417666642,0.9858423241766664,0.9985842324176667,0.12000000000000002,10800
170,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,9,0.9660829299117972,0.9966082929911797,0.9996608292991179,0.22770365168539328,10800
171,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,10,0.9660494825588826,0.9966049482558883,0.9996604948255888,0.22753036437246962,10800
172,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,11,0.9613104451295691,0.9961310445129569,0.9996131044512957,0.20538449137514106,10800
173,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,12,0.9553123364415874,0.9955312336441587,0.9995531233644159,0.18285809018567636,10800
174,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,13,0.9629622280474773,0.9962962228047477,0.9996296222804748,0.26000000000013146,10800
175,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,14,0.9901893121384937,0.9990189312138493,0.9999018931213849,0.518296886082778,10800
176,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,15,0.95590943777722,0.9955909437777221,0.9995590943777722,0.18487664210189045,10800
177,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,16,0.9805580192963014,0.9980558019296302,0.9998055801929631,0.33965330444203684,10800
178,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,17,0.8633224154591116,0.9863322415459111,0.9986332241545911,0.0852855672883845,10800
179,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,18,0.977461414245883,0.9977461414245883,0.9997746141424588,0.3073295607652924,10800
180,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,19,0.9789592546991078,0.9978959254699108,0.9997895925469911,0.3221593968766828,10800
181,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,20,0.9871878343845106,0.9987187834384511,0.999871878343845,0.4200000000000197,10800
182,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,21,0.9522866274891459,0.9952286627489146,0.9995228662748915,0.2132089231660656,10800
183,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,22,0.985550564338795,0.9985550564338795,0.999855505643388,0.4499999999999548,10800
184,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,23,0.9847609469752203,0.9984760946975221,0.9998476094697522,0.39621377115094625,10800
185,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,24,0.9729258813965153,0.9972925881396515,0.9997292588139651,0.26973191553092707,10800
186,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,25,0.9777488923093581,0.9977748892309358,0.9997774889230936,0.3100690087829361,10800
187,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,26,0.9858318277672684,0.9985831827767269,0.9998583182776727,0.40622783444390054,10800
188,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,27,0.9602293113283353,0.9960229311328336,0.9996022931132833,0.2009230769230769,10800
189,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,28,0.9711826655371624,0.9971182665537163,0.9997118266553716,0.26000000000004003,10800
190,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,29,0.8961845288555979,0.9896184528855598,0.998961845288556,0.16207954125415838,10800
191,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,30,0.9505471728145274,0.9950547172814528,0.9995054717281453,0.16820197884680996,10800
192,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,31,0.9146160420346836,0.9914616042034684,0.9991461604203469,0.14000000000000004,10800
193,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,32,0.9994524738635816,0.9999452473863581,0.9999945247386358,0.6845871879909394,10800
194,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,33,0.9613250041659017,0.9961325004165902,0.999613250041659,0.2054459232063638,10800
195,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,34,0.9339694393621677,0.9933969439362168,0.9993396943936217,0.19999999999999343,10800
196,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,35,0.9982735983711629,0.9998273598371162,0.9999827359837117,0.5799999999999852,10800
197,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,36,0.9434661013276799,0.994346610132768,0.9994346610132768,0.27999280712095026,10800
198,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,37,0.919852857065156,0.9919852857065156,0.9991985285706516,0.11093073593073592,10800
199,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,38,0.9733218808698154,0.9973321880869815,0.9997332188086981,0.27264409881061297,10800
200,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,39,0.9431272851541301,0.994312728515413,0.9994312728515413,0.24000000000000005,10800
201,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,40,0.9965902353032376,0.9996590235303238,0.9999659023530324,0.6254707839239153,10800
202,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,41,0.9692695566898404,0.996926955668984,0.9996926955668984,0.24551845342706502,10800
203,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,42,0.9841165604085063,0.9984116560408506,0.9998411656040851,0.3863497867154174,10800
204,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,43,1.0,1.0,1.0,0.7811366746920548,10800
205,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,44,0.9793331266645999,0.99793331266646,0.999793331266646,0.3260869565217391,10800
206,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,45,0.9729006977906163,0.9972900697790616,0.9997290069779061,0.2695488176410852,10800
207,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,46,0.907782960613489,0.9907782960613489,0.9990778296061349,0.09783192976169146,10800
208,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,47,0.9348236725610499,0.993482367256105,0.9993482367256105,0.1330217508538558,10800
209,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,48,0.9761946772010093,0.9976194677201009,0.9997619467720101,0.3199999999998376,10800
210,Multi Session,Close Set,Lee2019_ERP,AR+PSD+NB,49,0.9821955376321047,0.9982195537632105,0.999821955376321,0.3596568026615304,10800
