,evaluation,eval Type,dataset,pipeline,subject,session,frr_1_far,frr_0.1_far,frr_0.01_far,eer,n_samples,PSD
16,Single Session,Open Set,Visual Speller LLP,PSD+LR,4,session_1,0.2876984126984127,0.4732142857142857,0.7529761904761905,0.04596516315483819,13102,1
17,Single Session,Open Set,Visual Speller LLP,PSD+LR,5,session_1,0.12698412698412698,0.2708333333333333,0.5634920634920635,0.03481137345262983,13102,1
18,Single Session,Open Set,Visual Speller LLP,PSD+LR,6,session_1,0.0,0.3501984126984127,0.4861111111111111,0.001494596220348231,13102,1
19,Single Session,Open Set,Visual Speller LLP,PSD+LR,7,session_1,0.4990079365079365,0.5009920634920635,0.5009920634920635,0.07060283029728169,13102,1
20,Single Session,Open Set,Visual Speller LLP,PSD+LR,8,session_1,0.0,0.0,0.0,1e-05,13102,1
21,Single Session,Open Set,Visual Speller LLP,PSD+LR,9,session_1,0.001984126984126977,0.0734126984126984,0.34226190476190477,0.0030614292304886825,13102,1
22,Single Session,Open Set,Visual Speller LLP,PSD+LR,10,session_1,0.0,0.0,0.25396825396825395,0.00042221668271551845,13102,1
23,Single Session,Open Set,Visual Speller LLP,PSD+LR,11,session_1,0.19642857142857142,0.22321428571428573,0.35317460317460314,0.05996471360309739,13102,1
24,Single Session,Open Set,Visual Speller LLP,PSD+LR,12,session_1,0.0009920634920634885,0.09821428571428573,0.4007936507936508,0.0016612632043570635,13102,1
25,Single Session,Open Set,Visual Speller LLP,PSD+LR,13,session_1,0.0029761904761904656,0.25297619047619047,0.5502953343025494,0.0040525296936925696,13102,1
26,Single Session,Open Set,Visual Speller LLP,PSD+LDA,1,session_1,0.0,0.0,0.22479974799747998,0.0002563005649287263,13102,1
27,Single Session,Open Set,Visual Speller LLP,PSD+LDA,2,session_1,0.0,0.014880952380952384,0.31116426243627515,0.0016608375726925415,13102,1
28,Single Session,Open Set,Visual Speller LLP,PSD+LDA,3,session_1,0.0069444444444444475,0.23143458617125856,0.4252267919504592,0.0037268386223784067,13102,1
29,Single Session,Open Set,Visual Speller LLP,PSD+LDA,4,session_1,0.5406746031746033,0.7232142857142857,0.9216269841269842,0.12073525807365709,13102,1
30,Single Session,Open Set,Visual Speller LLP,PSD+LDA,5,session_1,0.2123015873015873,0.32834917634890637,0.7849961436122298,0.06109255055520525,13102,1
31,Single Session,Open Set,Visual Speller LLP,PSD+LDA,6,session_1,0.0,0.35366520331869983,0.6822835490259664,0.0021493827735688704,13102,1
32,Single Session,Open Set,Visual Speller LLP,PSD+LDA,7,session_1,0.49983820579964044,0.6596068364529799,0.9930440169786313,0.1042542308250334,13102,1
33,Single Session,Open Set,Visual Speller LLP,PSD+LDA,8,session_1,0.0,0.0,0.17739927399273991,9.248045633047503e-05,13102,1
34,Single Session,Open Set,Visual Speller LLP,PSD+LDA,9,session_1,0.048611111111111105,0.5343679979007582,0.7192106093138855,0.012564882012177484,13102,1
35,Single Session,Open Set,Visual Speller LLP,PSD+LDA,10,session_1,0.039997899978999774,0.4102945574910295,0.49102945574910295,0.003852570669665361,13102,1
36,Single Session,Open Set,Visual Speller LLP,PSD+LDA,11,session_1,0.24830528633798504,0.2498305286337985,0.5115236146975697,0.08369603083334867,13102,1
37,Single Session,Open Set,Visual Speller LLP,PSD+LDA,12,session_1,0.20796365149280235,0.39979540513968015,0.7390798291359018,0.015112607417456082,13102,1
38,Single Session,Open Set,Visual Speller LLP,PSD+LDA,13,session_1,0.23809523809523808,0.27976190476190477,0.9433024290560366,0.042010028632835664,13102,1
39,Single Session,Open Set,Visual Speller LLP,PSD+NB,1,session_1,0.010912698412698402,0.22993400388549343,0.47166685140877385,0.009261574875633654,13102,1
40,Single Session,Open Set,Visual Speller LLP,PSD+NB,2,session_1,0.6653977120349615,0.7620754854892104,0.9770313024875186,0.08818320890443092,13102,1
41,Single Session,Open Set,Visual Speller LLP,PSD+NB,3,session_1,0.5532662450329966,0.7539377356144108,0.9730641609796009,0.07333815564628805,13102,1
42,Single Session,Open Set,Visual Speller LLP,PSD+NB,4,session_1,0.5496449976090998,0.9511386336634212,0.9951138633663421,0.11288761831402126,13102,1
43,Single Session,Open Set,Visual Speller LLP,PSD+NB,5,session_1,0.8950382611269525,0.9895038261126952,0.9989503826112696,0.1877065260503317,13102,1
44,Single Session,Open Set,Visual Speller LLP,PSD+NB,6,session_1,0.1142544461158897,0.25081036524650957,0.2653588143024287,0.021494352745980137,13102,1
45,Single Session,Open Set,Visual Speller LLP,PSD+NB,7,session_1,0.0158730158730159,0.02182539682539683,0.19763260132601324,0.01587301587301623,13102,1
46,Single Session,Open Set,Visual Speller LLP,PSD+NB,8,session_1,0.2937461127356231,0.6914313569512485,0.7477145642665534,0.024244743766651713,13102,1
47,Single Session,Open Set,Visual Speller LLP,PSD+NB,9,session_1,0.3707695062709943,0.5432048968271964,0.9436379513097168,0.0599410657819207,13102,1
48,Single Session,Open Set,Visual Speller LLP,PSD+NB,10,session_1,0.21576719735451325,0.2781243387830704,0.28406243387830704,0.04688188005241488,13102,1
49,Single Session,Open Set,Visual Speller LLP,PSD+NB,11,session_1,0.5119711430025657,0.866950857064957,0.9866950857064957,0.11592987495186469,13102,1
50,Single Session,Open Set,Visual Speller LLP,PSD+NB,12,session_1,0.4992542638378308,0.5326635216218784,0.5364012727971085,0.10913878261302015,13102,1
51,Single Session,Open Set,Visual Speller LLP,PSD+NB,13,session_1,0.9523833731999974,0.993420567001528,0.9993420567001527,0.18893278808354197,13102,1
52,Single Session,Open Set,Visual Speller LLP,PSD+KNN,1,session_1,0.003968253968253954,0.19286195129524994,0.45759878658877295,0.00458434326930421,13102,1
53,Single Session,Open Set,Visual Speller LLP,PSD+KNN,2,session_1,0.039663625821079046,0.536660055353159,0.9448875070360452,0.01736620010606077,13102,1
54,Single Session,Open Set,Visual Speller LLP,PSD+KNN,3,session_1,0.24467172586646882,0.25916639875588243,0.6431245310588085,0.05247919345598684,13102,1
55,Single Session,Open Set,Visual Speller LLP,PSD+KNN,4,session_1,0.2492992343663181,0.6490644689140657,0.9525493720219566,0.04052310804269894,13102,1
56,Single Session,Open Set,Visual Speller LLP,PSD+KNN,5,session_1,0.6249092285902458,0.8429808899610766,0.9842980889961076,0.10039175604840835,13102,1
57,Single Session,Open Set,Visual Speller LLP,PSD+KNN,6,session_1,0.22011346916075059,0.6606397753319937,0.7473139775331994,0.023191333732512982,13102,1
58,Single Session,Open Set,Visual Speller LLP,PSD+KNN,7,session_1,0.4450821295736048,0.8221079677185489,0.9822107967718549,0.04174806443185709,13102,1
59,Single Session,Open Set,Visual Speller LLP,PSD+KNN,8,session_1,0.002952615300157807,0.004954744584551585,0.004960317460317443,0.003574491767934682,13102,1
60,Single Session,Open Set,Visual Speller LLP,PSD+KNN,9,session_1,0.3362773811756169,0.8574462870479045,0.9857446287047904,0.02935097118154517,13102,1
61,Single Session,Open Set,Visual Speller LLP,PSD+KNN,10,session_1,0.41545168919364983,0.5032529747075223,0.6801704388708842,0.03833299887189716,13102,1
62,Single Session,Open Set,Visual Speller LLP,PSD+KNN,11,session_1,0.25228585737648457,0.5652315285855877,0.7394674358728175,0.06904635250758015,13102,1
63,Single Session,Open Set,Visual Speller LLP,PSD+KNN,12,session_1,0.24744466351235866,0.4841238765185355,0.5091260041865152,0.017548821033851386,13102,1
64,Single Session,Open Set,Visual Speller LLP,PSD+KNN,13,session_1,0.41538400755450944,0.6876199295429453,0.7482262786685803,0.03555148120223749,13102,1
65,Single Session,Open Set,Visual Speller LLP,PSD+RF,1,session_1,0.0,0.0,0.0,1e-05,13102,1
66,Single Session,Open Set,Visual Speller LLP,PSD+RF,2,session_1,0.005952380952380931,0.01190476190476189,0.049003367017797145,0.006592458748732446,13102,1
67,Single Session,Open Set,Visual Speller LLP,PSD+RF,3,session_1,0.0009920634920634885,0.0019722072220722253,0.0029761904761904656,0.0012464375631450813,13102,1
68,Single Session,Open Set,Visual Speller LLP,PSD+RF,4,session_1,0.008914721945940784,0.017834295406446127,0.020833333333333343,0.007581026396159286,13102,1
69,Single Session,Open Set,Visual Speller LLP,PSD+RF,5,session_1,0.005009603083892644,0.018987536105519787,0.024833938815578632,0.006771842815336535,13102,1
70,Single Session,Open Set,Visual Speller LLP,PSD+RF,6,session_1,0.0,0.0,0.0,1e-05,13102,1
71,Single Session,Open Set,Visual Speller LLP,PSD+RF,7,session_1,0.007116176692520876,0.008928571428571425,0.009920634920634913,0.007263648431260053,13102,1
72,Single Session,Open Set,Visual Speller LLP,PSD+RF,8,session_1,0.0,0.0,0.0,1e-05,13102,1
73,Single Session,Open Set,Visual Speller LLP,PSD+RF,9,session_1,0.0049603174603174705,0.018849206349206366,0.04960317460317462,0.008202205281207398,13102,1
74,Single Session,Open Set,Visual Speller LLP,PSD+RF,10,session_1,0.0,0.0,0.0,1e-05,13102,1
75,Single Session,Open Set,Visual Speller LLP,PSD+RF,11,session_1,0.005952380952380931,0.007936507936507908,0.007936507936507908,0.005952380952380961,13102,1
76,Single Session,Open Set,Visual Speller LLP,PSD+RF,12,session_1,0.0,0.0,0.0,1e-05,13102,1
77,Single Session,Open Set,Visual Speller LLP,PSD+RF,13,session_1,0.006102786302588287,0.013380937380802399,0.02182539682539686,0.005955058508328686,13102,1
